time_hrs,B_in_out,B_squash,B_left_right
23.233333,-0.12595,0.01483,0.05182
23.250000,-0.25818,0.01015,0.04936
23.266667,-0.24793,-0.14995,0.01677
23.283333,0.09716,0.05322,0.03251
23.300000,0.24680,0.17082,0.00931
23.316667,0.10152,-0.05855,0.00386
23.333333,0.11977,0.02212,-0.17843
23.350000,-0.00022,0.09500,-0.09179
23.366667,-0.10133,-0.11643,0.20220
23.383333,-0.21276,-0.02893,0.04068
23.400000,-0.20877,0.04006,-0.07581
23.416667,0.15679,-0.01079,0.02078
23.433333,0.20402,0.06431,-0.05809
23.450000,0.02960,-0.04241,-0.06431
23.466667,-0.04579,-0.11327,0.09631
23.483333,-0.03598,-0.11527,0.20363
23.500000,0.09750,0.02647,0.07552
23.516667,-0.01311,0.34923,-0.19417
23.533333,-0.05194,0.05957,-0.09517
23.550000,-0.00794,-0.20878,0.03416
23.566667,-0.15538,0.04379,-0.26657
23.583333,-0.00811,-0.04290,-0.10967
23.600000,0.10155,-0.08559,0.36133
23.616667,-0.01838,0.04207,0.15810
23.633333,0.01359,-0.07065,-0.04715
23.650000,0.09175,-0.07472,0.11415
23.666667,0.06217,0.01223,0.00386
23.683333,0.02153,0.12821,-0.10267
23.700000,0.08080,0.25987,-0.13205
23.716667,-0.16179,0.13319,-0.27883
23.733333,-0.29025,-0.15394,-0.01440
23.750000,-0.00789,-0.33294,0.21810
23.766667,0.03099,-0.23220,0.09406
23.783333,0.21346,0.07394,0.17816
23.800000,0.26171,0.22006,0.07972
23.816667,-0.04955,0.18072,-0.13854
23.833333,-0.13565,0.07203,-0.09273
23.850000,-0.18944,-0.06786,-0.09152
23.866667,0.04488,-0.05753,-0.06589
23.883333,0.08582,-0.08920,-0.00801
23.900000,-0.14622,-0.16624,0.06735
23.916667,0.09179,0.05188,0.07820
23.933333,0.06195,0.18918,-0.00098
23.950000,-0.01316,-0.00920,0.10233
23.966667,0.08478,-0.03488,0.02566
23.983333,-0.05511,0.09599,-0.14279
24.000000,0.03023,0.00546,-0.00070
24.016667,-0.05518,-0.09996,0.03900
24.033333,-0.20541,-0.17490,-0.04463
24.050000,0.03458,-0.12207,-0.07785
24.066667,0.16556,0.22396,-0.03695
24.083333,0.16130,0.22355,0.15831
24.100000,-0.01470,-0.04955,0.07878
24.116667,-0.20308,0.00337,-0.09543
24.133333,-0.09247,-0.02370,0.04754
24.150000,0.06833,-0.10103,-0.06282
24.166667,0.18406,0.06656,-0.13920
24.183333,0.00503,-0.07118,0.13287
24.200000,-0.16959,-0.24870,0.06574
24.216667,0.01548,0.02185,-0.03572
24.233333,-0.10222,0.11811,0.04788
24.250000,-0.04398,0.14536,-0.00248
24.266667,0.28067,0.26268,-0.07672
24.283333,0.05853,-0.01963,-0.10396
24.300000,-0.02458,-0.16936,0.03930
24.316667,-0.07207,-0.04752,0.09446
24.333333,-0.17729,-0.15628,-0.02153
24.350000,0.09660,-0.14364,0.02397
24.366667,-0.01412,0.09085,0.05556
24.383333,-0.02790,0.16078,-0.01958
24.400000,0.10343,0.04589,-0.02863
24.416667,-0.17867,-0.02842,-0.02405
24.433333,0.04943,0.00815,-0.14067
24.450000,0.23885,0.04949,-0.05502
24.466667,-0.02370,0.03464,0.17951
24.483333,-0.02500,-0.05817,0.10868
24.500000,-0.12832,-0.10002,0.07200
24.516667,-0.12200,-0.04360,0.00621
24.533333,0.11766,-0.00732,-0.14938
24.550000,0.03439,0.03963,-0.03532
24.566667,-0.06225,0.08608,-0.08544
24.583333,0.07660,0.04798,-0.15095
24.600000,0.06493,0.00214,0.09104
24.616667,-0.10214,-0.01301,0.13132
24.633333,0.00316,-0.13569,0.07066
24.650000,0.05988,-0.09015,0.07472
24.666667,-0.11043,0.12103,-0.00734
24.683333,0.05081,0.02163,0.07482
24.700000,0.17041,0.06486,0.10760
24.716667,-0.05153,0.20528,-0.19566
24.733333,-0.21187,-0.03621,-0.41849
24.750000,-0.18356,-0.24121,-0.25736
24.766667,0.10461,-0.29586,0.14194
24.783333,0.25215,-0.08171,0.48919
24.800000,0.16038,0.18481,0.56529
24.816667,0.10595,0.34366,0.03769
24.833333,-0.13343,0.46797,-0.56905
24.850000,-0.28549,-0.06218,-0.42026
24.866667,-0.21911,-0.47817,-0.11278
24.883333,-0.05326,-0.35554,0.06824
24.900000,0.23757,-0.15028,0.19419
24.916667,0.26200,0.27456,0.33225
24.933333,0.01237,-0.01349,0.44582
24.950000,-0.09787,-0.15002,-0.18000
24.966667,0.17433,0.53068,-0.38348
24.983333,0.07885,0.13623,0.06551
25.000000,-0.35333,-0.29438,-0.14175
25.016667,-0.13501,0.37504,-0.26792
25.033333,-0.07101,0.37194,-0.26164
25.050000,-0.17776,-0.34108,-0.16763
25.066667,-0.03017,-0.47345,0.11164
25.083333,0.32694,-0.53857,0.37129
25.100000,0.58406,-0.55370,0.85002
25.116667,0.20493,-0.27303,0.91270
25.133333,0.46930,-0.33235,0.76514
25.150000,-0.06807,1.33286,-0.36333
25.166667,-0.67585,2.75056,-1.36610
25.183333,-1.29608,1.33142,-2.36638
25.200000,-3.82482,0.34505,-4.88147
25.216667,1.10075,-3.56105,0.63670
25.233333,7.26377,-6.02264,8.92710
25.250000,1.38534,0.84292,3.65598
25.266667,-3.46979,3.98902,-2.89717
25.283333,-2.35807,1.14438,-1.93630
25.300000,-1.04801,1.49574,-1.96844
25.316667,0.73915,0.62159,-1.64748
25.333333,0.44428,-0.82427,-0.86000
25.350000,0.64186,-1.09841,0.07053
25.366667,1.04115,-2.11242,2.55023
25.383333,-0.88456,-0.22715,1.53679
25.400000,-0.93311,1.62809,-0.63702
25.416667,0.58240,0.29041,-0.07181
25.433333,0.71780,-0.32126,-0.24710
25.450000,0.12832,-0.16704,-0.05844
25.466667,0.10522,-0.08145,0.47843
25.483333,-0.54411,0.70792,-0.67054
25.500000,-0.97990,0.79984,-0.77956
25.516667,0.44206,-0.16539,-0.50062
25.533333,0.29564,-0.96787,-0.07377
25.550000,-0.55070,-0.78039,1.18092
25.566667,0.42421,0.18175,0.57388
25.583333,0.59354,0.30877,0.11294
25.600000,0.25100,-0.39414,0.35406
25.616667,0.32588,-0.03820,-0.62480
25.633333,-0.50089,1.12310,-0.68330
25.650000,-1.15861,0.89101,-0.42226
25.666667,-0.20989,-0.45218,-0.00985
25.683333,0.45754,-0.59864,0.64163
25.700000,-0.28604,0.08928,-0.12863
25.716667,0.06107,-0.11918,0.29889
25.733333,1.42959,-1.32557,0.81035
25.750000,0.95280,-0.68311,-0.56325
25.766667,-0.99681,2.02835,-0.64439
25.783333,-1.32265,0.95506,-0.34789
25.800000,0.20803,-1.72740,0.08382
25.816667,0.45001,-0.28531,1.42245
25.833333,-0.24920,1.29244,0.61065
25.850000,0.19243,0.20073,-0.77457
25.866667,0.05823,-0.53897,-1.25007
25.883333,-1.00623,1.01204,-1.90680
25.900000,-0.38900,0.72563,0.24985
25.916667,1.62567,-2.56911,2.95738
25.933333,1.76662,-2.13567,1.60052
25.950000,-0.59991,1.06016,-0.83058
25.966667,-1.88264,1.99839,-1.49764
25.983333,-0.53486,1.11026,-0.59668
26.000000,0.37442,-0.13351,-0.01283
26.016667,0.03771,-0.67743,-0.19140
26.033333,0.22192,-0.68602,0.51992
26.050000,0.46221,-0.07723,0.65010
26.066667,0.62163,-0.03027,0.27406
26.083333,0.44893,-0.70234,0.13416
26.100000,-0.83796,0.64260,-0.87755
26.116667,-1.34662,1.69467,-1.10230
26.133333,-0.33301,0.03696,-0.02248
26.150000,0.57859,-1.58566,1.00485
26.166667,0.87603,-1.21042,1.20910
26.183333,1.02325,0.25608,0.22686
26.200000,0.58634,0.53479,-0.52589
26.216667,-0.90773,0.74095,-0.69832
26.233333,-1.92797,1.61471,-0.84125
26.250000,-1.17169,-0.17786,-0.02590
26.266667,1.00792,-2.05742,0.62987
26.283333,2.17007,-0.52170,0.07276
26.300000,0.65422,0.50930,0.22177
26.316667,-0.88102,0.25505,0.64764
26.333333,-0.85737,0.53848,0.12606
26.350000,-0.41575,0.10655,-0.65737
26.366667,-0.22717,-0.22686,-1.13688
26.383333,0.28637,-0.10139,-0.10229
26.400000,1.16267,-0.54071,1.15359
26.416667,0.54430,-0.30045,0.75218
26.433333,-0.91077,0.62224,-0.12389
26.450000,-1.00008,1.01155,-0.81833
26.466667,0.05436,0.20702,-0.38521
26.483333,0.64574,-1.08656,0.56374
26.500000,0.12424,-0.66507,-0.07400
26.516667,-0.30496,0.49107,-0.66652
26.533333,0.08944,0.31114,0.21184
26.550000,0.91772,-0.34380,0.98198
26.566667,0.26459,-0.50308,0.42554
26.583333,-1.50453,0.26126,-0.63868
26.600000,-0.94390,1.21503,-0.78084
26.616667,0.57221,0.52727,-0.19954
26.633333,0.90797,-0.79338,0.29172
26.650000,0.83295,-0.75490,0.46750
26.666667,0.06248,-0.45021,0.15636
26.683333,-0.63119,-0.18609,-0.11311
26.700000,-0.55080,0.76615,0.32724
26.716667,-0.44019,0.64327,-0.10812
26.733333,-0.20837,-0.28699,-0.95850
26.750000,0.44652,-0.22052,0.20080
26.766667,0.74565,0.22158,0.45992
26.783333,0.02080,0.34100,-0.51266
26.800000,-0.43637,-0.32510,0.43907
26.816667,0.11896,-0.93485,0.68712
26.833333,0.44774,-0.35066,-0.22552
26.850000,0.07124,0.46761,-0.20778
26.866667,-0.49458,1.03406,-0.26242
26.883333,-0.75206,0.95398,-0.43405
26.900000,-0.46676,-0.14916,-0.53103
26.916667,0.37536,-1.30911,0.08745
26.933333,1.28051,-1.26721,1.36689
26.950000,0.82291,0.07983,1.00301
26.966667,-0.65154,0.97104,-0.52479
26.983333,-1.04633,0.84957,-1.23079
27.000000,-0.35929,0.34325,-0.66128
27.016667,0.37271,-0.54237,0.39401
27.033333,0.54243,-0.67335,0.45883
27.050000,0.00044,0.06093,0.17161
27.066667,-0.26003,0.22393,0.19954
27.083333,-0.13905,-0.15494,-0.07283
27.100000,0.06605,-0.20098,0.00934
27.116667,0.40692,0.42729,0.03335
27.133333,-0.01838,0.59484,-0.45603
27.150000,-0.50683,-0.36107,-0.30692
27.166667,0.06772,-0.65181,0.12669
27.183333,0.51430,0.10199,0.33217
27.200000,0.12141,0.28471,0.37105
27.216667,-0.57709,-0.02064,0.19981
27.233333,-0.64798,-0.09399,-0.02159
27.250000,0.16040,-0.09886,-0.62933
27.266667,0.76265,0.20264,-0.38929
27.283333,0.55726,0.34377,0.45557
27.300000,-0.18353,-0.15868,-0.15596
27.316667,-0.49478,-0.09305,-0.16573
27.333333,-0.26002,-0.07680,0.54776
27.350000,-0.27220,-0.63839,0.07300
27.366667,0.03179,0.02935,0.10486
27.383333,0.51022,0.80589,0.03663
27.400000,0.42265,0.29678,-0.50522
27.416667,0.10235,-0.13162,-0.10549
27.433333,-0.27544,-0.11587,-0.07282
27.450000,-0.38854,-0.23043,0.02639
27.466667,-0.33127,-0.49766,0.47862
27.483333,-0.22781,-0.19377,0.04245
27.500000,0.23834,0.33511,-0.05359
27.516667,0.49576,0.28140,-0.00188
27.533333,0.35876,0.31293,-0.43614
27.550000,0.07389,0.18128,-0.05633
27.566667,-0.25606,-0.13392,0.32498
27.583333,-0.26279,-0.08495,-0.01107
27.600000,-0.12887,-0.25748,0.05660
27.616667,-0.05262,-0.32322,0.15120
27.633333,-0.03224,-0.11181,-0.17120
27.650000,0.00601,0.09734,-0.21089
27.666667,0.18922,0.41123,0.03227
27.683333,0.10503,0.20571,0.21632
27.700000,-0.00775,-0.14209,0.14010
27.716667,0.12291,-0.00875,-0.19014
27.733333,-0.03191,0.01964,-0.26228
27.750000,-0.11210,-0.05051,0.07824
27.766667,-0.00814,-0.10538,0.23795
27.783333,-0.19878,-0.20418,0.02634
27.800000,-0.15676,-0.05987,-0.01302
27.816667,0.17636,0.16566,0.04865
27.833333,0.22827,0.26443,-0.17469
27.850000,0.03110,0.09921,-0.23968
27.866667,-0.09025,-0.20677,0.01913
27.883333,0.09544,-0.10003,0.20337
27.900000,-0.03321,0.06200,0.25921
27.916667,-0.35245,0.00002,0.09100
27.933333,0.16849,0.02936,-0.15820
27.950000,0.44675,-0.04378,-0.18272
27.966667,-0.18411,-0.01713,-0.22253
27.983333,-0.49265,-0.02106,-0.03602
28.000000,-0.14799,-0.16991,0.27739
28.016667,0.42770,0.15711,0.14423
28.033333,0.38769,0.21533,0.17318
28.050000,-0.08708,-0.05373,0.06239
28.066667,-0.10885,0.11146,-0.44697
28.083333,-0.21797,-0.05465,-0.25968
28.100000,-0.15617,-0.20644,0.00347
28.116667,0.14260,-0.00964,-0.03225
28.133333,-0.14953,-0.24182,0.30401
28.150000,-0.03432,-0.10732,0.49232
28.166667,0.50177,0.44975,0.19116
28.183333,0.24416,0.26981,-0.21311
28.200000,-0.13239,-0.03776,-0.32296
28.216667,-0.21053,0.02022,-0.37287
28.233333,-0.56765,-0.38038,-0.20244
28.250000,-0.45452,-0.47196,0.15550
28.266667,0.51683,0.28049,0.12810
28.283333,0.76670,0.41745,0.33654
28.300000,0.23226,0.23090,0.00922
28.316667,-0.13490,0.07336,-0.34938
28.333333,-0.56539,-0.36367,0.20950
28.350000,-0.39345,-0.31833,0.27486
28.366667,0.15629,-0.25962,0.74219
28.383333,0.36350,0.07230,-0.09469
28.400000,0.46510,0.49736,-1.48942
28.416667,0.17815,0.45126,-0.36342
28.433333,-0.31512,0.35535,0.05102
28.450000,-1.28452,-0.65348,0.61029
28.466667,-1.22806,-0.56800,0.17493
28.483333,-0.20495,-1.01249,-0.57960
28.500000,2.02872,-1.47466,2.86906
28.516667,6.02301,3.78119,1.32399
28.533333,-0.85662,3.28326,-5.46733
28.550000,-9.60975,-3.35872,-3.74842
28.566667,0.85367,-1.27081,5.81218
28.583333,6.42589,-0.17987,5.27276
28.600000,-1.68758,-2.18479,-5.16991
28.616667,-1.89010,1.65093,-2.76289
28.633333,-0.63119,2.33727,3.14296
28.650000,-0.11566,-0.61067,0.39449
28.666667,2.92737,-0.51652,0.57214
28.683333,1.82456,0.06117,-1.72663
28.700000,0.19273,0.22826,-3.41736
28.716667,-1.46940,0.49849,0.41730
28.733333,-3.85314,-0.74137,2.37895
28.750000,-4.06608,-1.45485,4.02961
28.766667,0.43792,0.04745,0.82399
28.783333,7.83939,1.35403,-2.18179
28.800000,5.83124,1.74437,-1.53702
28.816667,-3.56044,-0.69504,-3.42583
28.833333,-6.09693,-2.45348,0.82874
28.850000,-1.15702,0.22387,3.25943
28.866667,2.15319,0.49604,-1.91151
28.883333,0.34398,0.27315,-0.78429
28.900000,-0.02180,1.34872,1.37964
28.916667,0.62037,-0.19177,0.43011
28.933333,-0.86977,-0.23693,2.06108
28.950000,0.25099,-0.38656,1.19585
28.966667,1.84989,-0.98877,-1.53263
28.983333,0.71355,0.49678,-1.75171
29.000000,-1.81478,-0.22076,-3.74050
29.016667,-2.69314,-0.10364,-1.71917
29.033333,1.03264,1.46542,4.72331
29.050000,2.29461,-0.27985,2.85864
29.066667,-0.25478,-1.21055,0.17134
29.083333,-0.31572,-0.17682,1.01329
29.100000,0.07086,0.65126,-1.88439
29.116667,0.52040,1.36755,-3.39498
29.133333,-0.10762,-0.32542,-1.96119
29.150000,-1.92325,-0.78295,-0.12226
29.166667,-0.92396,0.80701,3.09394
29.183333,-0.28032,-1.96547,5.99388
29.200000,1.30593,-2.16767,1.05751
29.216667,3.63316,2.77153,-6.73752
29.233333,0.35278,2.08349,-2.99373
29.250000,-2.45076,-0.61035,1.87075
29.266667,-1.10307,-0.12835,0.59850
29.283333,-0.22185,-0.45311,1.05091
29.300000,0.10931,-0.68902,0.43742
29.316667,0.08534,-0.37965,-0.28536
29.333333,0.20306,-0.17668,0.27405
29.350000,0.34478,0.26524,0.02537
29.366667,0.10821,0.38998,0.38865
29.383333,0.42566,0.66164,-0.10646
29.400000,0.06390,0.42377,-0.98996
29.416667,-0.35343,-0.44634,-0.74623
29.433333,-0.18583,-0.81504,0.55407
29.450000,-0.43458,-0.42197,1.28422
29.466667,-0.12191,0.28283,-0.34133
29.483333,0.11201,0.26369,-1.30598
29.500000,0.08620,0.17300,-0.48078
29.516667,0.83568,0.59799,0.45900
29.533333,0.79328,0.27025,1.14420
29.550000,-0.26912,-0.36862,1.05307
29.566667,-0.94852,-0.55796,0.42897
29.583333,-1.06188,-0.59160,-0.28243
29.600000,-0.42057,-0.13812,-0.89996
29.616667,0.47305,0.37024,-1.47785
29.633333,0.64410,0.54374,-1.34200
29.650000,0.50317,0.33535,-0.06422
29.666667,0.32484,-0.23369,0.77535
29.683333,0.55360,-0.05127,1.24811
29.700000,0.58266,0.22555,2.04306
29.716667,-1.00346,-0.18049,1.69833
29.733333,-1.16976,-0.25698,-0.75919
29.750000,-0.16515,-0.20418,-2.93690
29.766667,-0.84150,-0.11841,-1.99494
29.783333,-0.25256,0.07278,0.21994
29.800000,0.87623,0.19612,1.00452
29.816667,1.37232,0.47734,0.73463
29.833333,1.71904,0.16151,0.63415
29.850000,-0.41158,-0.50603,0.46988
29.866667,-1.59010,-0.37589,-0.16220
29.883333,-0.49004,0.14890,-0.17248
29.900000,-0.46116,0.19668,-0.14216
29.916667,-0.28557,0.00697,-0.52947
29.933333,0.47561,0.25378,-0.28570
29.950000,0.58162,0.09124,-0.06339
29.966667,0.08482,-0.54178,0.14609
29.983333,-0.13005,-0.19596,0.50790
30.000000,0.25344,0.39031,0.26319
30.016667,0.24846,0.26381,-0.06301
30.033333,-0.04862,-0.10631,-0.36077
30.050000,-0.27178,-0.32374,-0.52760
30.066667,-0.38073,-0.05124,0.16840
30.083333,-0.18398,0.20735,0.73667
30.100000,0.12668,0.19504,0.29510
30.116667,0.17746,0.10585,-0.24760
30.133333,-0.01015,-0.22503,-0.42186
30.150000,0.16005,-0.26572,-0.41257
30.166667,0.18523,-0.04821,-0.17649
30.183333,-0.14780,0.07389,0.17624
30.200000,-0.02793,0.26380,0.45834
30.216667,0.04230,0.14217,0.41601
30.233333,-0.10688,-0.08829,0.07790
30.250000,-0.06164,-0.07847,-0.10377
30.266667,-0.06070,-0.12069,-0.24198
30.283333,-0.00844,-0.07188,-0.45927
30.300000,0.11095,0.08324,-0.27344
30.316667,0.07466,0.09884,0.15222
30.333333,-0.06726,-0.01651,0.30997
30.350000,-0.05262,-0.06013,0.30951
30.366667,0.12104,-0.00238,0.13330
30.383333,0.07662,-0.04609,-0.19231
30.400000,-0.09087,0.03670,-0.14430
30.416667,-0.12243,0.15236,0.11427
30.433333,0.03536,-0.01030,-0.01869
30.450000,0.18864,-0.03794,-0.25976
30.466667,-0.07458,0.00832,-0.15310
30.483333,-0.22328,-0.15814,0.12670
30.500000,0.06194,-0.11060,0.25200
30.516667,0.07809,0.15013,0.13142
30.533333,-0.03080,0.13536,-0.03327
30.550000,0.00671,-0.09077,-0.11728
30.566667,-0.01962,-0.11709,-0.16401
30.583333,0.06171,0.08675,-0.04087
30.600000,0.15512,0.17228,0.15269
30.616667,0.04740,0.03245,0.11826
30.633333,-0.08937,-0.09134,0.00691
30.650000,-0.11790,-0.13600,-0.05703
30.666667,-0.13424,-0.10144,-0.14683
30.683333,-0.07833,0.08727,-0.13625
30.700000,0.13067,0.15798,-0.00804
30.716667,0.09000,-0.06439,0.20618
30.733333,-0.08320,-0.17406,0.31182
30.750000,0.02338,0.01052,0.04624
30.766667,0.10102,0.14666,-0.20281
30.783333,0.06438,0.11018,-0.21672
30.800000,0.04416,0.04838,-0.16520
30.816667,-0.00758,-0.00451,-0.00781
30.833333,-0.03525,-0.08340,0.08341
30.850000,-0.08557,-0.14966,0.14388
30.866667,-0.19213,-0.13362,0.18292
30.883333,-0.19902,-0.02767,0.03090
30.900000,0.06722,0.13161,0.08437
30.916667,0.32808,0.19216,0.09508
30.933333,0.17789,0.06823,-0.37214
30.950000,-0.06441,-0.07437,-0.52872
30.966667,-0.05751,-0.07417,-0.09256
30.983333,0.01000,0.02911,0.41383
31.000000,-0.00214,0.01553,0.68906
31.016667,-0.08194,-0.07325,0.25542
31.033333,-0.09552,-0.04903,-0.53340
31.050000,-0.00188,-0.01336,-0.49675
31.066667,-0.00666,0.02914,0.05627
31.083333,-0.06562,0.00642,0.07822
31.100000,-0.04091,-0.08561,-0.15961
31.116667,0.06016,0.08047,0.02602
31.133333,0.30644,0.25998,0.47329
31.150000,0.31655,0.12249,0.59601
31.166667,-0.21057,-0.13781,0.03639
31.183333,-0.38201,-0.33434,-0.91932
31.200000,-0.05199,-0.17831,-0.89998
31.216667,-0.03992,0.12255,0.39590
31.233333,0.00698,0.11391,1.06878
31.250000,0.02208,0.00204,0.19533
31.266667,0.06771,-0.02807,-1.14642
31.283333,0.36804,0.35271,-0.20923
31.300000,-0.02174,0.43166,1.80896
31.316667,-0.12028,-0.51305,-0.24622
31.333333,0.07538,-0.52417,-2.16053
31.350000,-0.13427,0.11059,-0.00559
31.366667,-0.13021,0.13537,1.44482
31.383333,-0.71084,0.44857,1.74865
31.400000,0.02306,-0.21485,0.01097
31.416667,1.32312,-0.80934,-2.24255
31.433333,0.74269,-0.18988,-1.47991
31.450000,-0.58654,0.39862,-0.64393
31.466667,-2.69629,1.84256,2.20887
31.483333,0.10871,0.69189,2.78658
31.500000,4.21658,-2.14660,-2.02916
31.516667,-0.39364,-0.89908,-1.13606
31.533333,-3.11608,0.37757,1.35298
31.550000,-0.11777,0.01317,-0.37167
31.566667,0.70302,0.42236,-0.44129
31.583333,0.86009,0.27254,-0.21409
31.600000,0.21858,0.08278,-0.21650
31.616667,-0.33701,0.02246,-0.13303
31.633333,0.47155,-0.11612,-0.02543
31.650000,-0.27778,0.19437,0.95458
31.666667,-1.17420,0.39378,0.55816
31.683333,-0.17066,-0.17738,0.18370
31.700000,0.97204,-0.96895,-0.17129
31.716667,0.51465,-0.43217,-1.13167
31.733333,-0.11738,0.27520,-0.67890
31.750000,-0.04429,0.27225,0.06553
31.766667,-0.33119,0.60188,0.59873
31.783333,-0.36145,0.45269,0.52879
31.800000,-0.01023,-0.07414,0.22753
31.816667,0.17156,-0.33284,0.19232
31.833333,0.26672,-0.52756,-0.54331
31.850000,0.15472,-0.16877,-0.24266
31.866667,-0.08794,0.18524,0.14248
31.883333,-0.19489,0.17062,-0.17558
31.900000,-0.00510,0.16659,0.21749
31.916667,0.02019,-0.06042,-0.08641
31.933333,0.01361,-0.09597,-0.11575
31.950000,0.22064,-0.05036,0.02514
31.966667,-0.10268,0.01298,-0.25972
31.983333,-0.40315,0.38742,0.67746
32.000000,-0.00504,-0.02704,0.52991
32.016667,0.33561,-0.50229,-0.53795
32.033333,0.22394,-0.01454,-0.35096
32.050000,-0.07481,0.17182,-0.24523
32.066667,-0.20182,0.15729,-0.14978
32.083333,-0.06484,0.08997,0.21903
32.100000,0.06198,-0.24172,0.20572
32.116667,-0.01236,-0.04299,0.23719
32.133333,-0.02346,0.10757,0.31075
32.150000,0.09538,-0.04426,-0.23585
32.166667,0.03161,0.06916,-0.43338
32.183333,-0.02255,0.02503,0.12738
32.200000,-0.00495,-0.03154,-0.08141
32.216667,-0.08229,0.03203,-0.11805
32.233333,-0.08971,-0.07360,0.33493
32.250000,-0.01409,-0.00443,0.03278
32.266667,0.18944,0.05022,-0.02533
32.283333,0.22664,-0.11465,0.00603
32.300000,-0.13081,-0.06822,-0.22462
32.316667,-0.17792,0.04810,-0.04516
32.333333,-0.05773,0.13587,0.05569
32.350000,-0.09825,0.21282,0.06491
32.366667,0.14198,-0.00565,0.22242
32.383333,0.08136,-0.16766,0.21358
32.400000,-0.06365,-0.14776,-0.27687
32.416667,0.23230,-0.15116,-0.55512
32.433333,-0.04403,0.07318,0.19950
32.450000,-0.33200,0.16595,0.55466
32.466667,0.06502,-0.02355,-0.11550
32.483333,0.17763,-0.00203,-0.33608
32.500000,0.01721,0.08112,-0.00499
32.516667,-0.02821,0.08112,0.09461
32.533333,-0.01374,0.00677,0.04471
32.550000,-0.01819,-0.14601,0.07814
32.566667,-0.11335,-0.10072,0.04974
32.583333,-0.05441,0.01417,-0.04547
32.600000,0.08682,0.01538,-0.08365
32.616667,0.08174,0.03269,-0.03678
32.633333,0.05722,0.00988,0.03061
32.650000,-0.00703,-0.02581,-0.04422
32.666667,-0.09759,0.04245,-0.06096
32.683333,0.02695,0.08918,0.06790
32.700000,0.11366,0.02525,0.10871
32.716667,-0.07447,-0.02102,0.09474
32.733333,-0.10795,-0.04836,0.01911
32.750000,-0.01368,-0.09875,-0.14029
32.766667,0.00912,-0.02385,-0.16983
32.783333,0.09101,0.05014,0.01842
32.800000,0.01723,-0.01870,0.08199
32.816667,-0.09101,-0.00842,0.02632
32.833333,0.02269,0.04446,0.07042
32.850000,0.13120,0.00842,-0.06968
32.866667,0.07106,0.00370,-0.03967
32.883333,-0.08455,0.03345,0.10137
32.900000,-0.05930,0.10299,-0.04744
32.916667,-0.05971,0.10515,0.15083
32.933333,-0.26719,-0.15959,0.09790
32.950000,-0.10277,-0.27417,-0.32159
32.966667,0.27265,-0.01255,-0.11081
32.983333,0.29903,0.11262,0.01431
33.000000,0.19514,0.02784,-0.04917
33.016667,0.12526,0.01731,0.10798
33.033333,-0.07820,0.10920,0.15386
33.050000,-0.40449,0.15598,0.24403
33.066667,-0.51578,0.02219,0.15411
33.083333,-0.21676,-0.14960,-0.17885
33.100000,0.25931,-0.24205,-0.43442
33.116667,0.61946,-0.14066,-0.44704
33.133333,0.49061,0.17191,0.17056
33.150000,-0.14042,0.23057,0.62848
33.166667,-0.48678,0.03868,0.20750
33.183333,-0.27600,-0.03885,-0.15720
33.200000,0.01287,-0.13221,-0.19156
33.216667,0.17707,-0.14509,-0.07832
33.233333,0.13015,0.04706,0.00831
33.250000,0.04768,0.17876,-0.17181
33.266667,0.02683,0.13277,0.04055
33.283333,-0.09405,-0.04739,0.11506
33.300000,-0.12372,-0.08690,-0.11591
33.316667,-0.09987,-0.06110,0.30528
33.333333,0.01004,-0.24314,0.34535
33.350000,0.19524,-0.16701,-0.08475
33.366667,0.13403,0.21945,-0.31090
33.383333,0.05926,0.48910,-0.55853
33.400000,-0.03937,0.42110,-0.22734
33.416667,-0.23779,-0.25531,0.25528
33.433333,-0.17692,-0.77919,0.50540
33.450000,0.04986,-0.35813,0.59126
33.466667,0.14016,0.28522,0.01309
33.483333,0.08191,0.50566,-0.45325
33.500000,0.05064,0.17527,-0.48886
33.516667,0.08375,-0.18871,-0.17815
33.533333,0.09631,0.14236,0.26846
33.550000,-0.19179,0.17984,-0.01823
33.566667,-0.38965,-0.54689,-0.00255
33.583333,0.11350,-0.66425,0.50927
33.600000,0.22578,0.23800,0.26184
33.616667,-0.09412,1.01984,-0.29909
33.633333,0.08672,0.51732,-0.64632
33.650000,0.08255,-0.55573,-0.33683
33.666667,0.01990,-0.91091,0.51461
33.683333,0.10699,-0.57867,0.74383
33.700000,-0.16387,0.34773,0.10175
33.716667,-0.27976,1.07667,-0.50204
33.733333,-0.06219,0.63687,-0.32537
33.750000,0.16339,-0.26251,-0.24092
33.766667,0.25692,-0.57990,-0.25785
33.783333,0.13563,-0.45975,0.37238
33.800000,-0.08527,-0.35968,0.59487
33.816667,-0.30022,0.01030,0.43040
33.833333,-0.16026,0.34421,0.01433
33.850000,0.24540,0.37374,-0.67167
33.866667,0.13528,0.53783,-0.50054
33.883333,-0.14223,0.21883,-0.22349
33.900000,0.04259,-0.48811,0.11138
33.916667,0.01614,-0.56781,0.66834
33.933333,-0.09120,-0.21874,0.35938
33.950000,0.18173,-0.05189,0.08591
33.966667,0.05372,-0.01036,-0.39048
33.983333,-0.18129,0.45329,-0.67798
34.000000,-0.02686,0.70311,0.27694
34.016667,-0.07092,0.03559,0.24992
34.033333,-0.11235,-0.56982,-0.02972
34.050000,0.03738,-0.45725,0.29899
