time_hrs,B_in_out,B_squash,B_left_right
0.816667,0.01001,-0.02393,0.05774
0.833333,-0.01263,0.00733,0.06816
0.850000,-0.06357,0.01265,0.01401
0.866667,-0.05547,0.01471,0.00787
0.883333,0.02172,-0.01843,-0.00210
0.900000,0.04393,-0.08018,0.02085
0.916667,0.03606,-0.04275,0.00824
0.933333,0.08402,0.01169,-0.03286
0.950000,0.04601,0.07115,-0.03558
0.966667,-0.04369,0.13560,-0.14200
0.983333,-0.10573,0.03826,-0.08102
1.000000,-0.16209,-0.07984,0.23363
1.016667,-0.01351,-0.07311,0.20815
1.033333,0.17211,-0.08705,-0.04594
1.050000,0.10488,-0.06441,-0.11858
1.066667,0.03577,0.06599,-0.13974
1.083333,-0.00077,0.11558,-0.07738
1.100000,-0.12073,0.04486,0.07794
1.116667,-0.16266,-0.00340,0.16342
1.133333,-0.02980,-0.03002,0.09463
1.150000,0.18498,-0.07396,-0.10686
1.166667,0.19096,-0.02833,-0.14874
1.183333,-0.02963,0.06616,0.00789
1.200000,-0.16064,0.02606,0.06093
1.216667,-0.10111,-0.04425,0.02968
1.233333,0.00926,-0.03272,0.02997
1.250000,0.03188,-0.00782,0.00238
1.266667,0.07339,0.06876,-0.02694
1.283333,0.09353,0.07225,-0.03014
1.300000,-0.04551,-0.05923,-0.03446
1.316667,-0.08738,-0.05355,0.00189
1.333333,-0.02844,0.02696,0.04586
1.350000,0.00083,-0.01592,0.05076
1.366667,0.07366,-0.03678,0.03347
1.383333,0.05835,0.01524,-0.05026
1.400000,-0.01415,0.03763,-0.08676
1.416667,-0.05215,0.02693,-0.00018
1.433333,-0.07840,0.00457,0.01384
1.450000,-0.00640,-0.00698,0.00970
1.466667,0.05470,-0.01434,0.08223
1.483333,0.03050,-0.03439,0.04549
1.500000,0.00812,-0.03070,-0.07873
1.516667,-0.00168,0.00383,-0.10192
1.533333,0.01543,0.04555,0.01143
1.550000,0.03464,0.02071,0.08972
1.566667,-0.01646,0.00549,0.04778
1.583333,-0.09829,0.06096,-0.02381
1.600000,-0.04331,-0.01207,-0.06971
1.616667,0.02082,-0.08043,0.07627
1.633333,0.03948,-0.10708,0.03074
1.650000,0.10974,-0.09289,-0.27344
1.666667,-0.03977,0.19982,0.07572
1.683333,-0.05029,0.19218,0.29112
1.700000,0.12035,-0.10431,-0.19505
1.716667,-0.14518,-0.04357,-0.02293
1.733333,-0.13411,-0.04047,0.23237
1.750000,0.25065,-0.10606,-0.16217
1.766667,0.08845,0.01990,-0.18004
1.783333,-0.21488,0.10174,0.09526
1.800000,-0.10787,0.09273,0.10774
1.816667,0.12338,-0.05455,-0.03097
1.833333,0.09887,-0.08771,-0.03179
1.850000,-0.05836,0.02233,0.08522
1.866667,-0.02338,-0.01726,-0.01007
1.883333,0.03047,0.00477,-0.10864
1.900000,-0.00754,0.05722,-0.05526
1.916667,-0.00113,-0.00882,0.04732
1.933333,0.01751,-0.01768,0.14029
1.950000,-0.01282,-0.00893,0.02386
1.966667,-0.02655,-0.02324,-0.08944
1.983333,-0.00527,0.01637,-0.05992
2.000000,-0.03069,0.02140,-0.02698
2.016667,0.00773,-0.01087,0.03055
2.033333,0.09011,0.04474,0.02119
2.050000,0.01472,0.02538,0.05841
2.066667,-0.06658,-0.08424,0.06749
2.083333,-0.03379,-0.03289,-0.11316
2.100000,0.00555,0.00566,-0.05758
2.116667,0.03422,-0.00443,0.06351
2.133333,0.02525,0.07345,-0.03212
2.150000,0.01097,0.02472,0.02539
2.166667,0.01207,-0.05211,0.05856
2.183333,-0.05794,0.00470,-0.04103
2.200000,-0.06279,0.02497,-0.02071
2.216667,0.01220,-0.01002,0.00949
2.233333,0.00229,-0.02126,0.00023
2.250000,0.03993,-0.01895,-0.02709
2.266667,0.07470,-0.04882,-0.00671
2.283333,0.04407,-0.01333,0.03117
2.300000,0.02577,0.10848,-0.01484
2.316667,-0.09722,0.07937,0.02136
2.333333,-0.11852,-0.01869,0.05565
2.350000,-0.04890,-0.03488,0.00297
2.366667,-0.02988,-0.09936,-0.03013
2.383333,0.08267,-0.03959,-0.03597
2.400000,0.16200,0.08453,-0.00197
2.416667,0.22201,-0.03818,-0.12117
2.433333,-0.09072,-0.00807,-0.05405
2.450000,-0.45719,0.13902,0.30719
2.466667,0.07348,-0.03336,0.04484
2.483333,0.28577,-0.07232,-0.30144
2.500000,-0.15911,0.03453,0.08024
2.516667,0.06224,-0.06946,0.19629
2.533333,0.16682,-0.00308,-0.09881
2.550000,-0.28134,0.15389,-0.06405
2.566667,-0.16494,-0.02165,0.00630
2.583333,0.29610,-0.14627,-0.08921
2.600000,0.16547,0.01437,0.03955
2.616667,-0.19372,0.04265,0.11326
2.633333,-0.02949,-0.01216,-0.08130
2.650000,0.10436,0.03467,0.00086
2.666667,-0.09912,0.03167,0.11626
2.683333,-0.02569,-0.01470,-0.03055
2.700000,0.06033,-0.03464,-0.06734
2.716667,-0.09034,0.03667,-0.04232
2.733333,-0.04301,-0.03715,0.07910
2.750000,0.18639,-0.06403,0.02385
2.766667,0.11146,0.14675,-0.17118
2.783333,-0.20288,-0.07705,0.07180
2.800000,-0.03429,-0.11240,0.06113
2.816667,0.12151,0.20101,-0.07720
2.833333,-0.11216,-0.05910,0.15974
2.850000,0.03945,-0.09857,0.01925
2.866667,0.03742,0.08662,-0.07474
2.883333,-0.12660,-0.01219,-0.02452
2.900000,0.07555,0.04591,-0.15739
2.916667,0.01200,-0.00141,0.06081
2.933333,0.06239,-0.07359,0.09240
2.950000,0.10771,-0.05440,-0.04553
2.966667,-0.20011,-0.01816,0.07504
2.983333,-0.01338,0.15445,0.00701
3.000000,0.06809,0.08148,-0.01123
3.016667,-0.10040,-0.06801,-0.01650
3.033333,0.12808,-0.08283,-0.07314
3.050000,0.03835,-0.08189,0.06180
3.066667,-0.16093,0.02787,0.02972
3.083333,0.02556,0.01074,-0.03491
3.100000,0.11138,0.01502,-0.02182
3.116667,-0.00958,0.09002,-0.04178
3.133333,-0.12160,-0.05207,0.02276
3.150000,0.07316,0.09685,0.00616
3.166667,0.16396,0.21700,0.01708
3.183333,-0.18657,-0.28455,0.05555
3.200000,-0.09810,-0.26141,0.00736
3.216667,0.16585,0.16126,0.01282
3.233333,-0.05472,-0.06415,-0.01823
3.250000,-0.03398,-0.01712,-0.03655
3.266667,0.01996,0.18161,-0.06808
3.283333,-0.08614,-0.06598,-0.04927
3.300000,0.17597,0.18172,0.09431
3.316667,0.20875,0.32993,0.05353
3.333333,-0.03854,-0.25630,0.03820
3.350000,-0.31007,-0.48682,-0.03960
3.366667,-0.35977,-0.02283,-0.22888
3.383333,0.31691,0.36611,0.07374
3.400000,0.32977,-0.12524,0.25775
3.416667,-0.27951,-0.44769,0.03623
3.433333,0.02557,0.43477,0.02486
3.450000,0.11698,0.60893,-0.16568
3.466667,-0.08386,-0.13588,-0.32930
3.483333,0.16054,-0.26694,0.07515
3.500000,-0.00431,-0.32407,0.23839
3.516667,-0.05140,-0.04724,-0.04452
3.533333,-0.06463,0.22533,-0.00893
3.550000,-0.37679,-0.29999,0.09206
3.566667,0.05586,-0.00238,0.02759
3.583333,0.15662,0.43000,0.18503
3.600000,0.07860,0.18452,0.07316
3.616667,0.63318,0.11585,-0.24228
3.633333,-0.14461,-0.52471,-0.36349
3.650000,-0.61439,-0.19181,-0.43024
3.666667,0.16092,0.68089,0.23191
3.683333,-0.38272,-0.36198,0.72199
3.700000,-0.14418,-0.33128,0.10376
3.716667,0.84369,0.43260,-0.14657
3.733333,0.08740,-0.31180,-0.08901
3.750000,-0.30423,-0.12565,-0.14618
3.766667,-0.09481,0.19182,0.08654
3.783333,0.12970,0.08733,0.04342
3.800000,0.17759,0.51187,-0.18373
3.816667,-0.64333,0.09312,-0.21935
3.833333,-0.25314,-0.38974,-0.02081
3.850000,0.46369,-0.54912,0.17471
3.866667,0.23325,-0.18943,0.10342
3.883333,0.43318,0.58510,0.27162
3.900000,-0.05879,-0.01948,0.22017
3.916667,-0.57769,-0.17942,-0.29922
3.933333,-0.10264,0.33397,-0.24463
3.950000,0.06898,-0.07451,0.04405
3.966667,0.07099,0.02018,-0.07280
3.983333,-0.06749,0.14681,-0.08867
4.000000,0.04062,-0.14373,0.05992
4.016667,0.22489,-0.28337,-0.01246
4.033333,-0.19378,-0.19767,0.04219
4.050000,0.10823,0.30538,0.35159
4.066667,0.37902,0.06663,0.19345
4.083333,-0.20998,-0.01270,-0.11971
4.100000,-0.26645,0.39224,-0.30551
4.116667,-0.15783,-0.34812,-0.51880
4.133333,-0.08800,-0.46641,0.10000
4.150000,0.08504,0.40686,0.63287
4.166667,0.09380,0.44194,-0.03567
4.183333,0.26316,-0.13696,-0.36387
4.200000,0.15519,-0.39300,0.05963
4.216667,0.09374,-0.05946,0.22320
4.233333,0.00600,-0.18172,0.19076
4.250000,-0.65085,-0.07608,0.07516
4.266667,-0.39655,0.70620,-0.33209
4.283333,0.40566,0.08030,-0.37468
4.300000,0.30490,-0.40128,-0.09334
4.316667,0.01170,0.34642,-0.02703
4.333333,0.04265,-0.01655,0.51226
4.350000,0.18432,-0.49308,0.53344
4.366667,0.05408,-0.05006,-0.35334
4.383333,-0.29017,0.03384,-0.13271
4.400000,-0.35789,-0.10583,0.18914
4.416667,-0.14529,0.13656,-0.42162
4.433333,0.32778,0.58704,-0.42449
4.450000,0.39249,0.27205,0.10236
4.466667,-0.20603,-0.51697,0.42960
4.483333,-0.20806,-0.42477,0.36641
4.500000,0.20221,-0.04764,-0.01884
4.516667,0.05708,0.22903,-0.13429
4.533333,-0.01932,0.37182,-0.14419
4.550000,0.03372,-0.19426,-0.27212
4.566667,-0.22840,-0.41501,-0.07121
4.583333,-0.18361,0.09762,0.23885
4.600000,0.16860,0.30502,0.13492
4.616667,0.21308,0.12685,0.00048
4.633333,0.00802,-0.03473,0.05572
4.650000,-0.10097,-0.05204,-0.04429
4.666667,-0.01492,-0.04733,-0.07000
4.683333,0.00763,-0.00858,-0.14305
4.700000,-0.00334,-0.06281,-0.09697
4.716667,-0.01388,-0.27455,0.35071
4.733333,-0.10630,-0.10294,-0.06280
4.750000,0.09796,0.31453,-0.37438
4.766667,0.22895,0.27623,0.44075
4.783333,-0.15476,-0.08211,0.22227
4.800000,-0.18621,0.00379,-0.37303
4.816667,0.15755,0.23859,-0.10932
4.833333,0.02266,-0.17475,-0.04418
4.850000,-0.11421,-0.42427,0.13895
4.866667,-0.00137,-0.15092,0.15931
4.883333,-0.04031,0.05017,-0.14915
4.900000,0.14850,0.32348,0.01435
4.916667,0.16518,0.25550,0.02371
4.933333,-0.18678,-0.04532,-0.06506
4.950000,-0.06263,0.00767,0.09331
4.966667,0.08811,-0.14454,0.03065
4.983333,-0.08243,-0.22503,-0.06571
5.000000,-0.09698,-0.04211,-0.07108
5.016667,0.07640,0.00430,0.03174
5.033333,0.20614,0.25279,0.06738
5.050000,-0.07248,0.12833,-0.13824
5.066667,-0.18821,-0.23460,-0.00120
5.083333,0.10696,0.10881,0.21009
5.100000,0.03097,0.19515,0.00178
5.116667,-0.00313,-0.20633,-0.06882
5.133333,0.09899,-0.18138,-0.02393
5.150000,-0.10942,0.03495,-0.14026
5.166667,-0.11732,0.11001,-0.02073
5.183333,-0.02437,-0.07028,0.25140
5.200000,0.01354,-0.23430,0.09847
5.216667,0.19647,0.22013,-0.23389
5.233333,0.12134,0.44166,-0.15960
5.250000,-0.10842,-0.11731,0.05873
5.266667,-0.10672,-0.24223,0.15514
5.283333,-0.05713,-0.03392,0.13265
5.300000,-0.03887,-0.10164,-0.08260
5.316667,0.05319,0.09125,-0.11644
5.333333,0.10366,0.10804,0.02273
5.350000,0.04560,-0.16472,0.00146
5.366667,-0.04189,-0.01793,0.00137
5.383333,-0.10989,0.09575,0.01253
5.400000,0.00928,0.02031,0.00959
5.416667,0.07167,0.05905,0.00120
5.433333,-0.06845,0.02982,-0.08153
5.450000,0.02448,0.02267,0.01121
5.466667,0.07021,-0.03154,0.11795
5.483333,0.00434,-0.13950,0.00314
5.500000,0.04306,-0.03057,-0.06109
5.516667,-0.10480,0.04263,0.00048
5.533333,-0.05497,-0.01360,0.03664
5.550000,0.05518,-0.00823,-0.00948
5.566667,-0.06383,0.04636,-0.03921
5.583333,0.06303,0.09544,-0.03668
5.600000,0.07748,0.00014,-0.03232
5.616667,-0.08736,-0.10733,0.04284
5.633333,-0.03686,0.00326,0.07837
5.650000,0.06070,0.14138,0.03297
5.666667,0.03578,0.01760,-0.03699
5.683333,-0.04699,-0.16917,-0.07052
5.700000,0.09440,-0.03483,0.00831
5.716667,0.08766,0.03866,0.03617
5.733333,-0.20689,-0.10785,0.01048
5.750000,-0.14699,0.01374,0.00333
5.766667,0.05331,0.15533,-0.03185
5.783333,0.08833,0.08154,-0.01069
5.800000,0.06793,0.05154,-0.01320
5.816667,0.03600,-0.00857,-0.01608
5.833333,0.05140,-0.10562,0.06240
5.850000,-0.04249,-0.13517,0.02621
5.866667,-0.11061,-0.10425,-0.04974
5.883333,-0.03055,0.06480,0.00917
5.900000,0.00706,0.16693,0.06030
5.916667,0.04353,0.02910,-0.02216
5.933333,0.05419,-0.02956,-0.09293
5.950000,0.01038,0.00677,0.00384
5.966667,-0.02645,-0.03203,0.06788
5.983333,-0.07303,-0.02183,-0.01880
6.000000,-0.04129,0.00244,-0.03089
6.016667,0.05717,0.02261,0.02058
6.033333,0.11942,0.03246,0.03302
6.050000,0.07379,-0.03977,0.04326
6.066667,-0.11267,-0.06413,-0.02992
6.083333,-0.17158,-0.02378,-0.08399
6.100000,0.00563,0.04917,0.00218
6.116667,0.10612,0.08653,0.05122
6.133333,0.06421,0.00262,0.00041
6.150000,0.01601,-0.02610,-0.02711
6.166667,-0.02373,-0.01522,0.04032
6.183333,-0.03837,-0.04667,0.05852
6.200000,-0.02985,-0.03660,-0.02302
6.216667,-0.01736,0.01430,-0.06087
6.233333,-0.00331,0.10557,-0.08672
6.250000,0.00626,0.03595,-0.02782
6.266667,0.03174,-0.11502,0.11047
6.283333,0.06943,-0.00751,0.08591
6.300000,0.05701,0.06881,-0.01676
6.316667,-0.00420,-0.00406,-0.03080
6.333333,-0.07877,-0.01828,-0.00755
6.350000,-0.14559,-0.07614,-0.00318
6.366667,-0.09414,-0.05397,-0.00548
6.383333,0.05176,0.09300,0.00112
6.400000,0.13556,0.08929,-0.02168
6.416667,0.12096,0.00901,-0.08610
6.433333,0.05658,0.02287,-0.05199
6.450000,0.02232,-0.01424,0.14128
6.466667,-0.07765,-0.13796,0.15672
6.483333,-0.18069,-0.08835,-0.05550
6.500000,-0.06029,0.07705,-0.09297
6.516667,0.02310,0.06331,-0.01888
6.533333,0.01904,0.01958,-0.02072
6.550000,0.08916,0.03871,0.01733
6.566667,0.03512,-0.02461,0.06551
6.583333,-0.01002,-0.03000,0.01041
6.600000,0.04037,0.00041,-0.07111
6.616667,0.01503,-0.00646,-0.05301
6.633333,0.00171,0.04815,-0.01679
6.650000,-0.03601,-0.01185,0.02832
6.666667,-0.08675,-0.07118,0.10041
6.683333,-0.03818,0.02044,0.03947
6.700000,0.01570,0.00614,-0.01731
6.716667,0.01511,-0.02625,-0.00657
6.733333,0.00297,-0.00215,-0.06558
6.750000,0.07832,0.03574,-0.04438
6.766667,0.10448,0.07892,-0.00009
6.783333,-0.04032,-0.01178,-0.00725
6.800000,-0.09213,-0.03521,0.04927
6.816667,-0.05052,-0.00581,0.04392
6.833333,-0.02579,-0.06951,0.01423
6.850000,0.05685,0.00294,-0.00401
6.866667,0.04915,0.04248,-0.06642
6.883333,-0.02793,-0.02888,-0.00055
6.900000,-0.00761,0.03113,0.04658
6.916667,-0.00830,0.05768,-0.03551
6.933333,-0.01361,-0.02432,-0.03005
6.950000,0.05327,-0.03775,0.02255
6.966667,0.05168,0.00810,0.03428
6.983333,-0.02713,-0.00767,0.00048
7.000000,-0.06954,-0.03431,-0.02388
7.016667,-0.05019,0.02743,0.01477
7.033333,-0.00409,0.04531,0.02059
7.050000,0.04658,0.00943,-0.01070
7.066667,0.07554,-0.01915,-0.01613
7.083333,0.03408,-0.05415,0.00773
7.100000,-0.04177,-0.01616,-0.00061
7.116667,-0.06460,0.00793,-0.01013
7.133333,-0.02401,0.03981,-0.01562
7.150000,-0.01614,0.06664,-0.09191
7.166667,0.00268,-0.03812,0.01445
7.183333,0.10228,-0.02867,0.19596
7.200000,0.07095,0.01936,0.05413
7.216667,-0.04900,-0.03387,-0.12495
7.233333,-0.04775,-0.00675,-0.09318
7.250000,-0.03065,-0.00869,0.01658
7.266667,-0.04132,0.00665,0.06144
7.283333,-0.02972,0.05703,-0.00557
7.300000,0.00858,-0.01648,-0.01725
7.316667,0.05239,-0.03953,0.01001
7.333333,0.07304,0.03591,-0.01451
7.350000,0.07145,0.04037,-0.02062
7.366667,-0.00611,-0.04805,0.02982
7.383333,-0.07674,-0.04929,0.06178
7.400000,-0.07280,0.02472,-0.04044
7.416667,-0.06972,-0.01075,-0.05422
7.433333,-0.00495,0.00094,0.04983
7.450000,0.07864,0.06128,-0.00319
7.466667,0.07507,0.03549,-0.02757
7.483333,0.02757,0.00344,0.02301
7.500000,-0.03655,-0.06773,-0.01015
7.516667,-0.03866,-0.09606,-0.01592
7.533333,0.00871,-0.00556,0.00714
7.550000,0.00233,0.07830,0.02535
7.566667,-0.00420,0.07819,0.03283
7.583333,0.02040,0.01787,-0.01508
7.600000,0.00122,-0.01416,-0.05000
7.616667,-0.07509,-0.05689,-0.00960
7.633333,-0.05146,-0.07453,0.02878
7.650000,0.07643,-0.00395,-0.00402
7.666667,0.08638,0.04413,-0.02414
7.683333,0.03179,0.06119,0.01434
7.700000,-0.02653,0.02050,0.05440
7.716667,-0.10353,-0.02242,0.02882
7.733333,-0.04384,0.01215,-0.05353
7.750000,0.04123,-0.03173,-0.07191
7.766667,0.04022,-0.08736,-0.01486
7.783333,0.04887,-0.01821,0.05638
7.800000,0.01037,0.05685,0.06421
7.816667,-0.03722,0.07609,0.01276
7.833333,-0.03218,0.05193,0.00239
7.850000,-0.03983,0.00056,-0.07061
7.866667,-0.00047,-0.05075,-0.10187
7.883333,0.06962,-0.07299,0.03806
7.900000,0.02484,-0.03956,0.08813
7.916667,-0.05331,-0.00849,0.05058
7.933333,-0.01234,0.02275,-0.01108
7.950000,0.03923,0.08330,-0.08676
7.966667,0.01562,0.06143,-0.02584
7.983333,0.00236,-0.02228,0.04826
8.000000,-0.04086,-0.06781,0.05352
8.016667,-0.08315,-0.05352,0.02616
8.033333,0.02245,0.03306,-0.05804
8.050000,0.11050,0.04477,-0.06980
8.066667,0.04111,-0.00984,-0.00843
8.083333,-0.02694,0.00841,0.01198
8.100000,-0.03562,0.00224,0.03979
8.116667,-0.04230,-0.03729,0.05828
8.133333,-0.05332,-0.03547,0.01857
8.150000,-0.00381,0.03197,-0.02007
8.166667,0.06228,0.06723,-0.03455
8.183333,0.02590,-0.01763,-0.01679
8.200000,0.01540,-0.04374,-0.01796
8.216667,0.03862,-0.01328,-0.02957
8.233333,-0.02597,0.01471,0.01896
8.250000,-0.02763,0.03919,0.03689
8.266667,0.00959,-0.03090,0.03855
8.283333,-0.04193,-0.01116,0.00505
8.300000,-0.05520,0.04130,-0.07828
8.316667,0.01344,-0.03287,-0.02504
8.333333,0.08549,0.00099,0.06501
8.350000,0.05736,0.02041,0.06522
8.366667,-0.04472,-0.03281,0.00687
8.383333,-0.06482,0.04113,-0.08426
8.400000,-0.04570,0.01804,-0.05829
8.416667,0.02827,-0.04483,0.01733
8.433333,0.10500,-0.00623,0.01563
8.450000,0.00200,-0.05926,0.01657
8.466667,-0.03449,-0.00556,0.02129
8.483333,0.01742,0.09732,0.02710
8.500000,-0.06081,0.00956,0.01228
8.516667,-0.03834,0.02158,-0.02246
8.533333,0.02733,0.04264,0.01184
8.550000,-0.02899,-0.08251,-0.01646
8.566667,0.01840,-0.08754,-0.09507
8.583333,0.08589,-0.00403,-0.02870
8.600000,0.04166,0.05205,0.03272
8.616667,-0.00216,0.06321,0.07364
8.633333,-0.08238,-0.00670,0.12841
8.650000,-0.09399,-0.03896,0.00655
8.666667,0.03742,0.03011,-0.11779
8.683333,0.06856,0.02570,-0.07698
8.700000,0.00259,-0.05866,0.00431
8.716667,-0.02113,-0.04024,0.02915
8.733333,-0.01396,0.00520,-0.01201
8.750000,0.00635,0.03268,0.00437
8.766667,-0.00012,0.05033,0.03246
8.783333,0.02426,0.00568,0.01272
8.800000,0.03899,-0.01047,0.02407
8.816667,-0.00351,-0.03887,0.00716
8.833333,-0.00009,-0.03763,-0.01379
8.850000,-0.07471,0.01323,-0.02916
8.866667,-0.09533,0.00142,-0.04472
8.883333,0.05655,0.06789,0.02849
8.900000,0.05568,0.06009,0.03943
8.916667,0.04545,-0.08662,-0.03585
8.933333,0.05625,-0.05685,-0.01078
8.950000,-0.06313,-0.00308,0.00121
8.966667,-0.01334,-0.01488,-0.01711
8.983333,0.00398,0.06867,0.05434
9.000000,-0.08692,0.08435,0.04583
9.016667,0.01035,-0.03588,-0.02891
9.033333,0.02826,-0.08290,-0.03517
9.050000,0.00628,-0.01989,-0.02413
9.066667,0.06745,0.00843,0.03059
9.083333,0.01633,0.03379,0.02382
9.100000,-0.01877,0.04007,-0.05325
9.116667,-0.06715,-0.01987,-0.03786
9.133333,-0.04620,0.01619,0.00902
9.150000,0.11385,0.00701,0.06484
9.166667,0.02922,-0.08066,0.05620
9.183333,-0.09426,0.02702,-0.02344
9.200000,-0.03139,0.07856,-0.01561
9.216667,-0.01214,-0.06319,0.00520
9.233333,0.02884,-0.07120,-0.02439
9.250000,0.04317,0.02202,-0.07221
9.266667,0.00512,0.03315,-0.03794
9.283333,0.04244,0.02771,0.05091
9.300000,0.03641,0.04003,0.04891
9.316667,-0.01118,0.02427,0.07500
9.333333,-0.06261,-0.02442,0.04080
9.350000,-0.13825,-0.08691,-0.08147
9.366667,-0.04299,-0.05096,-0.07624
9.383333,0.13247,0.06029,-0.01252
9.400000,0.07574,0.06782,0.03294
9.416667,-0.00274,0.02227,-0.01924
9.433333,0.07691,-0.00894,-0.00941
9.450000,0.00343,-0.06509,0.14117
9.466667,-0.18523,-0.09198,0.03573
9.483333,-0.11391,-0.02227,-0.14356
9.500000,0.11302,0.08954,-0.05442
9.516667,0.15468,0.11065,0.08166
9.533333,-0.00919,0.04452,0.04560
9.550000,-0.10689,-0.02997,-0.12915
9.566667,0.02372,-0.07154,-0.09744
9.583333,0.06165,-0.05974,0.14841
9.600000,-0.08205,-0.01737,0.14866
9.616667,-0.05792,0.03165,-0.01487
9.633333,0.04571,0.02694,-0.03347
9.650000,0.05428,0.00190,-0.04536
9.666667,0.02104,0.01153,-0.09313
9.683333,-0.01483,-0.01635,-0.02667
9.700000,-0.00288,-0.03033,0.04386
9.716667,-0.03062,-0.01517,0.02865
9.733333,-0.04515,0.01159,0.01543
9.750000,0.02786,0.10103,0.01219
9.766667,0.03634,0.09098,0.01627
9.783333,0.00578,-0.05092,0.00289
9.800000,0.00994,-0.14844,-0.02171
9.816667,0.01812,-0.10984,-0.02615
9.833333,-0.01270,0.05234,-0.00252
9.850000,-0.06927,0.11906,0.06271
9.866667,-0.03138,0.03255,-0.01321
9.883333,0.01203,-0.00493,-0.08579
9.900000,-0.00043,0.00054,0.04616
9.916667,0.07734,-0.04471,0.02996
9.933333,0.08136,-0.04240,-0.04075
9.950000,-0.01930,0.02080,0.00599
9.966667,-0.00924,0.02414,-0.00946
9.983333,-0.06721,-0.00816,0.01754
10.000000,-0.11428,-0.01310,0.02411
10.016667,0.03940,0.04692,-0.00278
10.033333,0.06107,0.05486,0.04347
10.050000,-0.05437,-0.04847,0.00226
10.066667,-0.03188,-0.05606,-0.09774
10.083333,0.09773,-0.02773,-0.04573
10.100000,0.11026,-0.00376,0.09570
10.116667,-0.00849,0.02385,0.01124
10.133333,0.01331,-0.01570,-0.08587
10.150000,0.01540,0.05099,0.03714
10.166667,-0.15862,0.01851,0.02727
10.183333,-0.16218,-0.05516,-0.00472
10.200000,0.00333,0.11199,0.02086
10.216667,0.06307,0.07763,-0.00315
10.233333,0.05893,-0.03841,0.08417
10.250000,0.08483,-0.07533,0.03754
10.266667,0.09759,-0.23160,-0.09927
10.283333,0.10748,-0.09784,-0.13388
10.300000,0.01940,0.15738,-0.16989
10.316667,-0.21433,0.16143,0.07254
10.333333,-0.26829,0.09981,0.27507
10.350000,-0.03821,0.01727,0.01305
10.366667,0.17342,-0.06434,-0.07413
10.383333,0.21896,-0.06837,0.07992
10.400000,0.08358,-0.01065,0.07655
10.416667,-0.16636,-0.03911,0.03415
10.433333,-0.21846,-0.05145,-0.17976
10.450000,0.00742,-0.00139,-0.35407
10.466667,0.21755,0.03053,-0.05764
10.483333,0.17519,0.11191,0.29690
10.500000,-0.11617,-0.02605,0.24797
10.516667,-0.18483,-0.06349,-0.04839
10.533333,0.12075,0.12282,-0.05754
10.550000,0.12331,-0.04138,0.13778
10.566667,-0.20900,-0.10945,-0.05397
10.583333,-0.21289,0.02636,-0.28182
10.600000,0.05455,-0.00720,-0.10060
10.616667,0.20940,0.00954,0.10347
10.633333,0.14108,0.03460,0.15578
10.650000,-0.08910,0.03658,0.16354
10.666667,-0.03973,0.04604,-0.00820
10.683333,0.11997,0.00750,-0.16789
10.700000,-0.04956,-0.09520,-0.10429
10.716667,-0.06658,-0.15259,-0.07373
10.733333,-0.05159,0.04077,0.08921
10.750000,-0.16018,0.12093,0.20152
10.766667,0.02997,0.00914,-0.11125
10.783333,0.12994,0.03917,-0.09167
10.800000,0.10630,0.01589,0.16799
