time_hours,B_magnitude,He,Bz,E1,E2,MPS_LO
24.5917,108.315,-22.1367,105.858,6453.58,3749.35,329057
24.6083,108.34,-21.6951,105.863,6663.05,3793.75,393991
24.6250,108.713,-21.1069,106.263,6868.63,3793.75,453011
24.6417,109.576,-20.4399,107.179,7040.07,3805.98,527642
24.6583,110.472,-20.5205,108.141,7333.3,3833.09,551892
24.6750,110.576,-21.5455,108.261,7514.33,3791.01,507425
24.6917,110.141,-23.2418,107.721,7458.94,3735.03,399613
24.7083,110.126,-23.8143,107.631,7317.62,3708.49,423103
24.7250,109.714,-22.5629,107.327,7202.79,3733.65,477222
24.7417,108.875,-22.2137,106.467,7217.7,3736.38,446008
24.7583,108.506,-22.4291,106.043,7377.58,3727.81,479212
24.7750,108.382,-22.6443,105.908,7388.19,3721.14,446864
24.7917,108.308,-22.7431,105.856,7267.16,3703.89,430386
24.8083,108.118,-22.792,105.639,7180.23,3723.57,440220
24.8250,107.521,-22.9732,105.01,7279,3666.2,409408
24.8417,106.942,-22.9589,104.414,7210.71,3663.04,422647
24.8583,106.549,-22.7816,104.002,7118.5,3682.16,426772
24.8750,106.37,-22.6119,103.792,7203.21,3675.04,442945
24.8917,106.454,-22.4985,103.889,7288.93,3667.72,439459
24.9083,106.264,-22.5835,103.711,7271.21,3633.88,438153
24.9250,106.059,-22.8119,103.518,7019.54,3619.86,417898
24.9417,105.75,-22.939,103.196,6791.14,3603.04,431724
24.9583,105.286,-23.0651,102.698,6737.87,3561.7,448568
24.9750,104.974,-22.9954,102.366,6697.42,3563.48,449554
24.9917,104.785,-23.0659,102.17,6561.13,3563,453086
25.0083,104.714,-22.8962,102.066,6507.26,3557.56,423036
25.0250,104.62,-23.0386,101.953,6435.9,3561.31,463562
25.0417,104.393,-23.0402,101.749,6320.16,3512.62,430718
25.0583,104.187,-23.0233,101.537,6096.23,3482.8,410859
25.0750,104.113,-22.9833,101.468,6040.89,3458.08,430913
25.0917,103.985,-23.225,101.309,5923.97,3418.5,413076
25.1083,104.157,-23.3631,101.462,5797.4,3392.35,399595
25.1250,104.059,-23.2113,101.357,5717.83,3391.58,450418
25.1417,103.861,-23.1146,101.135,5666.15,3364.66,413131
25.1583,103.791,-23.0743,101.063,5582.35,3385.68,401514
25.1750,103.888,-23.0726,101.167,5495.21,3398.34,436167
25.1917,104.03,-23.2212,101.312,5442.76,3391.78,436201
25.2083,104.036,-23.2299,101.315,5409.01,3379.97,439074
25.2250,103.999,-23.2209,101.262,5307.36,3377.32,430770
25.2417,104.068,-23.3021,101.294,5293.77,3394.75,427912
25.2583,104.257,-23.2743,101.49,5224.45,3394.42,446184
25.2750,103.793,-23.4067,100.988,5166.1,3375.34,411814
25.2917,103.239,-23.3855,100.354,5065.14,3335.5,437737
25.3083,103.032,-23.5034,100.108,5044.97,3335.01,470901
25.3250,102.684,-23.5596,99.7138,4996.85,3343.5,509819
25.3417,102.847,-23.3379,99.9025,4959.12,3385.64,557547
25.3583,102.647,-23.0662,99.7307,4934.27,3390.99,539182
25.3750,102.448,-23.2813,99.4403,4880.96,3403.88,489639
25.3917,102.431,-23.0311,99.4487,4866.45,3397.78,501929
25.4083,102.164,-22.9368,99.2099,4831.08,3469.85,477813
25.4250,102.048,-23.1848,99.0084,4873.08,3481.71,452404
25.4417,102.105,-23.2425,99.0446,4812.06,3499.73,426470
25.4583,102.02,-22.9907,99.0272,4858.25,3492.47,392222
25.4750,101.685,-22.6619,98.726,4766.35,3493.45,453577
25.4917,101.199,-22.7996,98.1584,4718.22,3504.4,430264
25.5083,100.902,-23.1164,97.7482,4644.98,3452.52,384878
25.5250,100.369,-23.2416,97.1853,4644.71,3438.14,401370
25.5417,99.6168,-23.1362,96.4919,4597.9,3441.92,424468
25.5583,99.1467,-22.9392,96.0719,4587.43,3411.34,419224
25.5750,96.9298,-22.5315,93.9754,4563.75,3360.85,444491
25.5917,93.3428,-21.7327,90.5359,4457.99,3288.14,390851
25.6083,90.8282,-20.7964,88.1131,4412.12,3265.11,408903
25.6250,87.6762,-20.8229,85.1255,4322.23,3203.04,394404
25.6417,85.6656,-20.9141,83.1697,4311.82,3132.34,372590
25.6583,84.4708,-21.498,81.9314,4262.41,3098.25,362740
25.6750,83.243,-21.5739,80.6326,4256.33,3053.23,346445
25.6917,82.9408,-21.9102,80.2375,4242.67,3055.35,361993
25.7083,82.6653,-22.5264,79.8265,4270.2,3023.21,360907
25.7250,83.8532,-23.742,80.9103,4306.19,3029.27,361655
25.7417,83.9099,-23.7134,80.9771,4307.91,3030.16,363172
25.7583,83.6487,-23.9852,80.6623,4277.64,3030.37,361791
25.7750,83.8363,-24.4823,80.7425,4338.62,3026.82,368242
25.7917,84.4815,-25.1762,81.199,4350.32,3031.9,367836
25.8083,85.7205,-25.8253,82.297,4362.06,3045.64,416110
25.8250,87.6714,-26.9714,84.0723,4423.85,3124.55,391368
25.8417,88.9478,-27.1045,85.3768,4498.58,3211.86,372669
25.8583,89.4477,-27.3146,85.8186,4566.08,3225.13,355539
25.8750,90.4273,-26.9603,86.8246,4664.74,3266.28,358828
25.8917,90.1216,-27.2363,86.4025,4679.24,3285.85,318291
25.9083,89.9353,-27.6067,86.0705,4693.24,3324.14,328558
25.9250,90.0091,-28.1288,86.0003,4751.5,3392.64,355254
25.9417,90.874,-28.6974,86.6925,4815.54,3479.44,351774
25.9583,90.5036,-29.0424,86.2829,4905.84,3570.24,356475
25.9750,91.5017,-29.0076,87.1576,4923.05,3655.18,358422
25.9917,92.0868,-29.779,87.4501,4946.85,3771.4,329922
26.0083,93.2125,-29.4094,88.7005,5022.06,4010.82,293273
26.0250,91.9761,-29.0782,87.5365,5125.57,4342.97,326966
26.0417,92.1341,-28.1502,87.857,5205.79,4640.26,313693
26.0583,93.9252,-28.6207,89.5422,5343.34,4889.64,317349
26.0750,93.2911,-27.8387,89.2059,5484.69,5428.63,324157
26.0917,92.4002,-27.9182,88.1166,5712.85,6257.53,343342
26.1083,93.7046,-26.5251,89.8108,6027.47,7000.83,331633
26.1250,94.4682,-27.3913,90.4912,6302.35,7805.27,300935
26.1417,94.5068,-26.505,90.4381,6633.16,8778.5,302968
26.1583,94.3082,-26.0489,90.4428,7030.69,9897.89,254440
26.1750,94.9666,-26.144,90.9091,7331.71,10909.2,254676
26.1917,96.6198,-27.4746,92.4417,7676.74,11795,273982
26.2083,95.782,-27.3362,91.5846,8053.85,12665,280012
26.2250,95.6404,-27.3473,91.4534,8472.44,13427.7,240102
26.2417,94.3162,-27.3064,90.0421,9042.87,14388.7,310394
26.2583,92.0329,-25.6399,87.9674,9759.13,15522.5,243397
26.2750,90.5862,-24.9779,86.5602,10529.5,16149.5,228084
26.2917,92.2143,-24.7847,88.2054,11357.2,16721.8,248538
26.3083,90.571,-25.6626,86.3361,12240.6,17155,235860
26.3250,92.6656,-25.6782,88.4428,13111.7,18472.2,233709
26.3417,92.5659,-26.2486,88.2976,14471,19938.6,199410
26.3583,93.1572,-26.4423,88.8113,16019,21273.7,166736
26.3750,95.0584,-26.6852,90.6657,17319.6,22782.1,173360
26.3917,94.0318,-26.7856,89.5725,19179.5,24103.7,206378
26.4083,93.8193,-26.3718,89.3726,20990.5,24980.4,143966
26.4250,95.1535,-26.2495,90.7624,22161.4,24455.7,168010
26.4417,95.9678,-26.92,91.5087,24265.6,23875.6,144807
26.4583,95.7659,-27.3394,91.1875,26829.5,24330.7,149871
26.4750,94.6167,-25.8678,90.2504,29799.7,25967.8,163254
26.4917,94.9282,-26.3133,90.3059,33458.9,28110.4,218397
26.5083,95.8094,-26.803,90.9903,36979.5,28019.6,230882
26.5250,96.5773,-26.073,92.0204,39864.9,29012.5,248443
26.5417,98.1231,-25.8068,93.6324,42096.4,29627.5,233419
26.5583,96.4268,-25.838,91.762,44883.5,29301.7,193459
26.5750,96.5835,-24.1905,92.2829,48366.7,32256.2,171024
26.5917,95.9776,-24.3943,91.5923,52801.7,35537.4,186850
26.6083,98.5784,-24.849,94.1804,55753.3,36413.1,199113
26.6250,99.3816,-25.0606,94.9781,57708,34199.7,180142
26.6417,97.342,-24.9359,93.0312,60852.9,32666.6,159484
26.6583,98.694,-23.5392,94.6218,64442.4,34497.5,175729
26.6750,96.7542,-24.1909,92.4844,68630,35953.9,218255
26.6917,99.0626,-23.825,94.8991,71011.6,37024.6,231259
26.7083,98.9422,-24.721,94.4458,72689.3,35108.7,196311
26.7250,101.225,-24.2333,96.9266,73808.8,33796.3,186625
26.7417,101.553,-23.8379,97.2018,76989.1,33266.5,170878
26.7583,101.771,-23.9807,97.4936,79544.7,32572.6,190360
26.7750,101.77,-24.822,97.2405,81297.4,31834.1,195147
26.7917,101.632,-24.3034,97.3126,84241.8,31805.6,294461
26.8083,100.934,-24.1879,96.5278,87816.9,31222,276791
26.8250,98.7488,-23.6268,94.5511,90050,28282.4,249873
26.8417,98.2067,-23.5919,93.8793,90798.3,25546.5,276605
26.8583,98.0444,-23.4609,93.7841,92404.5,23411.1,208586
26.8750,98.807,-23.3975,94.5563,93977.5,23533.3,186143
26.8917,97.7028,-23.3789,93.4118,96589,23323.3,244439
26.9083,100.505,-23.6661,96.2116,98833,22253.9,372661
26.9250,98.3772,-23.9758,93.936,101335,19616.7,371032
26.9417,100.904,-24.0556,96.4745,101534,19070.2,376086
26.9583,100.996,-24.873,96.3688,102828,19201.5,428075
26.9750,101.768,-24.1389,97.138,107002,19946,412051
26.9917,100.988,-23.1166,96.6879,112208,19543.8,339395
27.0083,98.4905,-22.9036,94.1002,113846,17512.8,284420
27.0250,98.7263,-23.3318,94.2567,113771,16029.7,299546
27.0417,99.0792,-23.23,94.6202,114103,16046.3,196638
27.0583,97.9755,-24.0354,93.3277,113942,15793.4,106770
27.0750,99.7563,-24.1999,95.1456,114917,15779.8,102517
27.0917,100.659,-24.4754,95.7908,116086,15102.6,126148
27.1083,99.0482,-24.0283,94.3952,115211,13879.8,167819
27.1250,101.646,-23.8719,96.8862,115392,14720,145139
27.1417,101.804,-22.4445,97.3959,118235,16683.8,215315
27.1583,101.782,-21.5661,97.4477,120328,18652.4,287479
27.1750,102.311,-22.3235,97.7892,120371,19367.3,178897
27.1917,103.214,-22.7139,98.5246,121476,20503.3,147293
27.2083,104.162,-23.3999,99.2512,120321,21420.2,288808
27.2250,106.211,-23.1068,101.49,118804,21905.6,287447
27.2417,107.331,-24.5522,102.297,117758,21583.5,238178
27.2583,106.89,-23.7854,101.885,117855,22000.6,302206
27.2750,106.147,-23.6701,101.389,117106,22472.2,262582
27.2917,105.635,-23.9758,100.584,116672,24217.9,264357
27.3083,106.155,-23.4836,101.172,117686,26456.3,359190
27.3250,108.719,-23.8939,103.813,118121,29377.4,365821
27.3417,108.916,-23.1144,104.218,116097,30525.6,186876
27.3583,108.349,-22.7167,103.648,114087,29518.4,114299
27.3750,106.616,-22.2154,102.091,110115,26018.6,109084
27.3917,106.344,-21.4821,102.027,105071,21106,237905
27.4083,106.505,-21.2383,102.24,101275,17584.1,258228
27.4250,106.691,-21.6252,102.259,97506.2,16264.4,366759
27.4417,107.089,-20.9187,102.8,96653.6,17222.8,384661
27.4583,108.303,-21.4451,104.01,97600.9,19015.8,349330
27.4750,105.868,-22.1479,101.518,97709.7,20013.6,569660
27.4917,103.215,-23.0218,98.4834,100491,21358.1,359433
27.5083,103.348,-25.3096,97.9849,103459,22235.8,660271
27.5250,102.323,-24.5976,97.1438,105111,21702.5,533828
27.5417,101.393,-25.5181,96.0851,104251,19455.2,490591
27.5583,100.3,-24.1977,95.3559,102705,17118.8,396602
27.5750,100.032,-25.255,94.827,96613.7,14050.8,246924
27.5917,99.5891,-25.3837,94.3199,90523.9,12191.2,161751
27.6083,98.7417,-25.9813,93.2475,85434.7,12653.1,178268
27.6250,98.5219,-26.512,92.8763,82447.5,13768.3,155137
27.6417,96.7177,-26.2358,91.1042,81181,14352.7,278916
27.6583,96.6058,-26.1688,91.0154,82464.9,15191.4,660500
27.6750,96.284,-26.743,90.501,84677.1,15141.7,698231
27.6917,95.5066,-26.9107,89.6414,86750.2,14344.3,813542
27.7083,94.1736,-26.9197,88.2113,85577.7,13598.1,1.24363e+06
27.7250,92.8923,-26.8277,86.9442,80426.5,12706.4,1.62638e+06
27.7417,92.9448,-27.3268,86.863,73542.5,12463.3,1.51464e+06
27.7583,93.0646,-27.7006,86.886,66511.2,13201.7,1.29328e+06
27.7750,92.526,-27.6213,86.34,62664.1,13395,971104
27.7917,91.7823,-27.5058,85.5969,62612.7,12516.8,722319
27.8083,91.3411,-27.5694,85.0983,64707.2,11311,632367
27.8250,90.5875,-27.5268,84.3401,64604.3,10568.7,570441
27.8417,90.2168,-27.7406,83.9219,62111.9,10081.6,1.23241e+06
27.8583,90.3576,-28.0485,83.9859,57901.6,9612.19,1.82389e+06
27.8750,90.0695,-28.2722,83.6095,51391.2,9162.81,2.02553e+06
27.8917,89.9663,-28.6192,83.3866,48979.8,8886.73,2.21707e+06
27.9083,89.4243,-28.444,82.8914,49346,8688.5,2.33027e+06
27.9250,89.8039,-28.4215,83.2987,45543.7,8291.24,2.20758e+06
27.9417,90.3222,-28.4047,83.8069,46347.2,8122.89,2.11657e+06
27.9583,89.6231,-28.2267,83.1368,46944,7844.4,2.03455e+06
27.9750,88.0793,-27.9357,81.6957,42567,7635.48,1.90286e+06
27.9917,87.0686,-27.9449,80.7236,38632.3,7349.16,1.89176e+06
28.0083,86.2477,-27.8778,79.9242,34815.4,7225.91,2.17014e+06
28.0250,85.2288,-27.7425,78.9008,31750.9,7122.93,2.25273e+06
28.0417,83.9951,-27.812,77.5975,28789.8,6963.82,2.15143e+06
28.0583,83.4023,-27.8786,76.9174,26286,6662.83,2.08768e+06
28.0750,82.1575,-27.8887,75.6018,23695,6286.62,2.12989e+06
28.0917,81.0893,-27.9593,74.4452,21782.7,6113.08,2.02619e+06
28.1083,78.9,-27.832,72.1843,20399.8,6050.45,1.94975e+06
28.1250,77.7705,-28.2552,70.8366,18457,5953.37,1.75216e+06
28.1417,77.6004,-28.5943,70.5008,16867.2,6090.81,1.5213e+06
28.1583,76.3343,-28.5206,69.1383,16067.7,6247.3,1.20705e+06
28.1750,74.5888,-28.2516,67.3774,15904.1,6343.26,1.08681e+06
28.1917,74.298,-28.0746,67.1083,15582.9,6230.7,989903
28.2083,74.8947,-28.6001,67.515,14930,6094.97,1.14034e+06
28.2250,75.382,-29.0194,67.8167,14334.5,6104.01,1.28314e+06
28.2417,76.1265,-29.8429,68.1991,14028.7,6270.93,1.63815e+06
28.2583,76.7959,-30.524,68.5547,13930.4,6414.15,2.14705e+06
28.2750,75.9576,-30.597,67.5968,13780.9,6290.45,2.07925e+06
28.2917,76.1873,-31.0073,67.6057,13453.2,6158.34,1.88395e+06
28.3083,75.8723,-30.9146,67.2603,13436.6,6106.67,1.96426e+06
28.3250,75.6293,-30.8647,66.9574,13607.8,6149.17,2.12213e+06
28.3417,75.9546,-31.1559,67.1363,13740.6,6220.79,2.12715e+06
28.3583,76.2324,-31.7018,67.1746,13805.4,6172.43,1.99e+06
28.3750,76.0233,-31.8233,66.8255,13994.4,6214.11,1.99308e+06
28.3917,76.1872,-31.858,66.9329,14228.7,6337.17,2.02743e+06
28.4083,75.6634,-31.7203,66.3941,14372.5,6394.26,2.03835e+06
28.4250,75.3762,-31.9565,65.9455,14498.3,6490.76,1.9302e+06
28.4417,75.1932,-32.3047,65.5525,14627.8,6586.34,1.84516e+06
28.4583,75.1366,-32.4586,65.3904,14820.2,6639.06,1.73267e+06
28.4750,75.2726,-32.583,65.3837,15164.6,6893.84,1.66634e+06
28.4917,75.61,-32.9878,65.4852,15469.9,7110.74,1.59803e+06
28.5083,75.8293,-32.9888,65.6609,15772.2,7361.6,1.38157e+06
28.5250,76.204,-33.1644,65.9404,16203.2,7579.89,1.29588e+06
28.5417,76.5807,-33.5991,66.0739,16528.6,7598,1.27903e+06
28.5583,76.4648,-33.727,65.7897,16855.4,7653.58,1.26947e+06
28.5750,76.0741,-33.5594,65.4265,17275,7676.56,1.29544e+06
28.5917,75.977,-33.6625,65.2458,17524.2,7639.16,1.42975e+06
28.6083,75.8887,-33.6639,65.1154,17621.5,7550.35,1.47617e+06
28.6250,75.4735,-33.3667,64.8174,17931.9,7632.82,1.48365e+06
28.6417,75.6937,-33.8935,64.7056,18267.4,7659.1,1.48035e+06
28.6583,75.862,-34.1642,64.6803,18671.9,7749.17,1.46324e+06
28.6750,75.9558,-34.489,64.5701,19230.8,7929.3,1.4218e+06
28.6917,75.6855,-34.7275,64.1189,19697.7,7912.31,1.41481e+06
28.7083,75.5721,-34.7959,63.9382,20162.3,7987.24,1.38332e+06
28.7250,75.3622,-34.8311,63.5875,20558.9,8044.43,1.38371e+06
28.7417,75.4331,-34.9421,63.5907,21149.1,8159.01,1.27479e+06
28.7583,75.0229,-34.7239,63.1945,21770.1,8184.97,1.33102e+06
28.7750,74.4236,-34.506,62.6603,22230.3,8297.92,1.30611e+06
28.7917,73.6652,-34.2981,61.9,22712.8,8208.36,1.30747e+06
28.8083,72.8848,-33.9008,61.2635,23372.4,8181.01,1.26494e+06
28.8250,72.0972,-33.8232,60.4586,23838,8117.57,1.24047e+06
28.8417,71.9038,-33.9778,60.1867,24238.7,7984.71,1.20929e+06
28.8583,71.7092,-33.9891,59.906,24722.8,7984.37,1.21245e+06
28.8750,71.7484,-34.188,59.7779,25012,7837.02,1.20906e+06
28.8917,70.9548,-34.3725,58.8169,25166.5,7903.09,1.18347e+06
28.9083,70.8184,-34.5284,58.4732,25665.3,7921.16,1.1966e+06
28.9250,69.7583,-34.3511,57.4302,26029.8,7654.52,1.23102e+06
28.9417,68.8829,-34.1269,56.5304,26573.8,7499.05,1.21356e+06
28.9583,67.9342,-34.0902,55.5163,26820.7,7259.18,1.26637e+06
28.9750,66.4652,-33.8787,54.0366,26977.7,7057.1,1.26069e+06
28.9917,66.3,-34.3975,53.4792,27265.6,6932.2,1.16254e+06
29.0083,66.786,-35.5193,53.3794,27807.6,6793.78,1.13668e+06
29.0250,67.9863,-36.1854,54.0773,28382.7,6997.95,1.18863e+06
29.0417,67.1534,-36.0613,53.0975,28946.5,6842.51,1.15004e+06
29.0583,67.7183,-35.5457,53.879,29138.5,6718.81,1.19833e+06
29.0750,68.2568,-35.912,54.2586,29731.4,6823.21,1.24462e+06
29.0917,69.1946,-37.0279,54.6079,29750.4,6665.78,1.15681e+06
29.1083,69.094,-36.6662,54.7346,29936.9,6620.63,1.19572e+06
29.1250,69.7924,-37.5198,54.8365,30042.6,6346.1,1.18365e+06
29.1417,69.7997,-37.7696,54.7322,29872.2,6311.13,1.17137e+06
29.1583,70.2157,-38.5485,54.5268,30171.7,6115,1.12422e+06
29.1750,70.2017,-38.5031,54.6344,30311.5,5976.14,1.17658e+06
29.1917,70.5993,-38.714,54.8171,30489.5,5863.37,1.13505e+06
29.2083,71.0492,-39.0618,55.0728,30903.7,5747.3,1.18753e+06
29.2250,71.7837,-39.6947,55.4525,31067.9,5719.48,1.17879e+06
29.2417,72.2756,-40.2251,55.6135,31306.7,5545.58,1.13995e+06
29.2583,72.8066,-40.5944,55.9193,31358.9,5470.95,1.20143e+06
29.2750,72.7818,-40.5075,55.916,31572.9,5335.68,1.23108e+06
29.2917,72.875,-40.5455,55.9872,31517.6,5229.87,1.22303e+06
29.3083,72.5774,-40.339,55.7238,31361,5084.25,1.22023e+06
29.3250,72.161,-39.9821,55.4545,31220.6,5027.98,1.20383e+06
29.3417,71.6082,-39.7029,54.9658,31145.1,4883.47,1.18215e+06
29.3583,71.3906,-39.625,54.7767,30816.4,4749.63,1.1571e+06
29.3750,70.9505,-39.3654,54.4396,30579,4657.93,1.1911e+06
29.3917,70.6327,-39.3148,54.071,30114.8,4551.57,1.12778e+06
29.4083,70.342,-39.0343,53.9452,29670.4,4462.82,1.11224e+06
29.4250,70.3784,-39.3295,53.7312,29317.9,4394.78,1.13949e+06
29.4417,70.4222,-39.7746,53.4363,29013,4324.01,1.0838e+06
29.4583,69.9201,-39.8073,52.867,28548.6,4269.54,1.09245e+06
29.4750,69.4272,-39.6349,52.4589,28163.6,4180.82,1.08397e+06
29.4917,68.0981,-38.9932,51.3318,27391.6,4067.84,1.05069e+06
29.5083,67.5411,-38.8526,50.7209,26976.2,4039.41,1.00969e+06
29.5250,67.2643,-38.6808,50.4703,26530.9,3984.37,1.03264e+06
29.5417,66.7607,-38.6315,49.9125,26098.9,3908.06,1.02732e+06
29.5583,66.6632,-38.745,49.7109,25559.4,3950.85,999143
29.5750,66.4871,-38.8367,49.4488,25360,3939.64,984646
29.5917,65.7967,-38.6044,48.8009,24860.4,3915.18,933516
29.6083,65.524,-38.4662,48.5386,24612.9,3926.04,899923
29.6250,64.967,-38.374,47.9593,23959.9,3904.23,867563
29.6417,63.3744,-38.085,46.3915,23187.5,3819.14,834062
29.6583,62.7132,-38.2903,45.5238,22798.9,3817.73,845047
29.6750,63.5509,-38.3534,46.2513,22821.7,3877.71,844344
29.6917,65.552,-38.7537,48.1617,23118.6,4083.16,868720
29.7083,66.1041,-39.6107,48.1711,23078.8,4146.81,825688
29.7250,64.5525,-39.5734,46.3309,22526.6,4080.65,835733
29.7417,64.2889,-40.1846,45.6009,22033.2,4065.01,840378
29.7583,62.8565,-39.5372,44.4847,21468.5,4010.92,838126
29.7750,61.6745,-39.3927,43.2288,20809.1,3942.35,835096
29.7917,63.7709,-40.7833,44.5515,21080.8,4046.25,855809
29.8083,64.9435,-40.1448,46.3083,21750,4206.87,834380
29.8250,65.6506,-40.1854,47.0576,22175.8,4343.11,891951
29.8417,66.4284,-40.3724,47.9181,22127.9,4478.65,881198
29.8583,65.191,-39.0736,47.5214,21613.9,4429.91,918054
29.8750,62.949,-38.0651,45.6674,20455.9,4222.54,1.01548e+06
29.8917,63.6977,-39.062,45.7871,19862.7,4202.72,962428
29.9083,59.8491,-37.2475,42.773,18560,4072.22,1.16565e+06
29.9250,56.8066,-35.8784,40.0975,17340.8,3831.18,1.38998e+06
29.9417,59.8943,-38.0292,42.0976,17684.5,3723.16,1.22828e+06
29.9583,61.6672,-39.8724,42.6189,17884.5,3614.47,1.0985e+06
29.9750,63.2529,-38.9927,45.2816,18908,3881.36,975530
29.9917,63.5975,-37.4068,46.6908,18864,4117.61,1.07987e+06
30.0083,65.2966,-37.5737,48.171,18954.4,4232.73,984886
30.0250,68.0689,-38.2722,50.9719,19698.6,4363.26,1.02837e+06
30.0417,70.5222,-38.652,53.4313,20462.5,4395.14,1.4043e+06
30.0583,70.885,-38.9108,53.6569,20968.8,4318.11,1.28961e+06
30.0750,71.5772,-39.4192,54.0573,21783.9,4498.76,997921
30.0917,71.3751,-39.2411,53.8105,21821,4414.88,1.07652e+06
30.1083,71.9609,-39.2016,54.4903,21612.4,4503.6,1.22662e+06
30.1250,72.0673,-39.0495,54.8689,21919.9,4580.79,2.44574e+06
30.1417,71.4512,-39.033,54.2031,21749.4,4523.91,2.30616e+06
30.1583,70.012,-38.7587,52.5582,21425.6,4315.21,1.88061e+06
30.1750,69.2461,-38.7497,51.6553,20858,4226.17,1.3758e+06
30.1917,67.9728,-38.1923,50.7877,20594.4,4058.29,2.39845e+06
30.2083,63.252,-35.5932,47.1227,19401.7,3744.28,3.05614e+06
30.2250,66.0945,-39.5043,47.5027,19659.5,3794.56,3.25298e+06
30.2417,63.2226,-38.7793,44.554,18639.2,3624.87,3.13814e+06
30.2583,61.1454,-38.3379,42.377,17800.3,3469.97,3.3594e+06
30.2750,59.4317,-38.3965,40.3519,16934.7,3286.04,3.21939e+06
30.2917,60.5787,-39.2853,40.6775,16901.4,3275.38,3.03459e+06
30.3083,63.0194,-40.0593,42.9024,17789.4,3413.88,3.19839e+06
30.3250,63.6959,-40.8881,42.9958,17679.6,3340.87,3.35435e+06
30.3417,63.4297,-40.8508,42.5196,17611.3,3342.54,3.25927e+06
30.3583,64.3048,-41.6106,42.908,17719.6,3361.77,3.30911e+06
30.3750,62.7408,-41.512,41.2571,17088.3,3265.34,3.1256e+06
30.3917,62.9347,-41.9537,41.0175,16788.7,3209.59,3.18153e+06
30.4083,63.8711,-42.7419,41.3746,16967.1,3219.48,3.03484e+06
30.4250,64.3583,-42.5084,42.0017,17129.8,3221.54,3.18e+06
30.4417,65.1686,-43.2831,42.3486,17221.4,3261.25,2.97506e+06
30.4583,64.4527,-43.3129,41.3886,16768.3,3203.65,2.80625e+06
30.4750,63.6201,-42.787,40.8684,16362.2,3176.68,2.85058e+06
30.4917,64.3478,-43.3823,41.2749,16510,3164.61,3.24342e+06
30.5083,64.8727,-43.5532,41.6714,16603.5,3188.32,3.0183e+06
30.5250,62.7341,-41.7458,40.6431,16031.1,3083.08,3.1704e+06
30.5417,62.2552,-41.6828,40.2808,15760,3079.06,3.06338e+06
30.5583,61.579,-40.9579,40.0522,15504.8,3075.24,2.78591e+06
30.5750,62.0032,-41.5578,39.865,15549.2,3100.75,2.5837e+06
30.5917,61.5454,-41.0286,39.8568,15382.9,3078.87,2.38696e+06
30.6083,61.3323,-41.2196,39.4093,15254.9,3064.38,2.3086e+06
30.6250,59.0472,-40.5445,37.2223,14541.2,2974.01,2.67287e+06
30.6417,57.9317,-40.068,36.2252,14036.5,2920.88,2.68799e+06
30.6583,59.2597,-40.7955,37.0487,14321.2,3002.91,2.86221e+06
30.6750,58.4234,-40.5987,36.156,14201.6,2958.74,2.61708e+06
30.6917,57.6505,-40.5047,35.31,13761.3,2918.74,2.97019e+06
30.7083,58.9289,-41.1324,36.3269,14041.4,2986.33,2.95522e+06
30.7250,60.2716,-41.6428,37.4667,14425.1,3030.09,3.00607e+06
30.7417,61.1261,-42.0863,38.0961,14674.7,3077.81,2.78843e+06
30.7583,61.7631,-41.8473,39.1251,14907.6,3111.32,2.85882e+06
30.7750,61.5352,-41.0712,39.5404,14946.1,3168.07,2.99983e+06
30.7917,63.1529,-42.0884,40.5201,15175.1,3219.28,3.1178e+06
30.8083,63.1815,-41.8177,40.716,15207.9,3236.24,3.14167e+06
30.8250,61.8768,-40.8243,40.0462,15020.3,3227.11,3.04967e+06
30.8417,61.7336,-41.2724,39.4787,14664.6,3202.68,3.06433e+06
30.8583,61.9801,-41.4745,39.6738,14832,3248.16,3.09057e+06
30.8750,62.053,-42.0452,39.0248,14694.9,3209.12,3.13065e+06
30.8917,63.6511,-43.0125,40.1208,14829.1,3297.9,3.07787e+06
30.9083,64.4966,-43.6785,40.4325,15065,3370.84,3.07413e+06
30.9250,62.6574,-42.1163,39.6485,14816.7,3287.73,3.11629e+06
30.9417,63.0762,-42.2114,40.1773,14693.7,3265.55,3.22197e+06
30.9583,64.1258,-42.5017,41.0725,14849.4,3286.05,3.35262e+06
30.9750,62.9614,-41.7532,40.3077,14327.7,3172.54,3.7414e+06
30.9917,63.5209,-41.3423,41.3477,14796.4,3264.29,4.78438e+06
31.0083,63.5187,-40.7446,41.8022,14964.2,3279.88,6.6435e+06
31.0250,65.0041,-40.3487,44.0105,15081.3,3323.17,7.43673e+06
31.0417,64.7982,-39.753,44.197,14936.7,3361.63,7.60379e+06
31.0583,64.3811,-39.9052,43.3514,15369.6,3264.43,7.68578e+06
31.0750,63.7196,-40.4785,42.1928,14076.5,3253.58,7.254e+06
31.0917,61.0984,-40.5829,39.057,12568.7,3071.53,5.69619e+06
31.1083,63.0082,-40.8801,41.1773,12667.4,3180.51,5.55113e+06
31.1250,68.0258,-42.9314,45.6403,13717,3382.34,6.59603e+06
31.1417,65.8788,-41.9261,43.7683,13987.2,3296.88,3.80177e+06
31.1583,62.3278,-39.2002,41.7384,13304.8,3207.22,3.92514e+06
31.1750,59.9857,-36.695,40.5831,19721,3182.04,3.60992e+06
