time (hours),Bz,B magnitude,Solar Wind Speed (km/s),proton density
58.533333,10.052938,13.326063,713.481894,8.919194
58.550000,11.262312,15.161062,724.342812,8.785906
58.566667,8.803750,13.548625,710.555616,9.769969
58.583333,-3.257437,11.429125,705.024401,10.754031
58.600000,-4.500375,9.742313,722.303427,11.738094
58.616667,-3.683187,10.968063,734.412191,11.935050
58.633333,-2.777375,9.512875,726.991880,10.267909
58.650000,-3.456313,9.881938,734.586264,12.484700
58.666667,-3.855062,9.850625,732.667198,13.158866
58.683333,-4.223687,10.287000,722.759676,12.157438
58.700000,-6.137875,15.543688,714.110315,10.742294
58.716667,-7.912313,15.785250,708.459552,9.953153
58.733333,-8.628125,19.273187,704.198602,9.902060
58.750000,-15.815312,24.504000,708.828753,9.881835
58.766667,-16.029812,24.986187,724.679066,9.898362
58.783333,-14.217750,24.934124,728.467501,9.883325
58.800000,-11.856125,25.100062,724.558151,9.913481
58.816667,-16.572062,27.181125,721.403444,9.981684
58.833333,-15.332875,25.388250,715.811853,9.421735
58.850000,-11.654437,22.350562,723.968115,9.302766
58.866667,-10.545813,17.104750,704.991249,10.491515
58.883333,-8.868250,19.941125,710.830025,11.692369
58.900000,-6.421375,19.803563,713.819069,10.804400
58.916667,6.935562,18.705250,705.553143,10.500989
58.933333,0.615812,18.085625,729.154688,10.502409
58.950000,-9.579438,21.084500,744.576565,10.503829
58.966667,0.034812,25.838125,759.761889,10.505249
58.983333,0.337250,19.113312,773.500950,10.506669
59.000000,10.434062,15.322000,768.816570,10.508089
59.016667,11.589188,20.835500,747.916557,10.509509
59.033333,15.889000,26.751563,720.105606,10.510929
59.050000,17.997375,28.698249,707.049372,10.512349
59.066667,25.906938,28.246374,707.872812,10.513770
59.083333,18.979562,24.686625,744.886238,10.515190
59.100000,-10.096688,25.576624,766.933764,10.516610
59.116667,-10.200188,26.249562,768.246229,10.518030
59.133333,-9.545812,25.113688,762.508099,10.519450
59.150000,-11.528687,26.023374,777.316856,10.520870
59.166667,-12.882750,26.037562,756.552811,10.522290
59.183333,-14.700125,25.791000,746.597797,10.523710
59.200000,-13.695750,25.584688,747.540911,10.525130
59.216667,-15.169813,25.981249,758.320934,10.526550
59.233333,-16.326437,25.838687,772.359388,10.527971
59.250000,-19.276937,25.555813,781.889055,10.529391
59.266667,-17.855812,25.554125,786.970920,10.530811
59.283333,-18.142250,24.323875,791.011571,10.532231
59.300000,-15.451625,22.708750,794.593775,10.533651
59.316667,-15.766000,24.023312,794.236269,10.535071
59.333333,-15.974813,23.892937,788.015947,10.536491
59.350000,-16.474500,24.199500,796.724346,10.537911
59.366667,-13.227937,24.669250,780.114038,10.539331
59.383333,-13.353312,24.079376,788.035925,10.540752
59.400000,-15.304062,22.512562,797.072481,10.542172
59.416667,-18.078687,23.359875,801.624987,10.543592
59.433333,-18.003125,23.781813,810.284388,10.545012
59.450000,-16.417438,21.916000,811.312525,10.546432
59.466667,-18.016125,23.433624,815.033434,10.547852
59.483333,-18.210188,24.012375,813.364662,10.549272
59.500000,-17.952750,24.503750,807.389055,10.550692
59.516667,-15.883500,23.895938,798.398434,10.552112
59.533333,-14.333687,26.187001,789.541235,10.553532
59.550000,-15.783063,26.317312,786.014992,10.554953
59.566667,-17.255187,26.147938,787.492481,10.556373
59.583333,-18.434749,25.906937,795.746855,10.557793
59.600000,-18.753937,25.426750,801.712507,10.559213
59.616667,-21.528500,25.004626,803.395292,10.560633
59.633333,-16.058188,24.944625,793.101536,10.562053
59.650000,-12.907938,24.441438,798.848415,10.563473
59.666667,-13.633500,25.443813,804.722183,10.564893
59.683333,-18.176500,25.616500,796.509691,10.566313
59.700000,-18.400688,25.729124,792.770620,10.567734
59.716667,-18.720751,25.799438,786.573751,10.569154
59.733333,-20.664438,25.907000,784.813112,10.570574
59.750000,-18.838875,25.638688,780.414679,10.571994
59.766667,-14.004438,25.682499,785.834986,10.573414
59.783333,-8.434938,25.777812,799.466244,10.574834
59.800000,-17.008312,25.421188,807.284695,10.576254
59.816667,-17.573750,24.071813,807.110773,10.577674
59.833333,-19.181875,24.926750,802.831083,10.579094
59.850000,-17.979375,24.254313,800.602175,10.580514
59.866667,-20.271751,24.369438,803.770929,10.581935
59.883333,-19.611063,24.148687,800.441900,10.583355
59.900000,-18.866126,24.250563,798.871572,10.584775
59.916667,-19.060187,24.487875,794.718454,10.586195
59.933333,-19.170000,24.344625,791.380928,10.587615
59.950000,-19.943188,24.666562,802.255013,10.589035
59.966667,-20.362000,25.064501,802.337839,10.590455
59.983333,-20.984812,25.285937,798.229403,10.591875
60.000000,-20.677250,25.521562,804.610004,10.593295
60.016667,-20.452749,25.777813,811.601233,10.594715
60.033333,-20.823813,25.793000,810.747166,10.596136
60.050000,-21.221562,25.722750,807.217493,10.597556
60.066667,-21.690562,26.148750,805.903431,10.598976
60.083333,-21.482374,26.279124,806.079359,10.600396
60.100000,-21.525750,26.413125,809.400011,10.601816
60.116667,-21.814813,26.316124,814.232206,10.603236
60.133333,-21.655874,26.342876,808.386869,10.604656
60.150000,-21.090188,25.857312,807.380951,10.606076
60.166667,-21.206499,25.704937,802.933416,10.607496
60.183333,-21.468562,26.146249,799.736567,10.608917
60.200000,-22.355813,26.364812,797.192190,10.610337
60.216667,-22.018375,26.329375,800.053442,10.611757
60.233333,-21.915188,26.592250,799.544056,10.613177
60.250000,-21.492813,26.582687,800.584049,10.614597
60.266667,-21.762000,26.302688,803.262505,10.616017
60.283333,-22.484812,26.601563,806.575010,10.617437
60.300000,-22.263937,26.612000,807.820303,10.618857
60.316667,-22.264875,26.748625,806.507809,10.620277
60.333333,-22.010937,26.867187,805.818447,10.621697
60.350000,-21.745062,27.289500,808.624063,10.623118
60.366667,-21.663125,27.114750,811.969077,10.624538
60.383333,-21.467875,26.728437,810.365960,10.625958
60.400000,-21.554375,28.174876,809.445650,10.627378
60.416667,-23.903625,27.927312,811.645937,10.628798
60.433333,-24.045687,27.884063,811.513409,10.630218
60.450000,-24.367563,28.059374,820.316547,10.631638
60.466667,-24.771813,28.034312,801.016865,10.633058
60.483333,-24.125937,27.797063,803.976582,10.634478
60.500000,-24.667501,27.944124,799.775026,10.635899
60.516667,-23.958063,27.885500,791.555025,10.637319
60.533333,-23.715563,27.994750,791.616869,10.638739
60.550000,-23.455187,27.805312,793.651558,10.640159
60.566667,-23.253750,27.683250,800.306877,10.641579
60.583333,-23.055313,27.687437,800.630316,10.642999
60.600000,-22.906875,27.647000,795.080938,10.644419
60.616667,-23.613876,27.705063,796.990301,10.645839
60.633333,-23.532563,28.024062,800.142176,10.647259
60.650000,-23.094500,27.434063,802.357794,10.648679
60.666667,-23.551874,27.663563,806.679665,10.650100
60.683333,-22.065563,26.816313,806.959049,10.651520
60.700000,-22.173375,26.847000,805.416876,10.652940
60.716667,-23.437062,27.218312,802.923151,10.654360
60.733333,-23.369251,27.079562,803.275009,10.655780
60.750000,-24.072437,26.912438,800.856272,10.657200
60.766667,-23.111938,27.025937,797.524982,10.658620
60.783333,-23.201125,26.919125,798.294035,10.660040
60.800000,-23.442188,27.087124,797.105286,10.661460
60.816667,-22.777375,26.934688,795.168421,10.662880
60.833333,-22.514500,26.792812,796.418430,10.664301
60.850000,-23.194062,26.939625,795.105936,10.665721
60.866667,-23.245313,26.992313,792.786882,10.667141
60.883333,-23.999563,27.281125,794.328142,10.668561
60.900000,-24.390688,27.106875,791.875633,10.669981
60.916667,-23.785750,27.213625,786.285135,10.671401
60.933333,-24.130750,27.280999,787.892973,10.672821
60.950000,-24.020437,26.929938,789.427214,10.674241
60.966667,-24.614000,27.434812,790.410645,10.675661
60.983333,-24.344875,27.257688,794.629395,10.677082
61.000000,-24.749000,27.277187,783.722830,10.678502
61.016667,-23.282438,26.732187,787.304996,10.679922
61.033333,-23.314250,26.514250,786.109709,10.681342
61.050000,-23.678312,27.308312,788.376251,10.682762
61.066667,-22.850187,26.844875,790.599054,10.684182
61.083333,-24.143562,26.890750,791.649042,10.685602
61.100000,-23.933563,26.871750,792.448109,10.687022
61.116667,-24.219126,26.951687,788.988760,10.688442
61.133333,-23.050313,25.831000,787.580021,10.689862
61.150000,-23.267500,25.559312,792.503445,10.691283
61.166667,-23.023563,25.417626,789.526865,10.692703
61.183333,-23.296250,25.263625,782.601851,10.694123
61.200000,-22.980187,25.238813,793.650311,10.695543
61.216667,-20.498562,24.680625,787.479713,10.696963
61.233333,-20.951375,24.745500,781.760641,10.698383
61.250000,-22.392937,25.077938,787.179361,10.699803
61.266667,-22.124501,24.679938,788.900621,10.701223
61.283333,-22.166624,25.600813,786.629993,10.702643
61.300000,-20.983876,25.206437,789.969084,10.704064
61.316667,-20.283313,24.564687,788.988760,10.705484
61.333333,-20.204312,24.514312,786.326235,10.706904
61.350000,-20.098375,24.717750,782.357489,10.708324
61.366667,-20.557688,25.124125,781.162660,10.709744
61.383333,-19.915500,24.884062,782.667357,10.711164
61.400000,-20.371375,25.044250,780.103443,10.712584
61.416667,-20.534438,25.550750,774.996563,10.714004
61.433333,-21.734062,25.510750,775.440960,10.715424
61.450000,-21.422000,25.016500,777.543446,10.716844
61.466667,-22.050874,25.384063,778.295017,10.718265
61.483333,-21.728874,25.381813,773.945004,10.719685
61.500000,-21.709687,25.412876,769.636240,10.721105
61.516667,-21.293312,25.398125,766.523733,10.722525
61.533333,-20.899188,25.282625,762.224041,10.723945
61.550000,-20.913563,25.358563,758.684984,10.725365
61.566667,-21.240751,24.990438,763.961540,10.726785
61.583333,-20.838563,24.436938,761.395306,10.728205
61.600000,-21.107438,24.534062,761.692514,10.729625
61.616667,-20.286063,23.990875,757.870945,10.731045
61.633333,-19.940251,23.849875,755.447176,10.732466
61.650000,-20.741375,24.249438,762.042492,10.733886
61.666667,-20.220001,24.131563,768.138433,10.735306
61.683333,-20.647125,24.296751,765.460604,10.736726
61.700000,-20.832188,24.350749,760.983097,10.738146
61.716667,-21.305938,24.757187,760.370913,10.739566
61.733333,-20.308938,24.634812,764.911537,10.740986
61.750000,-19.723938,24.318688,765.129982,10.742406
61.766667,-18.969312,24.638000,766.903099,10.743826
61.783333,-22.576437,24.511063,759.196877,10.745247
61.800000,-18.630874,24.318376,760.679987,10.746667
61.816667,-20.896375,24.597876,764.547169,10.748087
61.833333,-21.112437,24.402625,761.339371,10.749507
61.850000,-21.584562,24.321312,758.970604,10.750927
61.866667,-21.169813,23.899000,759.270617,10.752347
61.883333,-20.165813,23.839063,753.978130,10.753767
61.900000,-20.242626,24.370937,752.960009,10.755187
61.916667,-19.974187,24.285624,756.972507,10.756607
61.933333,-19.032125,24.334563,761.437181,10.758027
61.950000,-16.288437,24.325626,765.295929,10.759448
61.966667,-19.440938,23.996938,764.250643,10.760868
61.983333,-18.736687,23.722874,762.227510,10.762288
62.000000,-18.489000,23.840000,761.186861,10.763708
62.016667,-18.903000,24.210938,766.111591,10.765128
62.033333,-18.313813,24.012375,766.927212,10.766548
62.050000,-18.633312,24.444188,767.742832,10.767968
62.066667,-18.884187,23.553750,762.921549,10.769388
62.083333,-19.589313,23.784938,750.219391,10.770808
62.100000,-19.865188,23.815125,753.389671,10.772229
62.116667,-20.077438,24.058437,756.196564,10.773649
62.133333,-19.966625,24.071749,764.942511,10.775069
62.150000,-19.393938,24.008999,766.445641,10.776489
62.166667,-19.574437,24.076875,759.669704,10.777909
62.183333,-20.729375,24.466187,759.229078,10.779329
62.200000,-20.782062,24.701374,764.100004,10.780749
62.216667,-20.434063,24.440313,762.278419,10.782169
62.233333,-20.940563,24.246500,759.557798,10.783589
62.250000,-20.594000,24.009062,764.677197,10.785009
62.266667,-19.463125,23.653188,762.549063,10.786430
62.283333,-19.193812,23.275125,761.650953,10.787850
62.300000,-18.587250,22.857438,766.788776,10.789270
62.316667,-17.545562,22.400625,772.751263,10.790690
62.333333,-17.093624,22.330250,771.708454,10.792110
62.350000,-17.548563,22.614750,779.620928,10.793530
62.366667,-17.597250,22.239249,778.125605,10.794950
62.383333,-17.106501,21.872000,780.617794,10.796370
62.400000,-17.767688,21.613999,777.713438,10.797790
62.416667,-15.694313,21.535437,774.168129,10.799210
62.433333,-14.081437,21.587062,766.694361,10.800631
62.450000,-14.504625,21.473750,760.724822,10.802051
62.466667,-14.919125,22.087750,760.354520,10.803471
62.483333,-15.439750,22.103563,767.010468,10.804891
62.500000,-14.878187,21.522125,785.802669,10.806311
62.516667,-10.251687,14.147875,802.084711,10.518978
62.533333,-11.184312,14.504500,808.098772,9.465510
62.550000,-11.008625,14.391313,804.480923,9.408500
62.566667,-10.628562,14.333000,804.916986,10.054693
62.583333,-9.953063,14.455750,800.326361,9.343506
62.600000,-10.866688,14.530875,795.735735,8.632319
62.616667,-10.588687,14.620125,791.145109,7.921131
62.633333,-10.069938,14.554875,792.184690,7.520061
62.650000,-9.221063,14.512125,794.069990,7.181014
62.666667,-9.148937,14.449937,794.406549,7.252484
62.683333,-8.741250,14.514562,790.399046,6.648394
62.700000,-8.916563,14.480437,790.991863,5.957950
62.716667,-7.751125,14.502813,791.343426,6.015372
62.733333,-8.102938,14.431375,790.234983,6.070194
62.750000,-8.116688,14.423312,791.634670,6.155428
62.766667,-8.416625,14.369063,793.161856,7.586700
62.783333,-10.000625,14.441000,799.947813,9.064172
62.800000,-8.745937,14.369000,790.716560,8.381469
62.816667,-7.167125,14.284813,794.240602,7.790694
62.833333,-5.622375,14.422000,787.846893,8.229937
62.850000,-7.344000,14.325938,790.153107,6.329062
62.866667,-11.430875,14.695938,792.196583,8.055725
62.883333,-8.227063,14.630313,784.401239,8.641723
62.900000,-6.722687,14.406750,788.521580,9.087083
62.916667,-6.495625,14.587312,784.828772,6.770825
62.933333,-4.993438,14.443875,793.250313,5.948488
62.950000,-13.483813,15.074187,801.524679,6.597041
62.966667,-13.645250,15.134688,801.400614,7.517947
62.983333,-14.259625,15.381813,801.836548,7.872603
63.000000,-14.361687,15.531875,802.885296,7.746728
63.016667,-14.211750,15.662750,792.648415,7.325328
63.033333,-12.464500,15.349187,778.423729,6.546669
63.050000,-10.880438,15.145063,780.036562,6.650840
63.066667,-10.230438,15.314500,777.706869,6.821997
63.083333,-13.862500,15.557125,794.700916,6.178769
63.100000,-13.771375,15.741938,807.521572,6.108512
63.116667,-13.638437,15.654062,800.368443,6.996888
63.133333,-13.645625,15.681688,799.690459,6.807142
63.150000,-13.606875,15.546375,799.235757,6.580220
63.166667,-13.437875,15.455375,797.699039,7.075603
63.183333,-13.077000,15.281500,794.817476,7.153240
63.200000,-12.801000,15.306125,790.056871,7.475638
63.216667,-12.690250,15.115937,790.409384,8.152012
63.233333,-12.681625,15.427125,792.243761,8.380453
63.250000,-11.882687,15.583312,794.578127,8.337656
63.266667,-12.661313,15.710813,792.045935,8.087972
63.283333,-12.005375,15.159312,782.149063,7.938016
63.300000,-9.690750,15.240687,780.199991,8.022935
63.316667,-13.286063,15.488438,788.884380,6.783388
63.333333,-13.496562,15.663937,790.143774,6.876763
63.350000,-13.203000,15.545000,784.732521,7.007197
63.366667,-10.714875,15.094875,785.106886,7.484525
63.383333,-9.997375,14.902500,789.813097,8.349275
63.400000,-8.192625,14.408625,781.115946,8.915642
63.416667,-6.844250,13.974688,781.912798,9.471720
63.433333,-5.994063,13.848937,765.651878,8.591275
63.450000,-6.231062,13.599312,764.345020,7.920972
63.466667,-7.207563,14.143875,766.608124,7.962700
63.483333,-9.307625,14.029000,767.727509,8.244700
63.500000,-8.874312,13.715250,760.393755,8.368760
63.516667,-7.426312,13.827125,759.685938,8.697541
63.533333,-8.477562,13.760313,765.275021,8.109997
63.550000,-7.751562,13.775063,765.260012,6.735491
63.566667,-8.204750,13.626938,768.609674,7.178853
63.583333,-7.014687,13.502375,767.571253,8.315697
63.600000,-7.210812,13.625250,766.189980,8.481510
63.616667,-7.187313,13.736250,757.797489,6.803084
63.633333,-7.291563,13.664125,760.130316,6.400591
63.650000,-7.321687,13.567625,758.339716,7.525309
63.666667,-7.386687,13.688250,763.228119,7.498366
63.683333,-7.638750,13.334812,774.122328,7.625392
63.700000,-6.088938,13.288375,785.658258,7.773939
63.716667,-5.929000,13.371500,783.843443,8.859988
63.733333,-6.543062,13.363000,776.075314,7.483447
63.750000,-5.788125,13.131000,774.242193,8.345488
63.766667,-5.835125,13.156875,776.075020,9.014038
63.783333,-5.074562,13.159750,779.398441,8.359803
63.800000,-5.963500,13.215937,780.690302,7.713294
63.816667,-5.698625,13.026875,779.467812,7.625906
63.833333,-5.173250,12.818125,783.514065,8.359284
63.850000,-4.918062,12.780625,787.855652,7.937838
63.866667,-4.782313,12.438750,785.029085,9.917666
63.883333,-4.753000,12.359500,788.175312,8.991163
63.900000,-4.837813,12.329062,782.526558,10.111375
63.916667,-4.535250,12.396812,779.723442,8.232625
63.933333,-5.139563,12.308063,777.871878,9.617734
63.950000,-4.214625,12.227500,773.209692,8.604981
63.966667,-4.774688,12.116812,773.505007,8.943841
63.983333,-3.099875,12.047625,774.423733,8.270353
64.000000,-2.315750,12.144125,773.498438,8.831447
64.016667,-1.731312,12.092562,769.161247,8.793778
64.033333,-2.141375,11.816625,766.583429,7.981606
64.050000,-3.725375,11.804125,773.178745,7.548364
64.066667,-6.223875,11.864625,779.713116,7.509692
64.083333,-3.480125,11.898938,779.063124,6.893916
64.100000,-3.383188,11.848063,778.298138,5.986387
64.116667,-2.067750,12.242563,773.427183,6.520458
64.133333,-1.958063,12.367500,776.188128,6.385708
64.150000,-3.212500,12.498125,775.037842,6.250958
64.166667,-2.922125,12.588812,770.403152,6.116208
64.183333,-3.286062,12.594562,774.096848,5.981458
64.200000,-3.986312,12.491250,776.866261,5.846708
64.216667,-3.923438,12.225000,785.180925,5.711958
64.233333,-4.958437,12.094563,783.154358,5.349695
64.250000,-4.795563,12.328875,778.935608,4.941930
64.266667,-4.566000,12.257687,777.079382,5.610578
64.283333,-4.647500,12.323437,772.613770,5.574066
64.300000,-5.127562,12.417812,771.140621,5.320850
64.316667,-5.184687,12.419500,771.360920,5.053100
64.333333,-5.446125,12.589625,771.848749,4.387722
64.350000,-5.862250,12.506812,772.450315,3.942731
64.366667,-5.501625,12.473875,769.703419,3.970303
64.383333,-4.929937,12.427125,770.994665,4.023731
64.400000,-5.252313,12.644500,771.410315,4.013809
64.416667,-4.948875,12.603812,778.339375,3.978381
64.433333,-4.685437,12.618937,781.647182,3.940244
64.450000,-4.647437,12.576625,782.462803,4.628556
64.466667,-4.807375,12.500375,775.049713,3.896413
64.483333,-4.724125,12.726125,773.976240,4.215538
64.500000,-4.294250,12.608125,772.724695,4.223631
64.516667,-4.292000,12.766250,773.144693,4.157431
64.533333,-3.837500,12.809062,770.421268,3.625447
64.550000,-3.831750,12.736938,772.467831,3.707328
64.566667,-3.861813,12.695625,771.969707,3.812575
64.583333,-4.100750,12.522750,772.283762,4.171122
64.600000,-4.241250,12.362187,775.091875,4.557013
64.616667,-4.025750,12.248625,775.550638,4.372563
64.633333,-3.278750,12.576937,778.785952,4.488098
64.650000,-3.051187,12.596250,780.365299,4.603633
64.666667,-2.830500,12.510688,776.026234,4.719169
64.683333,-3.098187,12.284875,766.254679,4.834704
64.700000,-2.778375,12.386625,770.981586,4.950239
64.716667,-2.365688,12.014563,780.928448,5.065774
64.733333,-2.945688,11.739250,773.357481,5.181309
64.750000,-3.328187,11.725000,760.136894,5.296844
64.766667,-2.912375,11.617063,758.832182,5.055865
64.783333,-2.951438,11.551750,757.694047,5.583947
64.800000,-3.181875,11.342438,755.847171,6.367791
64.816667,-1.278937,10.652437,764.165310,7.106509
64.833333,-2.884813,10.925000,762.776251,7.031950
64.850000,-2.683875,10.807437,759.302797,5.996856
64.866667,-2.602125,10.895438,760.951870,5.521416
64.883333,-2.334313,10.867438,759.966888,5.704975
64.900000,-1.785250,10.825625,761.918741,5.194881
64.916667,-3.009687,10.583500,760.696556,5.038987
64.933333,-2.737437,10.460187,770.298101,4.286534
64.950000,-2.341313,10.006250,766.757196,4.329116
64.966667,1.940188,7.940875,781.043148,7.081775
64.983333,0.073687,7.957125,792.836857,6.427025
65.000000,-3.764938,9.134188,778.059364,6.292553
65.016667,-4.359625,8.366875,777.232494,5.492247
65.033333,-5.792250,7.144563,788.885612,6.635184
65.050000,-5.283125,8.283188,779.316244,6.257369
65.066667,-6.193437,8.193500,784.993767,6.470069
65.083333,-4.718750,7.046437,800.196898,6.296078
65.100000,-4.166688,7.734813,810.775633,5.799495
65.116667,-2.400375,7.304688,806.552191,5.450605
65.133333,2.136250,8.661562,795.245321,5.110184
65.150000,1.777750,8.419312,789.803127,4.954709
65.166667,2.602313,8.538437,785.816870,4.947762
65.183333,1.997750,8.517125,785.588749,4.622119
65.200000,1.866375,8.378625,790.879372,4.413056
65.216667,1.812063,8.349250,793.482817,4.212619
65.233333,1.348563,8.156375,791.980936,4.105869
65.250000,1.201875,8.122500,789.609091,4.464931
65.266667,1.158312,8.403312,788.315630,4.290666
65.283333,0.835313,8.568688,788.055025,4.879153
65.300000,1.174062,8.289563,801.350332,4.350762
65.316667,1.898688,8.065312,809.608133,4.089003
65.333333,1.971250,8.198187,810.181259,3.997628
65.350000,2.092500,8.562437,808.468765,3.913097
65.366667,1.527750,7.738750,806.756271,3.828566
65.383333,-1.395250,9.089687,812.279705,3.642675
65.400000,-1.111250,9.241813,819.985315,3.469459
65.416667,-0.599500,9.498000,822.185619,3.637350
65.433333,0.515812,9.207750,826.409994,4.067423
65.450000,0.977375,9.860438,834.823423,4.335501
65.466667,0.928125,9.259125,851.015612,4.567076
65.483333,0.444250,9.309937,842.314669,4.616130
65.500000,0.407062,9.264812,838.382801,4.665185
65.516667,0.558125,9.262812,840.867199,4.714240
65.533333,0.940813,9.153187,834.941570,4.763294
65.550000,0.346812,8.704313,831.721243,4.654547
65.566667,0.686562,9.149562,832.747797,4.528265
65.583333,0.087812,9.117188,828.936579,4.079194
65.600000,0.339813,9.235562,823.316254,4.226522
65.616667,-0.554313,8.875687,823.799051,4.328484
65.633333,0.185313,9.103250,825.034691,4.540113
65.650000,0.095062,9.192188,825.794064,4.726675
65.666667,0.504688,9.367125,826.946550,4.428459
65.683333,0.560500,9.785125,826.657803,4.081806
65.700000,0.376500,9.371000,826.187170,4.398344
65.716667,0.560812,9.833813,824.948736,4.860941
65.733333,1.321250,9.556375,825.012794,4.175066
65.750000,1.929437,9.132188,821.587177,4.495578
65.766667,2.089125,8.529750,812.716549,4.038426
65.783333,2.923625,8.433875,808.413456,4.279223
65.800000,1.260500,8.777188,818.111881,4.520020
65.816667,0.845813,8.306937,816.725338,4.544606
65.833333,0.434500,7.950000,815.615938,4.378138
65.850000,-1.458125,8.143375,811.016857,4.629278
65.866667,-1.115312,8.307750,809.152191,4.582525
65.883333,-0.951312,8.971750,830.695485,4.753540
65.900000,-1.593000,14.887500,864.825171,5.158602
65.916667,-1.791500,13.053062,887.566570,5.563665
65.933333,-8.961438,14.438500,886.793129,5.605391
65.950000,3.321875,17.716750,881.354387,5.872547
65.966667,5.134625,17.459688,890.210947,6.988697
65.983333,4.060000,17.281562,887.749371,7.167897
66.000000,3.354750,17.313375,886.088451,7.037053
66.016667,5.121750,17.492499,881.602510,6.928050
66.033333,5.429063,17.968876,880.198454,7.015681
66.050000,0.515875,18.300875,883.751558,7.513119
66.066667,-2.803625,18.071000,891.092836,7.526281
66.083333,0.916625,16.925875,878.027792,7.522744
66.100000,0.791812,19.115188,895.173120,7.519207
66.116667,-0.583500,19.640062,888.291565,7.515670
66.133333,1.360312,19.709500,881.956871,7.512133
66.150000,-1.520500,19.356812,881.809366,7.508596
66.166667,0.121375,19.157250,879.041855,7.505059
66.183333,0.683437,19.512562,874.176228,7.501523
66.200000,-2.226500,18.691250,875.804682,7.497986
66.216667,-3.074438,19.230501,881.937822,7.494449
66.233333,3.351500,18.563500,880.730316,7.490912
66.250000,7.305438,14.766625,875.058102,7.459938
66.266667,-0.942375,14.510687,872.972168,7.799422
66.283333,4.169375,13.529813,876.625608,10.262038
66.300000,3.417500,15.456500,873.381575,10.978534
66.316667,3.851063,16.371562,878.828447,8.015566
66.333333,5.247313,16.909062,877.723150,7.714842
66.350000,1.572125,17.129125,881.656857,7.505920
66.366667,0.453625,18.180749,877.745934,7.296998
66.383333,1.028688,18.390188,866.952494,7.088076
66.400000,13.715062,17.917874,874.908134,6.879155
66.416667,8.198625,12.044375,878.146254,6.670233
66.433333,6.274125,11.524500,877.303581,6.461311
66.450000,3.787875,11.629312,879.286385,6.252389
66.466667,-2.861000,13.428937,875.677176,6.595297
66.483333,3.886125,12.244250,867.192511,7.005614
66.500000,7.874437,10.510625,862.917513,6.285927
66.516667,2.015312,5.617813,858.642515,5.566239
66.533333,-1.404563,10.674813,856.225323,5.261640
66.550000,0.931625,3.224063,861.514662,6.666559
66.566667,2.516938,4.513625,852.844360,4.859297
66.583333,-0.532750,5.149813,852.375610,5.405203
66.600000,-4.706625,9.982312,843.832197,4.857900
66.616667,-3.580250,9.563375,853.657202,4.468903
66.633333,-4.612438,9.282687,853.257212,4.343637
66.650000,-3.226875,7.897125,848.708759,4.894447
66.666667,-5.961875,9.675563,851.862499,4.403394
66.683333,-6.528188,9.912063,859.059998,4.291681
66.700000,-10.530562,11.719625,869.152500,4.445287
66.716667,-9.794688,15.028125,865.636875,4.481100
66.733333,-8.894375,15.442125,853.266253,4.470984
66.750000,-7.677937,14.465875,853.027821,4.531966
66.766667,-1.698500,14.005000,856.640949,4.724575
66.783333,-1.048125,11.952625,856.946579,4.379409
66.800000,-2.124125,12.086562,855.660597,4.434222
66.816667,-3.597938,11.891000,830.870291,4.669000
66.833333,-3.694875,12.106063,829.899357,5.043572
66.850000,-10.062562,12.508937,849.980648,6.014728
66.866667,-14.040375,14.262812,870.034670,5.662306
66.883333,-12.969375,13.467250,881.270605,5.722569
66.900000,-3.408937,15.105687,871.026865,5.734995
66.916667,0.671438,14.805625,880.581564,5.727670
66.933333,1.273875,15.441000,885.492178,5.720345
66.950000,3.146875,14.494000,882.035601,5.713019
66.966667,1.520125,13.324312,874.874973,5.705694
66.983333,4.692375,15.668125,876.194506,5.698369
67.000000,2.276562,5.776250,887.383566,5.691043
67.016667,4.933687,6.906062,896.123428,5.683718
67.033333,5.998938,6.509250,896.346577,5.676392
67.050000,7.007313,7.851437,888.073416,5.669067
67.066667,2.936500,8.062187,884.903116,5.661742
67.083333,7.429375,11.268937,881.100634,5.654416
67.100000,6.526000,12.725000,864.873436,5.647091
67.116667,9.642812,17.734000,859.276588,5.639766
67.133333,11.354813,18.404688,860.748425,5.632440
67.150000,11.437062,18.298187,868.176264,5.625115
67.166667,10.066563,15.283562,866.941856,5.617789
67.183333,10.366875,14.199188,868.944061,5.610464
67.200000,12.369875,14.285437,860.901257,5.603139
67.216667,10.140312,13.994063,855.649069,5.595813
67.233333,10.061250,12.549813,861.078739,5.588488
67.250000,6.922813,12.257312,865.020914,5.581163
67.266667,6.039500,12.866750,864.119989,5.573837
67.283333,4.971375,12.940938,860.475624,5.566512
67.300000,6.509125,13.107312,854.457811,5.559187
67.316667,8.365500,13.888063,859.725330,5.551861
67.333333,8.585875,13.742500,859.494083,5.544536
67.350000,9.357750,14.270125,856.765915,5.537210
67.366667,8.758125,14.289250,858.145308,5.529885
67.383333,9.661125,15.485750,851.404680,5.522560
67.400000,8.137875,14.521500,849.666571,5.515234
67.416667,8.153313,14.289000,849.965616,5.507909
67.433333,8.555187,14.528000,850.776545,5.500584
67.450000,8.008562,13.519750,851.684385,5.493258
67.466667,6.216187,13.880312,866.220322,5.485933
67.483333,8.229750,14.700875,879.075319,5.478608
67.500000,10.432125,14.786438,885.899683,5.471282
67.516667,11.156250,15.915437,887.137190,5.463957
67.533333,12.461125,15.850000,884.473775,5.456631
