time (hours),Bz,B magnitude,Solar Wind Speed (km/s),proton density
28.300000,-0.816437,1.676938,422.587191,7.665556
28.316667,-0.638562,1.449313,422.460633,7.840072
28.333333,-0.223125,0.713313,421.801879,7.467053
28.350000,-0.548375,0.711312,421.132501,7.195909
28.366667,0.088250,1.113687,420.740615,6.860266
28.383333,0.250062,1.062938,422.028741,6.955712
28.400000,0.378750,0.946688,421.951405,7.133681
28.416667,0.642250,1.630500,421.299850,6.718369
28.433333,0.428062,1.735875,420.682513,6.322175
28.450000,0.583625,2.193438,421.057508,6.480425
28.466667,0.427812,2.156063,420.653112,6.221075
28.483333,0.508687,2.144813,420.331559,6.329965
28.500000,0.512313,2.108437,419.951863,6.228325
28.516667,-0.211937,1.950812,420.420631,6.477281
28.533333,-0.016312,1.721938,421.250322,6.735797
28.550000,-0.761000,1.456812,423.190933,6.727459
28.566667,-0.483250,1.133312,424.220304,6.587028
28.583333,-0.707438,1.149062,423.601564,6.593731
28.600000,-0.917375,1.193500,422.057816,6.498822
28.616667,-0.215812,1.386188,421.122496,6.279319
28.633333,-1.185375,1.700000,421.552819,6.354947
28.650000,-0.996562,1.424750,421.064384,6.311072
28.666667,-1.224875,1.602500,422.575299,6.294103
28.683333,-0.886875,1.473750,422.500300,6.065766
28.700000,-0.216062,1.808063,421.968740,6.126187
28.716667,-0.587563,1.207125,420.431254,6.353813
28.733333,-0.778000,1.409250,418.920928,6.505494
28.750000,-0.776187,1.329812,418.407183,6.561237
28.766667,-0.678438,1.075500,418.832188,6.842394
28.783333,-0.388250,0.638250,419.077809,6.803928
28.800000,-0.765250,1.001750,419.828756,6.480256
28.816667,-0.666000,0.999500,419.208442,6.610037
28.833333,-0.605563,0.898500,417.897810,6.836259
28.850000,-0.305687,0.498125,417.007188,6.871837
28.866667,-0.500812,0.613000,417.422185,6.562153
28.883333,-0.411187,0.730500,418.531867,6.301781
28.900000,-0.736625,1.056438,418.521567,6.692222
28.916667,-0.647625,0.795250,418.721259,6.725728
28.933333,-0.790000,0.946813,418.691566,6.700051
28.950000,-0.562688,1.112250,418.692043,6.688957
28.966667,-0.400750,1.188500,418.612349,6.677864
28.983333,-0.162625,0.891812,418.532655,6.666770
29.000000,-1.022688,1.678125,418.602487,6.345769
29.016667,1.034562,1.574375,418.812503,6.135750
29.033333,-0.438063,0.742687,419.803132,6.679406
29.050000,-0.863313,1.196562,421.234379,6.792859
29.066667,-1.286250,1.622188,420.889377,6.591859
29.083333,-0.816125,1.212438,419.324068,6.382875
29.100000,-0.908188,1.209812,419.140324,6.445131
29.116667,-0.286813,0.595188,419.510626,6.693616
29.133333,-0.712375,0.815125,419.126862,6.691812
29.150000,-0.912062,1.060687,418.816244,6.493031
29.166667,-0.641187,0.782187,419.051569,6.461925
29.183333,-0.570437,0.854875,419.643437,6.357713
29.200000,-0.854688,0.867062,419.405934,6.419681
29.216667,-0.912687,1.101687,419.568131,6.219469
29.233333,-0.637000,0.930625,419.252509,6.384034
29.250000,-0.839687,1.248813,419.027490,6.400066
29.266667,-0.042375,0.942313,417.153116,6.416187
29.283333,-0.532125,1.282563,417.516870,6.441088
29.300000,-0.342063,0.946938,417.784051,6.904931
29.316667,-1.206812,1.283938,418.979991,6.351147
29.333333,-0.671875,0.813563,418.130630,6.247309
29.350000,-0.543625,0.764063,417.402502,6.270338
29.366667,0.550875,0.974562,416.567802,6.370081
29.383333,0.910250,1.184875,416.117806,6.404206
29.400000,-0.850375,1.044750,416.422191,6.313725
29.416667,-0.825812,1.050875,416.072187,6.311888
29.433333,-0.711750,1.053625,415.398122,6.252722
29.450000,-0.917938,1.103813,415.693124,6.123688
29.466667,-1.225688,1.384875,416.121243,5.929875
29.483333,-1.647938,1.688000,414.207816,6.422494
29.500000,-1.635500,1.654375,414.977804,6.044706
29.516667,-0.940500,1.006812,415.512186,5.906894
29.533333,-1.948688,2.180687,416.046568,5.769081
29.550000,-2.026875,2.195187,415.694997,5.631269
29.566667,-2.282063,2.358000,415.080931,5.736191
29.583333,-1.731750,1.859000,415.447494,5.653766
29.600000,-1.758063,1.908938,415.761565,5.713649
29.616667,-1.548938,1.670250,415.439999,5.865289
29.633333,-1.512187,1.620625,414.632806,5.971428
29.650000,-1.460875,1.635750,414.253119,6.091991
29.666667,-0.954625,1.186500,413.841875,6.322242
29.683333,-1.057187,1.615938,413.520319,6.631570
29.700000,-0.760625,1.606875,414.155000,6.852178
29.716667,-0.324812,0.894188,413.494678,6.852734
29.733333,-0.543875,1.390063,413.047814,6.754188
29.750000,-0.533125,1.427875,412.392500,6.444784
29.766667,-0.422188,1.258375,413.478448,6.770506
29.783333,-0.330938,1.064938,413.431556,7.121694
29.800000,-0.782375,1.882000,413.339362,6.996919
29.816667,-1.001000,1.955375,413.498747,6.925594
29.833333,-0.651000,1.662313,412.873752,7.003047
29.850000,-0.932937,1.716750,411.604683,6.945403
29.866667,-0.897562,1.365437,408.390930,7.919231
29.883333,-1.204688,1.854500,406.829065,8.389735
29.900000,-1.268437,1.817750,406.892822,8.349453
29.916667,-1.335500,2.076500,406.958440,8.369093
29.933333,-1.112250,1.759375,407.155933,8.109519
29.950000,-0.621937,1.470562,407.681250,7.611531
29.966667,-0.843562,1.483000,408.068440,7.393356
29.983333,-1.067500,1.492438,408.182194,7.070050
30.000000,-0.911875,1.982062,407.888438,6.562628
30.016667,-1.345063,2.578813,408.972179,7.196669
30.033333,-1.467250,2.319750,408.971247,7.412381
30.050000,-2.046562,2.814313,405.408758,8.266818
30.066667,-1.147313,3.167812,406.200780,8.199690
30.083333,-1.970625,3.240125,407.142958,8.100784
30.100000,-1.823125,3.113375,407.112495,8.016253
30.116667,-1.974250,3.256375,407.886556,7.642425
30.133333,-2.003688,3.366500,407.868749,7.583006
30.150000,-2.011625,3.239250,407.274370,7.829859
30.166667,-2.091688,3.224687,406.485312,7.817247
30.183333,-2.609688,2.996937,405.730632,7.754528
30.200000,-2.692750,3.034062,405.201254,8.001722
30.216667,-2.426688,3.633687,405.146255,8.237219
30.233333,-2.228187,3.737875,406.915317,7.946097
30.250000,-3.060750,4.357437,410.644370,7.262286
30.266667,-2.918812,4.224563,411.631876,7.395083
30.283333,-3.681938,4.468500,412.895613,7.473228
30.300000,-3.689250,4.430125,413.520624,7.063900
30.316667,-4.482063,5.095625,413.239386,6.781900
30.333333,-4.537063,5.205937,412.024683,6.571766
30.350000,-4.480813,4.968813,413.671874,7.029153
30.366667,-3.676250,4.195875,415.453114,7.357153
30.383333,-2.582062,3.230563,417.843742,7.451656
30.400000,-2.251188,3.061563,416.992508,7.292694
30.416667,-1.917250,2.680125,417.796564,7.341135
30.433333,-2.048437,2.863750,417.925939,7.523766
30.450000,-1.769000,2.555187,418.029064,7.692891
30.466667,-2.020937,2.611000,417.752493,7.857934
30.483333,-1.794000,2.640188,416.198121,7.816806
30.500000,-1.964375,2.724875,416.404375,7.609019
30.516667,-2.307625,2.862438,414.234987,7.650366
30.533333,-1.995750,2.905063,412.799049,7.416459
30.550000,-2.044063,3.005250,411.397494,7.589606
30.566667,-1.638125,2.291750,414.150299,8.301063
30.583333,-1.331938,2.052125,416.259674,8.182937
30.600000,-1.594250,2.383125,414.154992,7.480825
30.616667,-1.535750,2.376000,414.469992,7.332325
30.633333,-1.556688,2.381375,415.069992,7.247575
30.650000,-1.682187,2.600687,412.751879,7.346897
30.666667,-2.153812,2.869312,411.868755,7.432415
30.683333,-2.331750,3.182375,411.185628,7.260544
30.700000,-2.037938,2.793188,411.295619,7.478297
30.716667,-2.025750,2.849500,410.690928,7.365188
30.733333,-2.233937,3.140125,409.018118,7.054628
30.750000,-1.441250,2.356312,410.178741,7.164916
30.766667,-1.762063,2.367875,412.205619,6.860734
30.783333,-1.530812,2.365250,408.991248,7.033625
30.800000,-1.293938,2.356688,409.128744,8.061937
30.816667,-1.287875,2.299438,409.969696,7.863234
30.833333,-1.174312,2.301375,409.293134,7.827538
30.850000,-1.610000,2.389125,409.386889,7.906663
30.866667,-1.498312,2.127125,409.090937,7.985788
30.883333,-1.438500,2.177125,409.245624,8.402328
30.900000,-1.937500,2.454563,408.733114,7.966672
30.916667,-2.042063,2.584750,408.328442,7.736424
30.933333,-2.174937,2.708437,408.991263,7.622845
30.950000,-2.243688,2.767687,409.099065,7.464231
30.966667,-2.155750,2.645187,408.506874,7.380906
30.983333,-2.141500,2.578125,407.649068,7.207562
31.000000,-1.992063,2.556563,406.615009,7.281550
31.016667,-1.960188,2.410250,406.441572,7.939609
31.033333,-0.639938,1.086063,407.022812,8.357743
31.050000,-0.617125,0.945250,406.186549,8.157953
31.066667,-0.892250,1.848437,406.866242,8.132110
31.083333,-1.205000,1.807875,409.027184,7.249369
31.100000,-1.449812,1.885125,408.697804,7.003831
31.116667,-1.297187,2.018187,408.332194,6.809769
31.133333,-1.096000,1.916000,408.129675,7.007659
31.150000,-0.947438,2.189125,406.869698,7.205819
31.166667,-0.990500,1.997688,407.057974,7.572740
31.183333,-1.386000,2.183125,407.559526,7.973709
31.200000,-1.232313,2.060437,408.628737,7.960650
31.216667,-1.049313,2.240813,409.109985,8.370550
31.233333,-1.121000,2.399750,408.971871,8.666500
31.250000,-0.842125,2.332625,408.920316,8.901484
31.266667,-0.636562,2.160000,409.207191,9.203878
31.283333,0.002688,2.301000,409.506569,9.188328
31.300000,-0.073938,2.093313,409.651877,9.189500
31.316667,0.024500,2.180938,409.991883,9.387196
31.333333,-0.304938,2.149062,410.090317,9.568150
31.350000,-0.310125,2.034500,411.498426,8.717687
31.366667,0.978125,2.340625,410.994687,8.207043
31.383333,-0.195562,2.036812,410.835299,8.928356
31.400000,-0.053375,2.122813,410.567194,9.343990
31.416667,-0.265250,1.966625,410.042199,9.138969
31.433333,-0.231563,1.950375,412.160939,9.077055
31.450000,-0.127875,1.914750,411.249058,9.057320
31.466667,0.372375,2.210062,410.827194,9.492269
31.483333,0.263687,2.344937,410.201563,9.545372
31.500000,0.833625,2.509437,407.924999,8.783703
31.516667,1.308625,2.465375,407.554697,8.796828
31.533333,1.334750,2.521812,408.850945,9.579669
31.550000,1.231687,2.614500,407.828753,9.515453
31.566667,1.121812,2.530375,406.022191,8.926647
31.583333,0.387313,2.244437,406.344056,8.802663
31.600000,0.393625,2.216750,407.990932,9.425725
31.616667,0.512812,2.166438,408.242193,9.776809
31.633333,0.667437,2.284375,407.461241,9.525931
31.650000,0.550063,2.484125,406.598757,9.217868
31.666667,0.391062,2.489875,406.660638,9.169266
31.683333,0.396188,2.389812,407.404072,9.533512
31.700000,0.580125,2.243625,407.758758,9.491622
31.716667,0.533563,2.230375,407.255786,9.346447
31.733333,0.907625,2.305437,406.519845,9.197291
31.750000,0.488000,2.635375,404.730001,9.050866
31.766667,0.718750,2.659813,403.982183,8.764550
31.783333,0.700437,2.491937,404.329054,8.579300
31.800000,0.665688,2.450687,403.816564,8.705391
31.816667,0.668250,2.506000,403.005951,8.995922
31.833333,0.736188,2.695187,403.288134,8.906372
31.850000,0.621438,2.642125,404.206873,8.268109
31.866667,0.773250,2.428313,406.538130,8.920875
31.883333,0.524000,1.958250,407.336884,8.456091
31.900000,0.590437,2.363437,408.363746,8.262116
31.916667,0.773625,2.665000,408.176263,7.839584
31.933333,0.699312,2.079250,408.659369,8.077709
31.950000,0.908625,2.480188,409.579053,7.757947
31.966667,0.803875,2.166312,409.864993,8.016712
31.983333,0.863562,2.524313,409.504690,7.743125
32.000000,0.924875,2.500125,409.238435,7.529431
32.016667,1.289188,2.694375,407.820318,7.570920
32.033333,1.356000,2.713250,405.758450,7.695373
32.050000,1.458250,2.922250,405.270946,7.576662
32.066667,1.234562,2.663125,405.776884,7.571272
32.083333,1.218688,2.682250,405.697509,7.886544
32.100000,1.237250,2.694312,405.027185,7.950481
32.116667,1.425500,2.687188,403.409684,7.932234
32.133333,1.232063,2.700125,404.405010,7.683250
32.150000,1.223875,2.602375,405.288131,7.580435
32.166667,0.870687,2.513875,404.804065,7.057069
32.183333,0.908875,2.143062,408.225934,7.470131
32.200000,0.481625,1.860500,408.267509,7.339897
32.216667,0.705812,2.057937,406.715933,7.670347
32.233333,1.018500,2.341438,404.820620,7.241331
32.250000,1.185500,2.299875,402.781564,8.346450
32.266667,1.173250,2.380813,402.691565,8.567381
32.283333,0.818687,2.324312,403.450937,8.188069
32.300000,1.225937,2.185375,403.163747,7.818850
32.316667,1.491688,2.601063,403.773116,7.991210
32.333333,1.123500,2.103250,404.507185,8.340538
32.350000,2.177438,3.083813,405.790945,8.102713
32.366667,1.916125,3.178000,409.049685,7.656837
32.383333,1.946250,3.024063,406.045624,7.210962
32.400000,2.070875,2.681813,403.100310,6.936462
32.416667,2.199875,2.977250,406.306556,7.451862
32.433333,2.004625,2.628563,407.385624,7.378322
32.450000,1.956438,2.466062,403.054379,7.705978
32.466667,1.654062,2.548000,403.453759,7.432972
32.483333,1.609125,3.092250,403.088135,6.743788
32.500000,1.596750,3.383250,405.314683,6.368084
32.516667,1.518438,3.071563,402.200943,7.188925
32.533333,1.515438,3.745813,408.572186,6.763853
32.550000,0.454500,3.924562,419.104372,5.923181
32.566667,0.967563,3.482250,422.788127,6.072978
32.583333,0.027250,3.585312,421.485003,5.964790
32.600000,0.253187,3.904125,424.628124,5.250300
32.616667,0.632688,3.765937,430.027183,4.966594
32.633333,0.377125,3.801250,430.096554,4.820372
32.650000,0.235062,3.782437,431.274989,4.821587
32.666667,0.311688,3.140438,429.123433,4.909884
32.683333,0.325500,3.277813,427.400316,5.045466
32.700000,0.317938,2.936688,425.244056,5.414685
32.716667,0.514188,3.424125,427.165948,5.336216
32.733333,0.674938,3.152937,423.659384,5.396675
32.750000,0.081000,3.499625,428.301886,4.868938
32.766667,-0.262250,3.526875,428.847182,5.057109
32.783333,0.176812,3.397375,428.797503,5.317116
32.800000,-0.600750,1.986562,425.466559,5.568459
32.816667,-0.796875,1.388813,422.949992,5.672770
32.833333,-0.823062,0.992812,421.749993,5.687723
32.850000,-0.975250,1.019313,421.721869,5.907356
32.866667,-1.636750,1.959937,422.337501,6.122491
32.883333,-1.456250,1.798688,422.180006,5.891969
32.900000,-1.142063,1.340313,422.082500,5.668919
32.916667,-1.344750,1.640938,421.637181,5.990097
32.933333,-1.809375,2.227500,418.994988,5.757441
32.950000,-1.531313,1.948688,418.673424,5.546875
32.966667,-2.797500,3.534750,416.863746,5.782625
32.983333,-2.155500,2.952500,416.676263,6.018375
33.000000,-1.475125,1.628375,421.010931,6.254125
33.016667,-1.833313,2.328063,420.185946,6.232559
33.033333,-2.106125,2.601187,419.746880,6.040997
33.050000,-2.080563,2.526562,419.359384,5.929325
33.066667,-2.263687,2.614937,416.132510,5.872100
33.083333,-2.269625,2.816875,415.459995,5.682966
33.100000,-2.498875,2.931437,417.767499,5.537762
33.116667,-2.376688,3.090625,415.306561,5.288903
33.133333,-1.742250,3.200125,411.603430,4.840309
33.150000,-1.829625,2.921812,413.037193,4.391716
33.166667,-1.900063,2.926687,413.250010,4.058463
33.183333,-1.813812,2.873312,412.283755,3.965747
33.200000,-2.188125,3.119688,412.566563,3.823075
33.216667,-2.837750,3.599938,410.663427,3.893322
33.233333,-2.696625,3.265000,411.803760,3.899413
33.250000,-2.700875,3.275875,413.116254,3.872788
33.266667,-2.452750,2.957062,414.591866,3.735872
33.283333,-3.263312,3.788063,415.347491,3.838069
33.300000,-3.357437,3.899563,413.819362,3.785303
33.316667,-3.249688,3.892500,414.287179,3.906309
33.333333,-2.742688,3.232750,415.667193,4.070048
33.350000,-2.343188,3.023687,418.925323,4.224689
33.366667,-2.485250,3.290187,420.896257,4.398614
33.383333,-2.630938,3.514813,421.083754,4.587286
33.400000,-2.653750,3.703437,420.560320,4.618780
33.416667,-2.600875,3.771375,419.660639,4.444733
33.433333,-2.729937,3.755625,419.160008,4.342756
33.450000,-2.963313,3.792000,417.771247,4.390241
33.466667,-2.980375,3.760125,417.661865,4.359756
33.483333,-3.019813,3.777063,417.213740,4.246694
33.500000,-2.863750,3.779187,416.988742,4.143069
33.516667,-2.897063,3.602312,417.851254,4.313131
33.533333,-2.869563,3.697000,415.442190,4.234700
33.550000,-2.433875,3.613938,415.105622,4.250637
33.566667,-2.564813,3.382250,417.300947,4.278012
33.583333,-2.686312,3.945125,415.584076,4.211591
33.600000,-2.578438,3.732500,413.646245,4.116622
33.616667,-3.052313,4.167125,413.323745,4.021653
33.633333,-3.237000,3.957937,414.734379,3.926684
33.650000,-2.745313,3.252812,414.434372,3.958372
33.666667,-2.378000,2.971500,412.630928,4.254637
33.683333,-2.132875,2.418000,412.522183,4.525734
33.700000,-3.272625,3.732438,414.113124,4.523784
33.716667,-2.320687,2.652063,417.163130,4.569697
33.733333,-2.807125,3.171312,416.555305,4.231869
33.750000,-3.108625,3.328750,415.641252,4.294569
33.766667,-3.017437,3.396687,414.922193,4.039744
33.783333,-2.965062,3.452500,416.187823,4.002056
33.800000,-2.259437,2.678875,415.749700,4.297416
33.816667,-2.079563,2.523375,412.957825,4.597594
33.833333,-2.600125,3.150438,410.731253,4.425234
33.850000,-2.163750,2.648875,412.276880,4.205091
33.866667,-2.144250,2.792375,411.764056,4.271663
33.883333,-2.269688,2.662625,410.539690,4.407894
33.900000,-2.993500,3.518500,411.120939,4.279734
33.916667,-2.596500,3.129937,411.559212,4.118953
33.933333,-2.223875,2.684437,410.757654,4.106859
33.950000,-2.943750,3.796688,409.964692,3.920656
33.966667,-3.046063,3.793313,409.321574,3.547428
33.983333,-2.887813,3.793000,408.960632,3.455622
34.000000,-2.705437,3.732750,408.243445,3.416716
34.016667,-2.416125,3.581688,406.202509,3.360944
34.033333,-2.052625,4.003875,403.637489,3.158622
34.050000,-3.544625,4.266187,407.162498,3.108278
34.066667,-3.393687,4.389188,408.757191,3.057934
34.083333,-3.266250,4.468625,402.691570,3.007591
34.100000,-3.152750,4.393063,404.141561,2.957247
34.116667,-3.244500,4.598437,403.137805,2.906903
34.133333,-3.594250,4.632625,406.791245,2.856559
34.150000,-2.961625,4.487125,406.115003,2.806216
34.166667,-2.783875,4.159688,405.603436,2.755872
34.183333,-2.841000,3.887688,404.469055,2.682606
34.200000,-3.024375,3.992687,405.937497,2.776950
34.216667,-3.826313,4.212938,410.846876,2.979014
34.233333,-3.260812,4.104750,408.199371,2.936780
34.250000,-3.125313,4.336688,408.583745,2.853541
34.266667,-3.223500,4.407625,410.561866,2.628088
34.283333,-3.379687,4.511063,406.973119,2.398691
34.300000,-3.758937,4.550812,407.622806,2.470387
34.316667,-3.580062,4.352625,405.907193,2.536012
34.333333,-3.437625,4.334063,397.548753,2.343266
34.350000,-3.071625,4.439000,401.178746,2.427303
34.366667,-3.318688,4.355250,406.166238,2.543084
34.383333,-3.372063,4.371750,407.761241,2.401194
34.400000,-2.842750,4.336375,403.539679,2.558159
34.416667,-2.784937,4.217875,397.149062,2.576081
34.433333,-2.811250,4.215875,397.394058,2.501387
34.450000,-3.048250,4.266562,401.097180,2.479731
34.466667,-3.234062,4.170687,402.763906,2.458645
34.483333,-3.272937,4.312500,403.949843,2.450442
34.500000,-3.139000,4.280250,403.584686,2.550000
34.516667,-3.078813,4.283000,401.330625,2.783881
34.533333,-3.569750,4.441125,404.085313,2.626475
34.550000,-3.447938,4.352625,403.620302,2.462056
34.566667,-2.926375,4.316437,404.526872,2.525619
34.583333,-3.009937,4.340437,402.633132,2.589181
34.600000,-2.545063,4.373313,393.879073,2.652744
34.616667,-2.867438,4.385312,403.982492,2.574809
34.633333,-3.113688,4.302125,403.262177,2.681153
34.650000,-2.310813,4.299625,401.713750,2.595664
34.666667,-2.599500,4.193187,400.740636,2.439617
34.683333,-3.177688,4.307812,403.631885,2.241325
34.700000,-2.623438,4.298563,404.856571,2.145437
34.716667,-3.247938,4.323563,403.703450,2.178695
34.733333,-3.326250,4.349125,404.462508,2.244086
34.750000,-3.216875,4.309750,404.311249,2.344213
34.766667,-3.117812,4.316625,401.384377,2.419653
34.783333,-2.957875,4.302500,403.539069,2.301325
34.800000,-2.984125,4.257313,407.079685,2.219513
34.816667,-2.823562,4.256187,402.064049,2.251200
34.833333,-2.909687,4.271938,401.779058,2.227509
34.850000,-2.793500,4.244437,406.550929,2.212791
34.866667,-2.553750,4.276875,403.266239,2.208131
34.883333,-2.784375,4.378250,399.703736,2.203819
34.900000,-2.732500,4.363687,409.672501,2.114116
34.916667,-2.244813,4.405562,413.028906,2.369045
34.933333,-2.097875,3.887750,413.549212,2.734061
34.950000,-3.118500,4.200375,407.671865,2.548700
34.966667,-3.277813,4.377063,404.354055,2.400850
34.983333,-3.170875,4.252312,405.854061,2.583991
35.000000,-2.977000,4.189750,404.111871,2.681553
35.016667,-3.085313,4.017562,400.451239,2.628850
35.033333,-3.021813,3.924063,400.863741,2.642350
35.050000,-3.072750,3.950125,402.116242,2.698791
35.066667,-3.082937,4.088000,404.997493,2.848494
35.083333,-2.985688,4.100750,401.979689,2.739472
35.100000,-3.096125,4.241125,396.926575,2.470913
35.116667,-2.974750,4.157688,396.223450,2.687287
35.133333,-3.098187,4.105000,400.957825,2.746066
35.150000,-3.282688,4.224625,407.516577,2.756294
35.166667,-2.782125,3.967688,400.788438,2.665716
35.183333,-2.751562,3.981625,396.203741,2.555934
35.200000,-2.250188,4.037187,396.667805,2.415244
35.216667,-2.241250,4.015375,399.252491,2.702878
35.233333,-1.303875,3.888687,407.819375,2.645422
35.250000,-3.068000,4.250250,409.019374,2.522094
35.266667,-2.405187,4.334250,400.236237,2.611094
35.283333,-2.991938,4.437625,395.994049,2.510869
35.300000,-3.296938,4.397375,394.499680,2.479205
35.316667,-3.306312,4.461188,391.450007,2.415220
35.333333,-3.265500,4.390125,392.150009,2.368259
35.350000,-2.939437,4.429500,389.664681,2.428184
35.366667,-3.476188,4.491688,394.233443,2.666675
35.383333,-3.389937,4.493000,390.736558,2.401925
35.400000,-3.406813,4.480250,397.063447,2.443850
35.416667,-2.926500,4.441500,396.683743,2.422100
35.433333,-3.153688,4.428438,393.950928,2.275694
35.450000,-3.077500,4.449938,395.029693,2.305819
35.466667,-3.253438,4.449938,397.075315,2.361450
35.483333,-3.344250,4.449375,398.842816,2.449747
35.500000,-3.227688,4.410750,400.717509,2.407031
35.516667,-3.169312,4.264000,401.115950,2.380781
35.533333,-2.873062,4.029562,400.545950,2.441969
35.550000,-3.166625,4.242125,402.362823,2.441401
35.566667,-2.928125,4.291750,404.371885,2.447950
35.583333,-3.031750,4.303375,400.678133,2.454499
35.600000,-3.003312,4.356500,397.314066,2.461049
35.616667,-2.931563,4.275875,396.632490,2.467598
35.633333,-2.803313,4.272063,405.159376,2.474147
35.650000,-3.202125,4.101562,410.840624,2.480696
35.666667,-2.611563,4.008750,395.487817,2.487245
35.683333,-2.416938,3.755187,398.832813,2.434744
35.700000,-2.282750,3.695625,401.226574,2.706775
35.716667,-2.409375,3.850125,400.590624,2.516959
35.733333,-2.402375,3.696812,401.617182,2.521853
35.750000,-2.276750,3.584375,402.726249,2.470487
35.766667,-2.292313,3.782250,402.794696,2.544650
35.783333,-2.598062,4.035313,400.680629,2.536306
35.800000,-2.601750,4.121437,397.927805,2.458294
35.816667,-2.378188,3.954687,397.662189,2.565463
35.833333,-2.119937,3.956750,397.042508,2.538088
35.850000,-2.340375,3.941312,394.467182,2.536153
35.866667,-2.185312,3.989250,399.517193,2.555059
35.883333,-2.406500,4.001750,397.814690,2.283381
35.900000,-2.474687,4.249500,398.744386,2.228572
35.916667,-2.219125,3.986063,399.175628,2.416728
35.933333,-3.058500,4.266688,404.618431,2.642131
35.950000,-2.743438,4.114313,403.964991,2.640922
35.966667,-2.397063,4.157750,395.568122,2.460250
35.983333,-2.016875,4.282125,394.142508,2.534309
36.000000,-2.616688,4.198250,396.993440,2.467100
36.016667,-2.402563,4.161312,398.019066,2.522856
36.033333,-2.257812,4.071000,398.287510,2.606809
36.050000,-2.557375,4.009375,403.931250,2.893872
36.066667,-2.161500,3.985250,408.596554,3.003306
36.083333,-2.376125,3.922938,407.379058,2.757897
36.100000,-2.393438,3.948875,407.353741,2.823897
36.116667,-2.760000,4.159875,404.169690,2.666542
36.133333,-2.736750,4.205438,403.954069,2.601152
36.150000,-2.646250,4.192437,403.887508,2.550044
36.166667,-2.415312,4.055563,405.222183,2.621438
36.183333,-2.483188,4.215500,408.287827,2.517563
36.200000,-2.091312,3.970437,408.036564,2.883306
36.216667,-2.096375,3.881813,405.603753,2.768866
36.233333,-1.747687,3.904250,404.058438,2.671381
36.250000,-1.473250,2.902563,409.816252,3.590544
36.266667,-1.270938,2.226312,414.782198,3.854638
36.283333,-1.342875,1.868750,417.274061,3.891444
36.300000,-0.839750,1.439063,417.173429,3.811809
36.316667,-2.299062,3.944500,410.043745,3.432989
36.333333,-2.373375,3.266312,405.041877,2.925567
36.350000,-2.775563,4.029688,404.760627,2.496503
36.366667,-2.699812,3.998562,398.923737,2.358766
36.383333,-3.018812,4.085750,401.694680,2.501991
36.400000,-2.519938,3.994187,403.965012,2.400959
36.416667,-2.415625,3.961000,404.641870,2.444459
36.433333,-2.259687,3.829875,407.292489,2.505153
36.450000,-2.319875,3.864875,407.967490,2.452747
36.466667,-1.034875,3.916500,404.519065,2.409584
36.483333,-2.553938,3.981250,411.635616,2.366741
36.500000,-1.467500,3.984062,406.504367,2.506084
36.516667,-1.744063,3.918188,403.249687,2.468469
36.533333,-0.700250,4.030125,401.731883,2.475303
36.550000,-2.067625,3.936437,403.230946,2.502244
36.566667,-2.032500,4.178500,404.552196,2.513681
36.583333,-1.480312,4.062813,403.089698,2.500931
36.600000,-2.551250,3.999875,403.044064,2.479553
36.616667,-1.676063,3.893563,405.604993,2.486229
36.633333,-1.807250,3.762312,409.485315,2.506216
36.650000,-2.347750,3.805625,415.640623,2.526204
36.666667,-0.704000,3.798562,407.260937,2.546191
36.683333,-1.848875,3.747938,408.826560,2.566179
36.700000,-2.645375,3.971437,410.376246,2.580119
36.716667,-2.500750,3.927937,411.463750,2.418681
36.733333,-1.563813,3.812063,407.485319,2.431108
36.750000,-0.530375,3.860125,404.572489,2.449530
36.766667,-2.193062,3.871875,407.031877,2.588616
36.783333,-1.907375,4.039125,408.029694,2.755213
36.800000,-2.230813,3.994438,408.021259,2.840806
36.816667,-2.369062,3.995438,407.742496,2.816609
36.833333,-2.019812,4.042375,407.139056,2.749203
36.850000,-2.404688,4.051250,406.515625,2.696586
36.866667,-2.165562,3.787687,405.376565,2.658758
36.883333,-2.503437,4.091937,407.822814,2.610875
36.900000,-1.375688,4.050625,411.867185,2.545625
36.916667,-2.460187,4.035375,406.161880,2.542806
36.933333,-2.646437,4.029625,413.839993,2.663759
36.950000,-2.637438,4.081938,414.939692,2.441356
36.966667,-3.381625,4.247000,420.005006,2.772322
36.983333,-2.471312,4.148500,409.654998,2.592978
37.000000,-3.035188,4.035625,416.052500,2.736984
37.016667,-2.702063,4.229312,415.391575,2.851978
37.033333,-2.541750,4.311000,417.304069,2.800791
37.050000,-3.685000,4.689250,422.840618,3.099850
37.066667,-3.642750,5.071688,434.128120,3.054662
37.083333,-3.271375,5.322688,433.781251,3.325691
37.100000,-3.561188,5.136250,434.466558,3.459587
37.116667,-3.662250,5.260563,433.875929,3.272392
37.133333,-4.293437,5.155062,432.541561,3.096377
37.150000,-3.441500,4.758750,438.840945,3.000609
37.166667,-3.628125,4.916188,439.909695,3.157247
37.183333,-3.626188,5.075500,437.128443,3.388609
37.200000,-2.299313,4.969625,434.894070,3.074859
37.216667,-3.685688,5.077000,433.282019,3.173172
37.233333,-3.598625,5.176625,435.302345,3.299891
37.250000,-3.026438,5.004875,437.322670,3.426609
37.266667,-2.816687,5.070375,433.882804,3.553328
37.283333,-1.791750,5.055875,434.802505,3.626497
