time,L,MLT,number density,bmag,wavemags
8.473643333333333771e+01,4.929687575833333391e+00,2.727626879999999754e-01,4.625247026783375626e-01,2.827600194081598488e+02,9.181107262930185691e-05
8.473945333333332997e+01,4.925554403833332984e+00,2.757894528000000012e-01,4.799436854335135672e-01,2.817095050061496408e+02,5.686675528247837213e-05
8.474247333333333643e+01,4.921421231833333465e+00,2.788162176000000270e-01,4.973626681887715617e-01,2.810162852734118815e+02,8.020747714502451345e-05
8.474549333333332868e+01,4.917288059833333058e+00,2.818429823999999972e-01,5.147816509439475663e-01,2.824016464219492946e+02,7.572449922048514991e-05
8.474851305555554859e+01,4.913144972000000443e+00,2.848775912000000021e-01,5.321990315116313930e-01,2.835741687886495583e+02,4.741900910393163291e-05
8.475153333333332739e+01,4.908978800833333267e+00,2.879303671666666453e-01,5.496196164543816209e-01,2.841430039784024757e+02,9.561935973355114150e-05
8.475455277777777496e+01,4.904813779166667054e+00,2.909823008333333183e-01,5.670353948345733253e-01,2.834764002636596274e+02,5.293027692247713315e-05
8.475757277777778143e+01,4.900647991166666273e+00,2.940347960333333788e-01,5.844543775898313198e-01,2.846382813476203637e+02,1.171301070632424523e-04
8.476059222222222900e+01,4.896482969500000060e+00,2.970867296999999962e-01,6.018701559700231352e-01,2.842871406636718348e+02,2.216917202920664251e-05
8.476361222222222125e+01,4.892317181500000167e+00,3.001392249000000012e-01,6.192891387251990842e-01,2.826521784570830391e+02,4.474999084586915392e-05
8.476663194444444116e+01,4.888124353333333616e+00,3.032123676666667045e-01,6.367065192928830220e-01,2.830866962340106170e+02,3.599358616935843271e-05
8.476965194444444762e+01,4.883924137333333526e+00,3.062911368666667022e-01,6.541255020481410165e-01,2.859744061738541632e+02,3.397700804546097521e-05
8.477267166666666753e+01,4.879724307666666760e+00,3.093696228833333617e-01,6.715428826158248432e-01,2.873433476584629602e+02,4.993514815504443465e-05
8.477569138888888745e+01,4.875524477999999995e+00,3.124481089000000211e-01,6.889602631835087809e-01,2.871991120195918370e+02,7.222355937820414660e-05
8.477871083333333502e+01,4.871325034666666554e+00,3.155263117333333422e-01,7.063760415637005963e-01,2.875820111678775106e+02,7.454656776636080955e-05
8.478173083333332727e+01,4.867116273333333076e+00,3.186124701333333253e-01,7.237950243188765453e-01,2.888003593827216378e+02,7.896274464495791224e-05
8.478475027777777484e+01,4.862886031666667108e+00,3.217173044666666870e-01,7.412108026990683607e-01,2.899203371777159646e+02,3.944255889258532804e-05
8.478776999999999475e+01,4.858655400833333360e+00,3.248224244333333122e-01,7.586281832667522984e-01,2.903904837795119533e+02,5.977934322211219444e-05
8.479078972222222887e+01,4.854424770000000500e+00,3.279275443999999928e-01,7.760455638345181706e-01,2.903726612798270708e+02,6.997911609292691330e-05
8.479380944444444879e+01,4.850194139166666751e+00,3.310326643666666735e-01,7.934629444022019973e-01,2.903051832635607639e+02,5.567994846152854753e-05
8.479682888888888215e+01,4.845963897499999895e+00,3.341374986999999797e-01,8.108787227823118782e-01,2.906315575489470575e+02,6.691753431470493115e-05
8.479984861111111627e+01,4.841707172912392387e+00,3.372634936425121799e-01,8.282961033500777503e-01,2.896950472267841405e+02,7.428137318173756243e-05
8.480286777777777729e+01,4.837442901357148273e+00,3.403955775503356151e-01,8.457102795426953978e-01,2.903799434611148627e+02,7.630877700923915149e-05
8.480588722222222486e+01,4.833178237468520599e+00,3.435279496248632158e-01,8.631260579228872132e-01,2.903317306073594182e+02,3.075127423660697191e-05
8.480890694444444478e+01,4.828913181246507591e+00,3.466606098660950375e-01,8.805434384905711509e-01,2.913170110760707416e+02,3.986522398453636127e-05
8.481192638888889235e+01,4.824648517357879918e+00,3.497929819406226382e-01,8.979592168707629662e-01,2.924156045412996718e+02,5.331357403242788337e-05
8.481494611111111226e+01,4.820375688378165435e+00,3.529322922399359408e-01,9.153765974384467929e-01,2.933578511252915746e+02,2.645678400029106433e-05
8.481796583333333217e+01,4.816078020271090665e+00,3.560928538950711153e-01,9.327939780061307307e-01,2.932998637110466689e+02,4.100606506464626389e-05
8.482098527777777974e+01,4.811780747497298449e+00,3.592531248169108515e-01,9.502097563863225460e-01,2.941781979397808868e+02,4.605995989206345894e-05
8.482400499999999965e+01,4.807483079390223679e+00,3.624136864720460260e-01,9.676271369540063727e-01,2.950508831927020310e+02,4.387095297254879926e-05
8.482702388888888834e+01,4.803186597282994796e+00,3.655733759272947747e-01,9.850397109591320088e-01,2.970034610352871027e+02,5.124290232400676082e-05
8.483004333333333591e+01,4.798889324509202581e+00,3.687336468491345109e-01,1.002455489339323824e+00,2.992402328049928997e+02,3.526488660630359187e-05
8.483306277777778348e+01,4.794568618333332921e+00,3.719144870333332964e-01,1.019871267719515640e+00,2.983801863281336182e+02,4.916118030121965254e-05
8.483608222222221684e+01,4.790238734999999970e+00,3.751033826999999876e-01,1.037287046099625520e+00,2.975049291112940750e+02,4.736934929241023529e-05
8.483910166666666441e+01,4.785908851666667019e+00,3.782922783666666233e-01,1.054702824479817114e+00,2.974750183006873954e+02,5.695635194424946140e-05
8.484212111111111199e+01,4.781578968333333179e+00,3.814811740333333145e-01,1.072118602860009151e+00,2.976160443634262833e+02,5.373734452620270303e-05
8.484514055555555956e+01,4.777249085000000228e+00,3.846700697000000058e-01,1.089534381240200744e+00,2.988546375511383530e+02,4.802441741753823062e-05
8.484815944444444824e+01,4.772913521220511157e+00,3.878641720332254850e-01,1.106946955245326381e+00,2.983216517909770005e+02,5.136928448899464716e-05
8.485117916666666815e+01,4.768550625985758629e+00,3.910825320022828233e-01,1.124364335813010207e+00,2.992564128828593084e+02,4.868334040582608007e-05
8.485419833333332917e+01,4.764188533417778260e+00,3.943002998712630269e-01,9.693345490592044644e-01,2.988229559986133950e+02,5.330603485577819708e-05
8.485721777777777675e+01,4.759826039516411811e+00,3.975183637902817702e-01,1.001718187332873322e+00,2.991483110800072609e+02,4.844238664976951493e-05
8.486023694444443777e+01,4.755463946948430554e+00,4.007361316592619183e-01,9.297454831003878484e-01,3.003813190543589826e+02,5.115029854511155487e-05
8.486325638888888534e+01,4.751101453047064105e+00,4.039541955782806615e-01,9.242271418571224029e-01,3.001000919804545788e+02,4.775166072545189406e-05
8.486627555555556057e+01,4.746716000728385509e+00,4.071921266972491349e-01,1.095304582953541273e+00,3.014821474402626222e+02,5.583406045263706506e-05
8.486929499999999393e+01,4.742319086300899933e+00,4.104399011076951820e-01,9.357928301195558296e-01,3.026121906250043025e+02,5.665978004262513175e-05
8.487231388888888262e+01,4.737922980873309875e+00,4.136870779515523511e-01,1.100300775706847922e+00,3.038133930441055099e+02,2.324937138674361094e-05
8.487533333333333019e+01,4.733526066445825187e+00,4.169348523619983982e-01,1.103605783164484988e+00,3.040958810527182550e+02,4.571449706682592841e-05
8.487835250000000542e+01,4.729129556518286925e+00,4.201823279891500063e-01,1.106665134429998698e+00,3.036294560985764406e+02,3.442997248019477266e-05
8.488137166666666644e+01,4.724727877500000339e+00,4.234346855166666312e-01,1.113568627814492285e+00,3.016843837813469236e+02,3.914727833842399459e-05
8.488439083333332746e+01,4.720298760000000371e+00,4.267129570666666760e-01,1.122125880479817761e+00,2.983081996895729162e+02,2.286578683632160803e-05
8.488741027777777504e+01,4.715869235000000437e+00,4.299915302333333078e-01,1.132914782524134578e+00,2.976609846033134090e+02,2.636920353521381705e-05
8.489042916666666372e+01,4.711440525000000434e+00,4.332695001666666546e-01,1.241471501947195799e+00,2.951205996289073141e+02,2.118528085487524640e-05
8.489344861111111129e+01,4.707011000000000500e+00,4.365480733333333418e-01,1.038102031191140417e+00,2.934103098144424848e+02,5.100377854097327978e-05
8.489646749999999997e+01,4.702582290000000498e+00,4.398260432666666886e-01,1.155016236341357638e+00,2.918243352051063084e+02,6.925322398777209202e-05
8.489948666666666099e+01,4.698132361870786866e+00,4.431240849916556201e-01,1.139103031092996821e+00,2.910550415045123600e+02,6.280803605567146833e-05
8.490250583333333623e+01,4.693670637951740332e+00,4.464333327607639679e-01,1.123189825844561174e+00,2.910248975470365735e+02,5.744299531805240652e-05
8.490552499999999725e+01,4.689208914032693798e+00,4.497425805298723711e-01,1.107276620596200356e+00,2.891675352130035321e+02,7.260730171154500744e-05
8.490854416666667248e+01,4.684747190113647264e+00,4.530518282989807188e-01,1.091363415347764709e+00,2.892788026579311236e+02,7.435896074492667079e-05
8.491156333333333350e+01,4.680285466194600730e+00,4.563610760680890666e-01,1.075450210099404114e+00,2.887814994767712165e+02,2.941927849075201218e-05
8.491458222222222219e+01,4.675820309661498975e+00,4.596737983995831667e-01,1.059538468942030187e+00,2.884950438046310524e+02,2.835461376346915251e-05
8.491760111111111087e+01,4.671326391076353168e+00,4.630148031679431342e-01,1.043626727784656261e+00,2.896990103808672643e+02,3.554539640853354086e-05
8.492062027777777189e+01,4.666832058991153609e+00,4.663561153530098036e-01,1.027713522536295443e+00,2.892805660175432081e+02,5.885476965506360192e-05
8.492363916666666057e+01,4.662338140406007803e+00,4.696971201213698266e-01,1.011801781378921739e+00,2.894231866173913090e+02,3.406494540527549324e-05
8.492665833333333580e+01,4.657843808320808243e+00,4.730384323064364960e-01,9.958885761304860917e-01,2.913136332869739817e+02,6.001993456976773434e-05
8.492967749999999683e+01,4.653349476235608684e+00,4.763797444915032209e-01,9.799753708821252740e-01,2.933593335625624263e+02,3.894428156949230946e-05
8.493269638888888551e+01,4.648835000000000051e+00,4.797401168000000049e-01,1.308599283934372748e+00,2.951301110168512309e+02,5.917700886351573539e-05
8.493571555555556074e+01,4.644306249999999636e+00,4.831138543999999868e-01,1.290837990224406262e+00,2.949144725195645833e+02,5.613396255989469140e-05
8.493873444444444942e+01,4.639777916666666613e+00,4.864872815999999878e-01,5.103094684084424904e-01,2.966138857435413456e+02,5.569895883892163942e-05
8.494175305555555155e+01,4.635250000000000092e+00,4.898603984000000078e-01,6.467299506664017095e-01,2.955754690719975883e+02,5.533064968069631266e-05
8.494477222222222679e+01,4.630721250000000566e+00,4.932341359999999897e-01,7.469839227006060955e-01,2.949602484552864894e+02,5.546783697562802180e-05
8.494779111111111547e+01,4.626190417666666832e+00,4.966101316166666724e-01,8.767693407731185218e-01,2.953944863106111711e+02,2.511056927682113970e-05
8.495081027777777649e+01,4.621629060666666788e+00,5.000173819666666741e-01,7.742003502953107574e-01,2.965992192735337198e+02,1.691016307878675428e-05
8.495382916666666517e+01,4.617068123333333496e+00,5.034243188333332730e-01,1.197516001105246808e+00,2.987263583559024482e+02,3.742616183844924840e-05
8.495684833333334041e+01,4.612506766333333452e+00,5.068315691833332748e-01,1.125243767500242242e+00,3.027256620701403449e+02,5.637910026538230399e-05
8.495986722222222909e+01,4.607945829000000160e+00,5.102385060499999847e-01,1.473931187807846044e+00,3.063695311441923650e+02,4.559892369286333298e-05
8.496288583333333122e+01,4.603385311333332730e+00,5.136451294333332918e-01,1.261010537147525312e+00,3.083554856226795096e+02,5.899219861530166875e-05
8.496590472222221990e+01,4.598805240999999988e+00,5.170709978999999956e-01,7.040838251305578943e-01,3.081955535389365082e+02,2.266377448190745586e-05
8.496892388888889514e+01,4.594209465499999645e+00,5.205123044499999629e-01,9.390961976921211596e-01,3.083784517807246743e+02,3.628036190723534551e-05
8.497194249999999727e+01,4.589614535666666661e+00,5.239529777666667165e-01,5.215647700712560120e-01,3.065236804783826869e+02,3.823633541724420911e-05
8.497496166666667250e+01,4.585018760166666318e+00,5.273942843166666838e-01,8.501534371824672753e-01,3.062379147651665789e+02,1.646239941725249632e-05
8.497798027777777463e+01,4.580423830333333335e+00,5.308349576333333264e-01,9.684190923976802035e-01,3.069010666721532061e+02,2.143446492150809319e-05
8.498099944444444986e+01,4.575826969666666244e+00,5.342774961666667544e-01,1.219863771558369558e+00,3.074424733421657265e+02,3.298351502756491994e-05
8.498401805555555200e+01,4.571201249999999661e+00,5.377531250000000540e-01,9.147914556830372135e-01,3.047931717454077898e+02,3.655558912839373801e-05
8.498703694444444068e+01,4.566575104666666718e+00,5.412290736666667268e-01,1.290727825959528285e+00,3.029705206152504502e+02,7.413149779306979796e-05
8.499005555555555702e+01,4.561949385000000134e+00,5.447047025000000264e-01,1.274660717428222068e+00,3.047831252929266839e+02,4.858849923706240557e-05
8.499307444444444570e+01,4.557323239666666304e+00,5.481806511666666992e-01,7.982068388433747330e-01,3.076791553320996968e+02,3.226983627241095164e-05
8.499609333333333439e+01,4.552697094333333361e+00,5.516565998333333720e-01,9.139483531430920848e-01,3.073837379884672600e+02,4.013906960374311462e-05
8.499911222222222307e+01,4.548053250499999756e+00,5.551509921999999708e-01,7.365352684251164073e-01,3.074617125507343189e+02,4.410209911359370787e-05
8.500213111111111175e+01,4.543392689833333442e+00,5.586628052666666733e-01,1.384621021983376554e+00,3.073396529416338581e+02,2.676424479505447638e-05
8.500515000000000043e+01,4.538732129166666240e+00,5.621746183333333757e-01,4.544490861597027531e-01,3.093091192228175714e+02,4.464912831453103712e-05
8.500816833333333022e+01,4.534072426166666503e+00,5.656857851333333409e-01,6.074737704623274226e-01,3.091099998125251318e+02,5.070713363613485344e-05
8.501118694444444657e+01,4.529412294333333477e+00,5.691972750666667302e-01,1.439928307175649458e+00,3.123985689940309385e+02,3.389475219853330286e-05
8.501420611111110759e+01,4.524751304833333876e+00,5.727094112666667458e-01,7.408970458003788506e-01,3.155856010382128147e+02,3.798783976557326263e-05
8.501722472222222393e+01,4.520056992000000662e+00,5.762570611000000786e-01,7.543624639515741359e-01,3.156437789511903134e+02,2.383388909302094704e-05
8.502024361111111261e+01,4.515362016000000089e+00,5.798052819666666968e-01,1.078075089027503264e+00,3.161912838579288518e+02,2.924411422741086193e-05
8.502326222222222896e+01,4.510667472000000622e+00,5.833531763500000578e-01,5.232812016333475702e-01,3.155596185058610104e+02,2.587284232133153924e-05
8.502628111111111764e+01,4.505972496000000049e+00,5.869013972166666759e-01,5.214045972864927991e-01,3.166381427350117406e+02,5.184696666867627611e-05
8.502929972222221977e+01,4.501277952000000582e+00,5.904492916000000369e-01,5.195281656121081282e-01,3.164347986326642967e+02,4.592428351101788094e-05
8.503231833333333611e+01,4.496568014709376726e+00,5.940148881537614667e-01,6.468351300688990335e-01,3.159807744335308826e+02,5.758453736410439538e-05
8.503533694444443825e+01,4.491840869093863375e+00,5.976002741539420127e-01,4.537402156804415387e-01,3.151163859865039854e+02,2.835232978692671572e-05
8.503835583333332693e+01,4.487113288478292716e+00,6.011859900874987339e-01,6.753777496011098558e-01,3.144581332972925907e+02,4.699229187660603472e-05
8.504137444444444327e+01,4.482386142862778478e+00,6.047713760876791689e-01,3.919765361427131611e-01,3.150287321269437371e+02,4.688918239865889827e-05
8.504439333333333195e+01,4.477658562247208707e+00,6.083570920212360011e-01,6.289601384902473447e-01,3.183795801151599107e+02,5.523812597034190709e-05
8.504741194444444830e+01,4.472931416631694468e+00,6.119424780214164361e-01,3.493535724520760444e-01,3.198418605200552634e+02,5.963278966875341588e-05
8.505043083333333698e+01,4.468172829167600391e+00,6.155645413563097801e-01,4.405976631321891768e-01,3.200807602775981309e+02,4.615148231018187044e-05
8.505344916666666677e+01,4.463413521787301441e+00,6.191878085845301527e-01,6.319751765391066201e-01,3.204661316990905107e+02,6.476724758623467486e-05
8.505646777777778311e+01,4.458653776407060398e+00,6.228114092627071718e-01,6.234749325967738898e-01,3.212982531229146730e+02,6.550341070946199054e-05
8.505948638888888524e+01,4.453894031026818467e+00,6.264350099408841910e-01,6.216886851548614201e-01,3.216201736052238402e+02,4.461050374152662236e-05
8.506250527777777393e+01,4.449133847646634443e+00,6.300589440690177456e-01,5.233091864789033432e-01,3.234305957025551947e+02,3.541598196313560672e-05
8.506552361111111793e+01,4.444360529999999976e+00,6.336991013333334033e-01,5.916778518392243891e-01,3.250070283825180582e+02,4.448973798859145475e-05
8.506854250000000661e+01,4.439567741999999484e+00,6.373623418666667373e-01,5.626035996649755289e-01,3.243470655814703605e+02,1.866670658443596754e-05
8.507156111111110874e+01,4.434775394999999953e+00,6.410252453333333822e-01,5.973329181151149081e-01,3.253086803729858616e+02,2.432515945886748514e-05
8.507457972222222509e+01,4.429983047999999535e+00,6.446881488000000271e-01,5.810860089094277425e-01,3.272600422738531734e+02,3.042094107690059414e-05
8.507759805555555488e+01,4.425191142000000077e+00,6.483507151999999829e-01,3.512514819723956960e-01,3.288645224942567893e+02,2.265754658420479723e-05
8.508061694444444356e+01,4.420398353999999586e+00,6.520139557333333169e-01,4.926430171872958064e-01,3.293993904669721360e+02,2.541061535018802295e-05
8.508363527777777335e+01,4.415575186095726856e+00,6.557130489713605126e-01,6.012492710239660809e-01,3.315980780992737209e+02,3.009363486042151154e-05
8.508665416666666204e+01,4.410747982133851330e+00,6.594165015869142277e-01,6.329669541679578959e-01,3.335775093996873579e+02,2.337282993130315766e-05
8.508967250000000604e+01,4.405921666505425272e+00,6.631192726690459116e-01,6.646788004178526554e-01,3.347898493495966363e+02,5.118005141754687078e-05
8.509269138888889472e+01,4.401094462543549746e+00,6.668227252845996267e-01,6.963964835618443594e-01,3.358956796426427900e+02,1.868436943893323431e-05
8.509570972222222451e+01,4.396268146915122799e+00,6.705254963667313106e-01,7.281083298115897939e-01,3.376425860934722891e+02,1.685835428288919252e-05
8.509872861111111320e+01,4.391428319418187343e+00,6.742448689030119402e-01,7.598260129555816089e-01,3.378180944000868635e+02,2.988059243377368140e-05
8.510174666666667065e+01,4.386569854217466258e+00,6.779884041655723781e-01,7.915349407582785712e-01,3.375601223807618112e+02,3.292974650837373523e-05
8.510476527777777278e+01,4.381710494683528800e+00,6.817326285280431719e-01,8.232497054550724780e-01,3.376785486311720774e+02,2.712480226048840179e-05
8.510778388888888912e+01,4.376851135149591343e+00,6.854768528905139657e-01,8.549644701520158208e-01,3.352500496021693266e+02,1.416514793271702603e-05
8.511080250000000547e+01,4.371991775615653886e+00,6.892210772529847596e-01,9.503043687050916066e-01,3.365584331036698700e+02,1.855492297776094033e-05
8.511382111111110760e+01,4.367132416081716428e+00,6.929653016154554424e-01,1.079018792350368683e+00,3.377365684218200954e+02,2.683987990868498522e-05
8.511683972222222394e+01,4.362243263999999954e+00,6.967459040000000270e-01,1.074710662950724371e+00,3.392853889634628786e+02,2.364820751172964333e-05
8.511985805555555373e+01,4.357349941999999920e+00,7.005317994999999964e-01,1.052351749849295359e+00,3.407313374608544905e+02,3.209340684172945355e-05
8.512287638888888353e+01,4.352456619999999887e+00,7.043176949999999659e-01,1.048268242479052370e+00,3.413177490740169446e+02,4.689949268993154959e-05
8.512589499999999987e+01,4.347562847666666563e+00,7.081039389166666753e-01,9.814901143419790808e-01,3.433944169531216062e+02,5.028238328323693325e-05
8.512891361111111621e+01,4.342669075333333240e+00,7.118901828333333848e-01,8.256797242847430107e-01,3.451672719434445753e+02,4.550216807366072130e-05
8.513193194444444600e+01,4.337765156887349427e+00,7.156910381617138661e-01,1.027218169300000872e+00,3.456808805078030105e+02,4.459420896727282074e-05
8.513495055555556235e+01,4.332840595361901137e+00,7.195207495797201203e-01,7.628177883472636589e-01,3.445662973165914877e+02,4.785181781419992547e-05
8.513796916666666448e+01,4.327916033836453735e+00,7.233504609977264854e-01,8.231844744689490456e-01,3.449115664316393577e+02,5.217162267975161824e-05
8.514098777777778082e+01,4.322991472311006333e+00,7.271801724157327396e-01,1.010386211237128018e+00,3.453654014550186275e+02,4.545052184794871734e-05
8.514400611111111061e+01,4.318067363952166282e+00,7.310095314171183301e-01,8.473908894822789195e-01,3.479477954218266404e+02,4.255649331912208784e-05
8.514702416666666807e+01,4.313143708759933581e+00,7.348385380018830348e-01,6.174305351665801966e-01,3.480454566425993903e+02,3.975573496141346689e-05
8.515004277777778441e+01,4.308189349535071599e+00,7.387044531633402134e-01,9.909422305208718251e-01,3.489068360355108780e+02,3.426330267151988710e-05
8.515306111111111420e+01,4.303229019889195150e+00,7.425778204676849459e-01,8.041893126830452765e-01,3.507408727322487607e+02,3.756768278219979211e-05
8.515607972222221633e+01,4.298268233743259614e+00,7.464515442387427147e-01,8.127269312757092745e-01,3.515988762207428522e+02,5.776288079613548366e-05
8.515909833333333268e+01,4.293307447597324078e+00,7.503252680098004834e-01,9.654905020721835651e-01,3.524607692870769142e+02,6.345092791949940073e-05
8.516211666666666247e+01,4.288347117951447629e+00,7.541986353141452160e-01,7.841922855758278743e-01,3.533141574647718812e+02,9.243868065764327009e-05
8.516513527777777881e+01,4.283377061333333735e+00,7.580861013333333176e-01,6.892084889145250193e-01,3.532933574310303584e+02,3.032640890724951907e-05
8.516815333333333626e+01,4.278386404666666643e+00,7.620047446666666779e-01,8.502800321930112926e-01,3.553149973027583428e+02,5.854235246743314560e-05
8.517117166666666606e+01,4.273395288666666403e+00,7.659237486666666817e-01,7.152183501029201196e-01,3.570661129824138129e+02,3.053207160678807013e-05
8.517419027777778240e+01,4.268403713333333016e+00,7.698431133333333287e-01,4.895004792726082576e-01,3.585415632833572772e+02,5.292873663852983647e-05
8.517720861111111219e+01,4.263412597333333665e+00,7.737621173333333324e-01,5.507486312244981308e-01,3.589645476718031318e+02,4.152249805522316222e-05
8.518022722222222853e+01,4.258421022000000278e+00,7.776814819999999795e-01,9.287854074142810612e-01,3.577195281750852018e+02,3.097680465714362617e-05
8.518324555555555833e+01,4.253403088010014876e+00,7.816366199975754991e-01,9.323823169475398132e-01,3.590466183886717886e+02,5.006984637247196304e-05
8.518626416666666046e+01,4.248377101164440006e+00,7.856023500145377092e-01,1.312424070129389886e+00,3.575517928986096763e+02,5.023597816673827096e-05
8.518928250000000446e+01,4.243351576818804816e+00,7.895677150982141068e-01,8.067820055662491274e-01,3.597624410820429262e+02,3.745379902979005494e-05
8.519230083333333425e+01,4.238326052473170513e+00,7.935330801818906155e-01,9.187690764377627328e-01,3.608499536079162340e+02,4.719657259525740267e-05
8.519531888888889171e+01,4.233300990627475002e+00,7.974980803322812006e-01,1.092378806341939956e+00,3.620832749509373230e+02,2.799015529954514687e-05
8.519833749999999384e+01,4.228266603467005780e+00,8.014761305825690574e-01,5.707350977909735334e-01,3.645114939748714846e+02,3.657855783051668379e-05
8.520135583333333784e+01,4.223208479808395310e+00,8.054893071051181241e-01,1.021102688856111662e+00,3.648152382136700567e+02,4.155802075100299134e-05
8.520437444444443997e+01,4.218149890649725009e+00,8.095028529610486245e-01,8.627424568517889636e-01,3.680227451554445111e+02,3.388715177727304406e-05
8.520739277777778398e+01,4.213091766991115428e+00,8.135160294835975803e-01,8.832595148363036053e-01,3.690017235884226352e+02,4.086386709178758345e-05
8.521041111111111377e+01,4.208033643332505847e+00,8.175292060061466470e-01,9.038079140363649566e-01,3.707691083380004216e+02,4.549360581921363541e-05
8.521342916666667122e+01,4.202975985173956985e+00,8.215420131953142802e-01,9.243544221634649727e-01,3.723993969082936815e+02,6.266527988980712897e-05
8.521644777777777335e+01,4.197893405500000341e+00,8.255915451666666627e-01,9.449047124364875483e-01,3.738798225505384494e+02,4.127929948298688750e-05
8.521946583333333081e+01,4.192803153000000727e+00,8.296532443333333173e-01,9.654512205635875643e-01,3.765749936874811397e+02,2.318820582835320060e-05
8.522248444444444715e+01,4.187711963499999968e+00,8.337156911666666614e-01,9.860015108367069514e-01,3.781017700096538761e+02,2.753611993301660765e-05
8.522550277777777694e+01,4.182621242500000669e+00,8.377777641666667163e-01,1.006549910036768303e+00,3.793083781349367882e+02,3.446039765971341826e-05
8.522852111111110673e+01,4.177530521500000482e+00,8.418398371666666602e-01,1.027098309236829543e+00,3.786569195786786395e+02,4.123477348886924626e-05
8.523153944444445074e+01,4.172432431666667441e+00,8.459126919333332939e-01,1.047646708436987595e+00,3.788900718945358790e+02,4.140561066100516865e-05
8.523455805555555287e+01,4.167306830000000240e+00,8.500254891999999840e-01,1.068196998710010170e+00,3.791815275780323873e+02,3.890429816365040499e-05
8.523757583333333798e+01,4.162182643333333765e+00,8.541371510666666556e-01,1.088741615764148962e+00,3.806652656016133847e+02,2.761915996351789322e-05
8.524059444444444011e+01,4.157057041666666564e+00,8.582499483333333457e-01,1.109291906037171538e+00,3.820985556315204121e+02,2.822728597387680422e-05
8.524361249999999757e+01,4.151932383333333476e+00,8.623619886666666901e-01,1.129838414164271665e+00,3.835498085632984839e+02,2.574728933382415809e-05
8.524663111111111391e+01,4.146806781666666275e+00,8.664747859333332691e-01,1.150388704437391052e+00,3.853279817851581583e+02,4.362728871071152101e-05
8.524964944444444370e+01,4.141659082666666158e+00,8.706228135999999340e-01,1.170937103637452292e+00,3.870278216796132256e+02,4.298685639798315299e-05
8.525266750000000116e+01,4.136501829333332658e+00,8.747862815999999375e-01,1.191483611764552197e+00,3.879692869921854026e+02,1.844218893457916396e-05
8.525568583333333095e+01,4.131344101333333185e+00,8.789501328000000058e-01,1.212032010964613438e+00,3.859830882812287314e+02,2.225686038051048404e-05
8.525870361111111606e+01,4.126187322666666546e+00,8.831132175999999445e-01,1.232576628018752229e+00,3.874851998337315422e+02,3.907777432980132028e-05
8.526172222222221819e+01,4.121029119999999324e+00,8.872774519999999665e-01,1.253126918291774805e+00,3.893416858590893526e+02,3.676166839603704756e-05
8.526474027777777565e+01,4.115866316666666691e+00,8.914499233333332828e-01,1.273673426418874710e+00,3.912542087402910056e+02,1.202371127917998742e-05
8.526775888888889199e+01,4.110675512999999448e+00,8.956670437999999512e-01,1.294223716691994097e+00,3.933155549861841678e+02,6.823441391748974143e-06
8.527077694444444944e+01,4.105485664666666423e+00,8.998833881333333506e-01,1.314770224819094224e+00,3.956611584039670788e+02,2.751643069759712981e-05
8.527379555555555157e+01,4.100294861000000068e+00,9.041005086000000190e-01,1.335320515092116800e+00,3.965679998106941753e+02,3.051375556178334965e-05
8.527681361111110903e+01,4.095105012666667044e+00,9.083168529333334185e-01,1.355867023219216705e+00,3.973149801661085121e+02,2.474552472777288801e-05
8.527983166666666648e+01,4.089915164333333131e+00,9.125331972666667069e-01,1.376413531346316610e+00,3.985478172168134279e+02,1.292071340296038028e-05
8.528284999999999627e+01,4.084703703333333102e+00,9.167851546666666573e-01,1.473303820409967102e+00,4.001618769292339266e+02,4.296435067233499860e-05
8.528586833333334027e+01,4.079480779333333196e+00,9.210562170666667381e-01,1.917680873280397602e+00,4.028448475878316799e+02,4.799634504991438067e-05
8.528888666666667007e+01,4.074257855333333289e+00,9.253272794666667078e-01,2.360229783608931875e+00,4.037595432227017795e+02,3.342329222637503082e-05
8.529190499999999986e+01,4.069034931333333382e+00,9.295983418666666775e-01,1.466486211776304671e+00,4.045101961328142579e+02,4.812272843085718893e-05
8.529492305555555731e+01,4.063812487999999945e+00,9.338690111999999877e-01,2.078557079461248680e+00,4.047295908688655572e+02,3.909852540558484730e-05
8.529794138888888710e+01,4.058585212999999747e+00,9.381471268000000086e-01,1.097067771912245027e+00,4.058919188478354272e+02,3.193713106485891300e-05
8.530095972222221690e+01,4.053327879999999439e+00,9.424739679999999398e-01,1.161560725983326936e+00,4.064838511016751568e+02,3.989180668865871754e-05
8.530397777777777435e+01,4.048071030833333417e+00,9.468004110000000084e-01,1.023721782445896844e+00,4.081103541989542691e+02,2.737783833653902889e-05
8.530699583333333180e+01,4.042814181666666506e+00,9.511268539999999660e-01,1.579767764969886468e+00,4.097031190214650564e+02,4.025859421009490602e-05
8.531001444444444815e+01,4.037556364833332800e+00,9.554540933999999819e-01,1.152442857715656688e+00,4.133758935289728811e+02,3.396947136709406532e-05
8.531303250000000560e+01,4.032299515666666778e+00,9.597805364000000505e-01,1.179541784982153674e+00,4.156031250453725647e+02,2.997336384759687687e-05
8.531605083333333539e+01,4.027022478250322557e+00,9.641420788783957585e-01,1.503179986900307963e+00,4.168512080350619726e+02,2.217950553966848589e-05
8.531906888888889284e+01,4.021733033394926160e+00,9.685259258658758252e-01,1.232248749512907970e+00,4.179031367187914157e+02,2.108153334100481730e-05
