time,L,MLT,number density,bmag,wavemags
4.289363694444444519e+01,2.971311569000000041e+00,1.774489101930000245e+01,2.190544810385182245e+03,1.232290627265523199e+03,1.733736664033097677e-05
4.289666638888888883e+01,2.977697032000000021e+00,1.775339061040000033e+01,2.190726510417734062e+03,1.225045871953138430e+03,1.808429229056753452e-05
4.289969527777778069e+01,2.984053134084227121e+00,1.776175858670343999e+01,2.174226037561736121e+03,1.217710330468819166e+03,1.213100276870086838e-05
4.290272472222222433e+01,2.990398607591326918e+00,1.777007368355407735e+01,1.989290072429453403e+03,1.210305724210891412e+03,2.802489272757204323e-05
4.290575388888888853e+01,2.996743499265169142e+00,1.777838801797148349e+01,1.989471790223234166e+03,1.203156706273497093e+03,3.455785647284466676e-05
4.290878333333333217e+01,3.003088972772268939e+00,1.778670311482212085e+01,1.989653512513273427e+03,1.196093512421789228e+03,1.152087946029497723e-05
4.291181250000000347e+01,3.009433864446111162e+00,1.779501744923952344e+01,1.925130421018974403e+03,1.189238510883034905e+03,1.668265926418076360e-05
4.291484194444444711e+01,3.015771582315310173e+00,1.780329661051882795e+01,1.838000223961709025e+03,1.182120970874949080e+03,3.957293994523212826e-05
4.291787083333333186e+01,3.022077729803089863e+00,1.781143335811163553e+01,1.990099975585937500e+03,1.175126160000022765e+03,2.849979642195105866e-05
4.292090027777777550e+01,3.028385033957686545e+00,1.781957159813796920e+01,1.990280596517994582e+03,1.168240957163915482e+03,2.211922487435948601e-05
4.292392972222221914e+01,3.034692338112283672e+00,1.782770983816430288e+01,1.807162293702238230e+03,1.161396519297024497e+03,4.239323609887816520e-05
4.292695916666666989e+01,3.040999642266880354e+00,1.783584807819063656e+01,1.807300048828125000e+03,1.154767023632644396e+03,4.519225952939739331e-05
4.292998861111111353e+01,3.047306946421477036e+00,1.784398631821697023e+01,2.192500000000000000e+03,1.148021500929613012e+03,1.788059009281963102e-05
4.293301805555555717e+01,3.053586199999999806e+00,1.785200509000000224e+01,2.192607719809007904e+03,1.141273379609363246e+03,2.335865009507328570e-05
4.293604750000000081e+01,3.059853514666666552e+00,1.785997301360000122e+01,1.848599434371196139e+03,1.134602228804702236e+03,3.308049626923143335e-05
4.293907694444444445e+01,3.066120829333333297e+00,1.786794093720000021e+01,1.807871198121183625e+03,1.128060058593750000e+03,8.199130754167186888e-06
4.294210638888888809e+01,3.072388144000000043e+00,1.787590886079999919e+01,1.808052920411222658e+03,1.121141564320319958e+03,2.160250287456798673e-05
4.294513583333333173e+01,3.078655458666666789e+00,1.788387678440000172e+01,1.991434715943448964e+03,1.115022147929868652e+03,1.097489904538533432e-05
4.294816472222222359e+01,3.084914364000000297e+00,1.789181057680000109e+01,1.991616404908293134e+03,1.108538442625031166e+03,5.063818649008822935e-05
4.295119388888888778e+01,3.091144754000000106e+00,1.789961419480000160e+01,1.811828130492593800e+03,1.102320927351797991e+03,2.539416355468588539e-05
4.295422333333333142e+01,3.097375715333333446e+00,1.790741852840000092e+01,1.808579930482023201e+03,1.095782150570313661e+03,1.722513896733669057e-05
4.295725250000000273e+01,3.103606105333333254e+00,1.791522214640000144e+01,1.808699951171875000e+03,1.089652915859384620e+03,4.757302803270099101e-05
4.296028194444444637e+01,3.109837066666666594e+00,1.792302648000000076e+01,1.888491686995597320e+03,1.083467707250040576e+03,2.827375049067651336e-05
4.296331111111111056e+01,3.116067456666666846e+00,1.793083009800000127e+01,1.946070179582002311e+03,1.077521400046985946e+03,5.497719753319347554e-05
4.296634055555555420e+01,3.122270510999999971e+00,1.793852445265000028e+01,1.979569019041236970e+03,1.071401367757753633e+03,4.770412533618856727e-05
4.296936944444444606e+01,3.128460348333333307e+00,1.794616979225000009e+01,1.809188687256925959e+03,1.065245241421761420e+03,7.320141362008010733e-06
4.297239888888888970e+01,3.134651321000000213e+00,1.795381653415000045e+01,1.809370531617277265e+03,1.059485135195220892e+03,2.115370084074926087e-05
4.297542777777777445e+01,3.140841158333333549e+00,1.796146187375000025e+01,1.809452244996183254e+03,1.053471012007699301e+03,2.858904716222288145e-05
4.297845722222222520e+01,3.147032131000000010e+00,1.796910861565000062e+01,1.871921994143263419e+03,1.047738044015671221e+03,6.168907946058985333e-05
4.298148583333333050e+01,3.153213576000000185e+00,1.797672362706666505e+01,1.993000000000000000e+03,1.041867781257710476e+03,7.088723482428257831e-05
4.298451527777778125e+01,3.159364560000000210e+00,1.798421895733333287e+01,1.814410578978042622e+03,1.036122841453030787e+03,3.323690073501237263e-05
4.298754444444444545e+01,3.165514980000000200e+00,1.799171360033333400e+01,1.809900024414062500e+03,1.030451453437514147e+03,3.234623356476277751e-05
4.299057388888888909e+01,3.171665963999999782e+00,1.799920893059999827e+01,1.810060985108488239e+03,1.024601840624947954e+03,3.406207723592296613e-05
4.299360305555555328e+01,3.177816383999999772e+00,1.800670357359999940e+01,1.810142715149992227e+03,1.019084111953109527e+03,2.281538231656924588e-05
4.299663249999999692e+01,3.183967367999999798e+00,1.801419890386666722e+01,1.993524510682218306e+03,1.013263268632699464e+03,2.470949075561437581e-05
4.299966194444444767e+01,3.190093125333333113e+00,1.802159294906666887e+01,1.993699951171875000e+03,1.008042341835901880e+03,3.097059838174821421e-05
4.300269138888889131e+01,3.196207755999999733e+00,1.802894232070000058e+01,1.993788087159271072e+03,1.002132834859452601e+03,5.019659879960915920e-05
4.300572055555555551e+01,3.202321825999999927e+00,1.803629101845000093e+01,1.810569782960050588e+03,9.969181299999291923e+02,2.981225445894800411e-05
4.300875027777777859e+01,3.208437017333333419e+00,1.804364106396666756e+01,1.810699951171875000e+03,9.914941959882801257e+02,2.956974989539239927e-05
4.301177916666666334e+01,3.214550526666666741e+00,1.805098908783333300e+01,1.939102487465094555e+03,9.858697772814344944e+02,5.552891639392596715e-05
4.301480861111111409e+01,3.220657821333333448e+00,1.805831142106666576e+01,2.195915000407968819e+03,9.809321461172620502e+02,2.352443646721326327e-05
4.301783805555555773e+01,3.226734281000000149e+00,1.806552010529999919e+01,1.823127495892269508e+03,9.754195692734338081e+02,2.338168029504245868e-05
4.302086750000000137e+01,3.232810740666666849e+00,1.807272878953333262e+01,1.811099975585937500e+03,9.704008372343572546e+02,3.444934519380218061e-05
4.302389694444444501e+01,3.238887200333333549e+00,1.807993747376666605e+01,1.811199951171875000e+03,9.652667399414685860e+02,4.286784945136277543e-06
4.302692611111110921e+01,3.244963102833333224e+00,1.808714549701666741e+01,1.888530419923805539e+03,9.601160216639173086e+02,8.049278911509070617e-06
4.302995555555555285e+01,3.251039562499999924e+00,1.809435418125000083e+01,1.855208708863997799e+03,9.549221373559208814e+02,2.402738080388205823e-05
4.303298499999999649e+01,3.257089664209591895e+00,1.810146923068596791e+01,1.821887004721961148e+03,9.500037300231855397e+02,2.994030166647406591e-05
4.303601416666666779e+01,3.263127399995755074e+00,1.810854166935685683e+01,1.994800048828125000e+03,9.449146669139777259e+02,2.755038580347057335e-05
4.303904361111111143e+01,3.269165689448657375e+00,1.811561475657783404e+01,1.994900024414062500e+03,9.401616497071985350e+02,3.446406915360531462e-05
4.304207277777777563e+01,3.275203425234820998e+00,1.812268719524872296e+01,1.995000000000000000e+03,9.351720781445953889e+02,3.120299321678875204e-05
4.304510138888888804e+01,3.281240053687507263e+00,1.812975833681944238e+01,1.935285189574412243e+03,9.302518217500103219e+02,1.680520616449739931e-05
4.304813083333333168e+01,3.287271146817559053e+00,1.813680675160263434e+01,1.811914437562101512e+03,9.254894909570703021e+02,2.278619444212211039e-05
4.305116000000000298e+01,3.293270713536365690e+00,1.814374832844878327e+01,1.812000000000000000e+03,9.206771155273463592e+02,3.399655277126383191e-05
4.305418916666666718e+01,3.299270280255171883e+00,1.815068990529493220e+01,1.682368723809890071e+03,9.158643254921868220e+02,1.946832847692748581e-05
4.305721833333333137e+01,3.305269846973978520e+00,1.815763148214108469e+01,1.645599975585937500e+03,9.111557027343766322e+02,2.000161482094949602e-05
4.306024750000000267e+01,3.311269413692784713e+00,1.816457305898723362e+01,1.743241199395770764e+03,9.066800666015165007e+02,1.610483322698545209e-05
4.306327694444444631e+01,3.317269530578186298e+00,1.817151527238329933e+01,1.812300048828125000e+03,9.019553519921918223e+02,1.703966399883692927e-05
4.306630611111111051e+01,3.323242893333333559e+00,1.817837025021666619e+01,1.494599975585937500e+03,8.975619309180169694e+02,2.219515613867915148e-05
4.306933555555555415e+01,3.329204840000000054e+00,1.818518631845000044e+01,1.494686654420011564e+03,8.927725574687374319e+02,1.906856606132058363e-05
4.307236444444444601e+01,3.335165693333333348e+00,1.819200113671666585e+01,1.494768451335703276e+03,8.883419030938292735e+02,1.792511844019186365e-05
4.307539388888888965e+01,3.341127639999999843e+00,1.819881720495000010e+01,1.494850236573332040e+03,8.838872221093491817e+02,1.734181790158893370e-05
4.307842305555555384e+01,3.347089040000000182e+00,1.820563264819999816e+01,1.543240352626956792e+03,8.792636472890472987e+02,1.655649802839485611e-05
4.308145222222222515e+01,3.353043730142412748e+00,1.821242557956088248e+01,1.495000000000000000e+03,8.748840868593634923e+02,9.419376876615355408e-06
4.308448166666666879e+01,3.358969324247307764e+00,1.821911968323250974e+01,1.495095443360441550e+03,8.705731114023295731e+02,1.658321532018155260e-05
4.308751111111111243e+01,3.364894918352202779e+00,1.822581378690413700e+01,1.495099975585937500e+03,8.661871190000271099e+02,1.418254052179358779e-05
4.309054055555555607e+01,3.370820512457097795e+00,1.823250789057576426e+01,1.495199951171875000e+03,8.619491285937582461e+02,1.484721689926233321e-05
4.309356999999999971e+01,3.376746106561992811e+00,1.823920199424739508e+01,1.475534155383586040e+03,8.576048037852032166e+02,2.172576472605926748e-05
4.309659944444444335e+01,3.382671700666888270e+00,1.824589609791902234e+01,1.646599975585937500e+03,8.533667018789221856e+02,1.887267390970915956e-05
4.309962861111111465e+01,3.388570682360588116e+00,1.825250927225959785e+01,1.646699951171875000e+03,8.491721591875169679e+02,2.881130312507110416e-05
4.310265833333333063e+01,3.394458643760593031e+00,1.825908637418653768e+01,1.646786101889088513e+03,8.449372360858956199e+02,1.728550820184167751e-05
4.310568750000000193e+01,3.400345525494071985e+00,1.826566227008030197e+01,1.495567800110929738e+03,8.407725892774378735e+02,3.276914748466977869e-05
4.310871666666666613e+01,3.406232407227550940e+00,1.827223816597406625e+01,1.495599975585937500e+03,8.366433220507568649e+02,2.968586912809086171e-05
4.311174583333333032e+01,3.412119288961029895e+00,1.827881406186783053e+01,1.495699951171875000e+03,8.323786133240829486e+02,2.459863605969849290e-05
4.311477527777778107e+01,3.417999794666666702e+00,1.828536991173333348e+01,1.495713047282968773e+03,8.284214461679564465e+02,3.471265440684220116e-05
4.311780444444444527e+01,3.423848509666666651e+00,1.829183185123333288e+01,1.495800048828125000e+03,8.243059168163756567e+02,1.945158689003791141e-05
4.312083388888888891e+01,3.429697760999999900e+00,1.829829438330000002e+01,1.495900024414062500e+03,8.204399789101860279e+02,2.753173001257109523e-05
4.312386305555555310e+01,3.435546475999999849e+00,1.830475632279999942e+01,1.495900024414062500e+03,8.162721395898436185e+02,3.421738018472976852e-05
4.312689222222222440e+01,3.441395191000000242e+00,1.831121826229999883e+01,1.496000000000000000e+03,8.123854160392085078e+02,1.925721960892042329e-05
4.312992138888888860e+01,3.447243906000000191e+00,1.831768020179999823e+01,1.496099975585937500e+03,8.086602835078466569e+02,3.351196232869865994e-05
4.313295055555555280e+01,3.453069164985786088e+00,1.832406757693820509e+01,1.491153573241613685e+03,8.045147123399768816e+02,3.347058954444008397e-05
4.313597972222222410e+01,3.458883346728731212e+00,1.833041973861110208e+01,1.358699951171875000e+03,8.007686008554142063e+02,3.230948121681274086e-05
4.313900916666666774e+01,3.464698061638273430e+00,1.833677248278392113e+01,1.317728758798902618e+03,7.970411309414297421e+02,3.575563917414039267e-05
4.314203777777778015e+01,3.470511177048023921e+00,1.834312347945697041e+01,1.234000000000000000e+03,7.930129006249643453e+02,2.096183653194350942e-05
4.314506722222222379e+01,3.476325891957566139e+00,1.834947622362978947e+01,1.272219408802889120e+03,7.894023933437475762e+02,2.906567286453010207e-05
4.314809638888888799e+01,3.482133311995223135e+00,1.835580954866947323e+01,1.343574845652655767e+03,7.857847293047386756e+02,4.111714721200131323e-06
4.315112555555555218e+01,3.487909327747308552e+00,1.836205538823273287e+01,1.127390551402739220e+03,7.817819656208473589e+02,3.374379504258251470e-05
4.315415472222222348e+01,3.493685343499393969e+00,1.836830122779599606e+01,1.042598669951305737e+03,7.782310225585982835e+02,2.573874786091015566e-05
4.315718416666666712e+01,3.499461888918214747e+00,1.837454764010933062e+01,1.077145190724831991e+03,7.747450903712150421e+02,2.512148162840568453e-05
4.316021361111111077e+01,3.505238434337035969e+00,1.838079405242266517e+01,1.120900024414062500e+03,7.708578701054691464e+02,1.272359032360744733e-05
4.316324305555555441e+01,3.511014979755856746e+00,1.838704046473599973e+01,1.099111892192501728e+03,7.673926905351778487e+02,3.164543514976574806e-05
4.316627222222222571e+01,3.516766445000000019e+00,1.839321670450000212e+01,1.121000000000000000e+03,7.638940250312425633e+02,2.986129557892098287e-05
4.316930194444444169e+01,3.522507162666666858e+00,1.839936061759999930e+01,1.121000000000000000e+03,7.601276828787719069e+02,4.003266871491786377e-05
4.317233083333333354e+01,3.528246301333333168e+00,1.840550284080000054e+01,1.121099975585937500e+03,7.567807218203257662e+02,2.048487044273593133e-05
4.317535999999999774e+01,3.533985966333333284e+00,1.841164562730000043e+01,1.121148147155761535e+03,7.532178468476373610e+02,2.575571088753499528e-05
4.317838972222222083e+01,3.539726684000000123e+00,1.841778954040000116e+01,1.234629934936523341e+03,7.494988761249262552e+02,1.370806502540741667e-05
4.318141888888889213e+01,3.545460038871088848e+00,1.842391506891340214e+01,1.234699951171875000e+03,7.463492282617206683e+02,1.371715975580808759e-05
4.318444861111110811e+01,3.551164399128333482e+00,1.842995954574302786e+01,1.032272508240225989e+03,7.430235755937575277e+02,1.094873600218463437e-05
4.318747777777777941e+01,3.556867713385714502e+00,1.843600291420613146e+01,1.018299987792968750e+03,7.393755786521265918e+02,2.273025904895171052e-05
4.319050722222222305e+01,3.562571550643027329e+00,1.844204683685249435e+01,1.141741105926324053e+03,7.362519604297260685e+02,3.198743567121913002e-05
4.319353638888888725e+01,3.568274864900408350e+00,1.844809020531559796e+01,1.234900024414062500e+03,7.329295167656288186e+02,2.082891823986495738e-05
4.319656583333333089e+01,3.573978702157721177e+00,1.845413412796196084e+01,1.121500000000000000e+03,7.294134717032430899e+02,3.962568722364299696e-05
4.319959500000000219e+01,3.579657594102551244e+00,1.846011265359318188e+01,1.121500000000000000e+03,7.261690247460164755e+02,3.563669009793698155e-05
4.320262444444444583e+01,3.585325079507171608e+00,1.846606005970091857e+01,1.121584029479980700e+03,7.230260275547925630e+02,2.791945562963773277e-05
4.320565305555555824e+01,3.590991005911589262e+00,1.847200582980844175e+01,1.121599975585937500e+03,7.198126466133636541e+02,1.084159630677817979e-05
4.320868250000000188e+01,3.596658491316209627e+00,1.847795323591617489e+01,1.121699951171875000e+03,7.167024086679373340e+02,2.370669997947043997e-05
4.321171166666666608e+01,3.602325457054095903e+00,1.848390009669050826e+01,1.091538135711662562e+03,7.132294670349954231e+02,4.004391801105674169e-05
4.321474083333333027e+01,3.607986249333333451e+00,1.848983109186666596e+01,1.030075382913939166e+03,7.100619834179565260e+02,4.445501333589515309e-05
4.321777000000000157e+01,3.613616864333333289e+00,1.849568453236666699e+01,1.121800048828125000e+03,7.072122783670419039e+02,3.059960544091074031e-05
4.322079916666666577e+01,3.619247479333333128e+00,1.850153797286666801e+01,1.121800048828125000e+03,7.039275946484783617e+02,1.879711365662230111e-05
4.322382833333332997e+01,3.624878094333333411e+00,1.850739141336666549e+01,1.121900024414062500e+03,7.008031738438420462e+02,3.038921690020244959e-05
4.322685777777778071e+01,3.630509225666666673e+00,1.851324539063333319e+01,1.121900024414062500e+03,6.977796275859842581e+02,1.134457082996485326e-05
4.322988666666666546e+01,3.636139324333333089e+00,1.851909829436666399e+01,1.061730941080313187e+03,6.948032600468785631e+02,1.276723178662995389e-05
4.323291611111110910e+01,3.641746179000000083e+00,1.852489194411666418e+01,1.018901574035644444e+03,6.914895321174091123e+02,3.502540790164674933e-05
4.323594500000000096e+01,3.647339930999999869e+00,1.853065452638333355e+01,1.019000000000000000e+03,6.886289136401613860e+02,1.474716832964705166e-05
4.323897416666666516e+01,3.652934195999999911e+00,1.853641763713333290e+01,9.862572082111310010e+02,6.857637914960038188e+02,3.929168620624244325e-05
4.324200361111110880e+01,3.658528973999999767e+00,1.854218127636666580e+01,9.254193422851562900e+02,6.826770624883101846e+02,2.683344656807165049e-05
4.324503305555555244e+01,3.664123752000000067e+00,1.854794491560000225e+01,9.011569077151269767e+02,6.796299715783557076e+02,2.645878076084217810e-05
4.324806250000000318e+01,3.669712798333333303e+00,1.855369395416666833e+01,1.000639479369741480e+03,6.767020544880305124e+02,3.700606705497601719e-05
4.325109166666666738e+01,3.675272530833333384e+00,1.855936909791666878e+01,7.692879852293165186e+02,6.739491015624832926e+02,1.690606266624666669e-05
4.325412138888889046e+01,3.680833283000000122e+00,1.856504528250000163e+01,7.632074060872396331e+02,6.708800826484599611e+02,3.383954110590851281e-05
4.325715055555555466e+01,3.686393015500000203e+00,1.857072042625000208e+01,7.632455573323567251e+02,6.681130886718329975e+02,2.067830422497137733e-05
4.326018027777777775e+01,3.691953767666666941e+00,1.857639661083333493e+01,7.921902247313108774e+02,6.651238159881403362e+02,1.039509439551910065e-05
4.326320944444444194e+01,3.697513500166666578e+00,1.858207175458333538e+01,7.633219241943359066e+02,6.623205071561449131e+02,1.589722149296693941e-05
4.326623888888888558e+01,3.703049592500000209e+00,1.858769102850000010e+01,8.406501156107584620e+02,6.595445942499347893e+02,1.725824086247282606e-05
4.326926805555555688e+01,3.708572975000000049e+00,1.859328129500000060e+01,8.406765226236979061e+02,6.567278369962452871e+02,1.408220837679210406e-05
4.327229750000000053e+01,3.714096864000000053e+00,1.859887207413333243e+01,8.955263135173329374e+02,6.540217314687517955e+02,2.509044293523181931e-05
4.327532666666666472e+01,3.719620246499999894e+00,1.860446234063333293e+01,9.258192432454426353e+02,6.512452074531528297e+02,2.196204918743304790e-05
4.327835611111110836e+01,3.725144135499999898e+00,1.861005311976666476e+01,9.695533465884882389e+02,6.484229655859367085e+02,1.483837226707954103e-05
4.328138500000000022e+01,3.730661403333332959e+00,1.861562947306666516e+01,8.490595523479076974e+02,6.456643517773517260e+02,5.600875595280855491e-06
4.328441444444444386e+01,3.736150756666666517e+00,1.862113773013333429e+01,7.774409204714571615e+02,6.430267299606897495e+02,2.379295660310529054e-05
4.328744361111110805e+01,3.741639606666666396e+00,1.862664548213333404e+01,7.635900268554687500e+02,6.404926793360696138e+02,1.614777484360527970e-05
4.329047277777777936e+01,3.747128456666666718e+00,1.863215323413333380e+01,9.259899902343750000e+02,6.377464722304755469e+02,1.285243633926060469e-05
4.329350194444444355e+01,3.752617306666666597e+00,1.863766098613333355e+01,8.948030004273418854e+02,6.348921285078500887e+02,2.310088731193736774e-05
4.329653111111110775e+01,3.758106156666666475e+00,1.864316873813333331e+01,7.779536969908929223e+02,6.323718200077953497e+02,2.646644464666158942e-05
4.329956027777777905e+01,3.763571000000000222e+00,1.864862355543333550e+01,7.637200107421874691e+02,6.296177674336013297e+02,3.069304160795624232e-05
4.330258944444444325e+01,3.769023499999999860e+00,1.865405115568333372e+01,7.637563962402343805e+02,6.272255651991465584e+02,3.028238228795014880e-05
4.330561833333333510e+01,3.774475499999999872e+00,1.865947825821666584e+01,7.637863649800618759e+02,6.245885928359423360e+02,2.125953327143585394e-05
4.330864777777777874e+01,3.779928500000000025e+00,1.866490635618333371e+01,7.638190964355468395e+02,6.221735724999989543e+02,3.125735931578568473e-05
4.331167694444444294e+01,3.785380999999999663e+00,1.867033395643333193e+01,7.116395888672071806e+02,6.194660949922318878e+02,1.425332546605975163e-05
4.331470611111111424e+01,3.790828031278389521e+00,1.867574926631031929e+01,5.770991868591347611e+02,6.169020992225356395e+02,1.317778574066191115e-05
4.331773555555555788e+01,3.796246496317252195e+00,1.868109975060699668e+01,6.298990951741536719e+02,6.143569057304665648e+02,2.017384744703903100e-05
4.332076472222222208e+01,3.801664464522716891e+00,1.868644974430361216e+01,6.299199829101562500e+02,6.116943059766208535e+02,2.520293067576982518e-05
4.332379416666666572e+01,3.807082929561579565e+00,1.869180022860028956e+01,6.299554408365885365e+02,6.093545356991130575e+02,2.229536838920882964e-05
4.332682361111110936e+01,3.812501394600442239e+00,1.869715071289696695e+01,6.299835839843749454e+02,6.070031377812737219e+02,2.461126553868286471e-05
4.332985277777778066e+01,3.817919362805906935e+00,1.870250070659358244e+01,5.720617742919922648e+02,6.045811249294437175e+02,3.534205530345564374e-05
4.333288194444444485e+01,3.823314656729862371e+00,1.870780117599450776e+01,5.720799670410156068e+02,6.021368461405880907e+02,2.922477739704415177e-05
4.333591138888888850e+01,3.828698584695497065e+00,1.871307622574098772e+01,5.721162447916666451e+02,5.996096735546875607e+02,2.409398197121741470e-05
4.333894083333333214e+01,3.834082512661131315e+00,1.871835127548746414e+01,5.721426238606770767e+02,5.972860410156374655e+02,3.929912441316225159e-05
4.334197027777777578e+01,3.839466440626765564e+00,1.872362632523394055e+01,5.721689418945312582e+02,5.949498350781229874e+02,3.125985855862339945e-05
4.334499972222221942e+01,3.844850368592400258e+00,1.872890137498042051e+01,5.582053052165177860e+02,5.926718904491381181e+02,3.123110880852038025e-05
4.334802888888889072e+01,3.850228454500000286e+00,1.873416456854999979e+01,5.722216356608073511e+02,5.906277775977276860e+02,3.674768387388491561e-05
4.335105861111111381e+01,3.855578337999999938e+00,1.873936666220000191e+01,5.722490090332031514e+02,5.881680009375837699e+02,1.897661643201072431e-05
4.335408777777777800e+01,3.860927240500000135e+00,1.874456780195000150e+01,5.722700195312500000e+02,5.859576150312362870e+02,2.084884030523219054e-05
4.335711722222222164e+01,3.866276633500000059e+00,1.874976941865000057e+01,5.722999877929687500e+02,5.836072555664403581e+02,1.717935860396188307e-05
4.336014638888888584e+01,3.871625535999999812e+00,1.875497055840000016e+01,5.723235474446614717e+02,5.815462437458363638e+02,1.930422906901391682e-05
4.336317555555555714e+01,3.876974438500000009e+00,1.876017169814999974e+01,5.196917157796224274e+02,5.793493602773336306e+02,1.762553660786777464e-05
4.336620444444444189e+01,3.882299113381625588e+00,1.876532595533047498e+01,5.717642903136776340e+02,5.770385457616736176e+02,8.678649996843042469e-06
4.336923388888888553e+01,3.887612152356490380e+00,1.877045650059577042e+01,5.197380500081379751e+02,5.748546119884850896e+02,1.533044071331522796e-05
4.337226305555555683e+01,3.892924704164751670e+00,1.877558657542779130e+01,5.197654183756510520e+02,5.725573521914477624e+02,1.270721417394527916e-05
4.337529222222222103e+01,3.898237255973013404e+00,1.878071665025981218e+01,5.197871732478180320e+02,5.703459622461921299e+02,2.226938171045299630e-05
4.337832111111111288e+01,3.903549320614671636e+00,1.878584625465856206e+01,4.760344210299934389e+02,5.681625920546794077e+02,1.580014291102681457e-05
4.338135055555555653e+01,3.908857418821278351e+00,1.879096634172387326e+01,5.198376522310696828e+02,5.660225327656492027e+02,1.321897277655666361e-05
4.338437972222222072e+01,3.914137257008757143e+00,1.879602717113283461e+01,5.430491041728653272e+02,5.639518501562646406e+02,3.643612697465682389e-05
4.338740888888889202e+01,3.919417095196236378e+00,1.880108800054179596e+01,5.703691795370779118e+02,5.618546272851306185e+02,2.314447037401113125e-05
4.339043805555555622e+01,3.924696933383715169e+00,1.880614882995076087e+01,5.198972108999398642e+02,5.596508648632387803e+02,2.657396168126863336e-05
4.339346749999999986e+01,3.929977255737923780e+00,1.881121012344311438e+01,5.009485541287797901e+02,5.576134317734804426e+02,2.623220834178448702e-05
4.339649611111111227e+01,3.935256125591943377e+00,1.881627002468529142e+01,4.756589873422635151e+02,5.555646129648260967e+02,2.474138691256654978e-05
4.339952527777777647e+01,3.940513555999999973e+00,1.882128733626666772e+01,5.199699707031250000e+02,5.535837032382704592e+02,2.512551281286496096e-05
4.340255472222222011e+01,3.945759342000000114e+00,1.882628155720000152e+01,4.807590877875931596e+02,5.515612316014775161e+02,2.450205485735203922e-05
4.340558416666666375e+01,3.951005128000000255e+00,1.883127577813333176e+01,3.608772380196612630e+02,5.493679809570312500e+02,2.711105864854035477e-05
4.340861361111111449e+01,3.956250913999999952e+00,1.883626999906666555e+01,3.753403382050710206e+02,5.473245720509092962e+02,2.878137276015137042e-05
4.341164277777777869e+01,3.961496218999999819e+00,1.884126376206666720e+01,3.824944281475018215e+02,5.452945482420711869e+02,2.682786982461743964e-05
4.341467250000000178e+01,3.966737132566779511e+00,1.884624877807216592e+01,4.315593989492389824e+02,5.433794339684937995e+02,2.807696220677738670e-05
4.341770166666666597e+01,3.971946086888530125e+00,1.885117692868047712e+01,4.722574257061298226e+02,5.413714257070180338e+02,2.925237788162937617e-05
4.342073138888888906e+01,3.977155996543490168e+00,1.885610598312200636e+01,4.374579577541952631e+02,5.393791179609208939e+02,2.429577722002739169e-05
4.342376055555555325e+01,3.982364950865240782e+00,1.886103413373032112e+01,3.893517470984825763e+02,5.373601455039158736e+02,3.023848915695545093e-05
4.342678999999999689e+01,3.987574382853595889e+00,1.886596273625524134e+01,4.600674502327972277e+02,5.354650205744784444e+02,2.867198856358195674e-05
4.342981888888888875e+01,3.992782859508742010e+00,1.887089043494694707e+01,3.893945344801682609e+02,5.336308645586090051e+02,3.553255664280223014e-05
4.343284861111111184e+01,3.997972823392294650e+00,1.887577854092376839e+01,3.535344996388753316e+02,5.315469077226371155e+02,3.999884725219025937e-05
4.343587777777777603e+01,4.003150881566520880e+00,1.888064326205719468e+01,3.894304197591145567e+02,5.296901391406418043e+02,2.789636023145296919e-05
4.343890722222221967e+01,4.008329414574141936e+00,1.888550842929068097e+01,3.894486141764322724e+02,5.277302970703691471e+02,3.870603967794751044e-05
4.344193611111111153e+01,4.013506997914973340e+00,1.889037270432405080e+01,3.894700012207031250e+02,5.258790301367170059e+02,2.335447499239179730e-05
4.344496555555555517e+01,4.018685530922594396e+00,1.889523787155753709e+01,3.894945670072115718e+02,5.239902105860576285e+02,2.946820962652600678e-05
4.344799472222221937e+01,4.023858368999999158e+00,1.890009369250000049e+01,3.536345923614501885e+02,5.219964612306696381e+02,2.398160306639292839e-05
4.345102416666667011e+01,4.029000547999999959e+00,1.890489687666666541e+01,4.290109525807698674e+02,5.203185503748113661e+02,3.419100695219907553e-05
4.345405305555555486e+01,4.034141784000000008e+00,1.890969918000000050e+01,3.948909022216433300e+02,5.183529420586047536e+02,1.312360046998723799e-05
4.345708249999999850e+01,4.039283962999999922e+00,1.891450236416666542e+01,3.895599975585937500e+02,5.166492666248275327e+02,3.828705502110105944e-05
4.346011111111111092e+01,4.044424727500000039e+00,1.891930422708333381e+01,4.092986702677512199e+02,5.146841775820684006e+02,2.642479859222562566e-05
4.346314027777777511e+01,4.049566435000000020e+00,1.892410697083333204e+01,4.290899963378906250e+02,5.125715007148020277e+02,2.513024184117244577e-05
4.346616944444444641e+01,4.054687157500000083e+00,1.892887112549999884e+01,3.493720771585904004e+02,5.108203810429817509e+02,2.245640084431609315e-05
4.346919861111111061e+01,4.059796149999999493e+00,1.893361370999999949e+01,2.929857311858901880e+02,5.088590442442237531e+02,2.351752055002943772e-05
4.347222805555555425e+01,4.064905610999999475e+00,1.893835672939999881e+01,2.708781410522820465e+02,5.070258673925678181e+02,2.306401524198129643e-05
4.347525722222222555e+01,4.070014603499999772e+00,1.894309931389999946e+01,2.402558667755127146e+02,5.052720012089328065e+02,3.946627699050197119e-05
4.347828666666666919e+01,4.075124064499999754e+00,1.894784233330000234e+01,2.402740487162272416e+02,5.034322000096735223e+02,3.104200682014467410e-05
