time_hrs,B_in_out,B_squash,B_left_right
22.500000,0.03654,-0.03918,0.10621
22.516667,0.22134,0.01567,0.02312
22.533333,0.23221,-0.02163,-0.05557
22.550000,0.06791,-0.20501,-0.09118
22.566667,-0.15398,-0.33042,-0.07419
22.583333,-0.26632,-0.21457,-0.01386
22.600000,-0.24439,0.08782,0.03521
22.616667,0.05960,0.33495,0.10268
22.633333,0.38478,0.45074,0.11343
22.650000,0.26089,0.36178,0.01611
22.666667,-0.09791,-0.06206,-0.08224
22.683333,-0.23575,-0.43090,-0.09989
22.700000,-0.05979,-0.29500,-0.01590
22.716667,0.07704,0.04062,0.05427
22.733333,0.01216,0.08559,0.00555
22.750000,-0.07954,-0.18913,-0.06191
22.766667,-0.12799,-0.34903,-0.05546
22.783333,0.02001,0.06285,0.01539
22.800000,0.15776,0.55089,0.11303
22.816667,0.02962,0.39712,0.12306
22.833333,-0.05146,-0.02649,0.01630
22.850000,0.05767,-0.27916,-0.06172
22.866667,0.23773,-0.28446,-0.08273
22.883333,0.15221,0.00998,-0.09595
22.900000,-0.28643,0.17872,-0.06246
22.916667,-0.46871,0.01413,0.01610
22.933333,-0.18777,-0.14577,0.08698
22.950000,0.17555,-0.14350,0.10301
22.966667,0.33172,0.02109,0.05632
22.983333,0.25836,0.19994,-0.01428
23.000000,0.12338,0.15178,-0.06110
23.016667,-0.03789,-0.01846,-0.07372
23.033333,-0.24975,-0.07755,-0.05959
23.050000,-0.31947,-0.04747,0.01590
23.066667,-0.08685,0.04313,0.09391
23.083333,0.17940,0.05759,0.07654
23.100000,0.19714,-0.20267,-0.00957
23.116667,0.07384,-0.31943,-0.10154
23.133333,-0.06423,0.06140,-0.09845
23.150000,-0.09803,0.42309,0.02257
23.166667,0.02338,0.31146,0.11167
23.183333,0.08077,-0.05433,0.07597
23.200000,-0.00543,-0.24984,-0.02184
23.216667,-0.07275,-0.13265,-0.07334
23.233333,-0.03895,0.00405,-0.05464
23.250000,0.01425,-0.08274,0.01290
23.266667,-0.01378,-0.13177,0.07117
23.283333,-0.00202,0.03922,0.02444
23.300000,0.11053,0.20465,-0.03954
23.316667,0.08235,0.20765,-0.04513
23.333333,-0.09667,0.05256,-0.04352
23.350000,-0.16033,-0.11164,0.01790
23.366667,-0.05369,-0.14309,0.07732
23.383333,0.09068,-0.07798,0.04787
23.400000,0.13511,0.02665,0.01077
23.416667,0.06893,0.03977,-0.00693
23.433333,0.05029,-0.02488,-0.03096
23.450000,-0.00532,-0.00607,-0.10713
23.466667,-0.22262,-0.00235,-0.11879
23.483333,-0.21164,-0.01503,0.06893
23.500000,0.04327,0.10842,0.19435
23.516667,0.11175,0.15116,0.06642
23.533333,0.15857,-0.05794,-0.09943
23.550000,0.21006,-0.19939,-0.07757
23.566667,0.00621,-0.06531,0.02032
23.583333,-0.18681,0.11478,-0.00060
23.600000,-0.22353,0.11222,-0.00371
23.616667,-0.18518,-0.04999,0.05412
23.633333,0.06737,-0.16655,0.02346
23.650000,0.34035,-0.06212,-0.06101
23.666667,0.26684,0.14054,-0.10875
23.683333,-0.03102,0.19438,-0.00160
23.700000,-0.28969,0.06829,0.14976
23.716667,-0.27787,-0.10475,0.05724
23.733333,0.00284,-0.16184,-0.07172
23.750000,0.12084,-0.09488,0.00089
23.766667,0.11520,-0.01712,0.02005
23.783333,0.16495,0.05699,-0.06774
23.800000,0.03716,0.10668,-0.06599
23.816667,-0.08251,0.10201,0.00030
23.833333,-0.07721,-0.00866,0.07352
23.850000,-0.10153,-0.09433,0.09765
23.866667,-0.04885,0.04593,0.02297
23.883333,0.00464,0.05791,-0.05745
23.900000,0.05924,-0.14230,-0.06984
23.916667,0.13822,-0.12155,-0.04510
23.933333,0.02774,0.04030,-0.03650
23.950000,-0.07153,0.11161,0.03063
23.966667,-0.03163,0.09083,0.11966
23.983333,-0.05523,0.02261,0.06142
24.000000,-0.03723,-0.04612,-0.02876
24.016667,0.06824,-0.11326,-0.05289
24.033333,0.09957,-0.08759,-0.05190
24.050000,0.03976,0.03025,-0.04829
24.066667,-0.04193,0.09937,-0.04587
24.083333,-0.10115,0.07374,0.05093
24.100000,-0.13123,0.05376,0.12076
24.116667,-0.08490,0.03902,0.06255
24.133333,0.09881,-0.11473,-0.00771
24.150000,0.29143,-0.18019,-0.09006
24.166667,0.18330,-0.00744,-0.08779
24.183333,-0.13934,0.14367,0.01085
24.200000,-0.23351,0.14562,0.04318
24.216667,-0.13139,-0.10778,0.00018
24.233333,-0.01916,-0.24028,-0.02134
24.250000,0.10347,0.08361,0.06366
24.266667,0.10954,0.15891,0.06127
24.283333,0.06796,-0.03151,-0.07150
24.300000,0.02836,0.07584,-0.06145
24.316667,-0.08863,0.06992,-0.01083
24.333333,-0.07138,-0.11509,-0.00066
24.350000,-0.00598,-0.06092,0.05895
24.366667,-0.05083,0.02715,0.06401
24.383333,0.02827,0.00288,0.02120
24.400000,0.08130,-0.02325,-0.00310
24.416667,0.04723,-0.02341,-0.02478
24.433333,0.12866,-0.00207,-0.08565
24.450000,0.03747,-0.08607,-0.12077
24.466667,-0.18110,-0.10906,-0.00462
24.483333,-0.19717,0.10406,0.07661
24.500000,-0.12125,0.24020,0.02142
24.516667,-0.01574,0.18215,0.04147
24.533333,0.06966,0.01178,0.10312
24.550000,0.13235,-0.09046,0.11059
24.566667,0.23224,-0.03055,0.07947
24.583333,0.32347,-0.17503,-0.07964
24.600000,0.30416,-0.40152,-0.24251
24.616667,-0.15853,-0.29592,-0.25615
24.633333,-0.79669,0.17602,-0.15127
24.650000,-0.97183,0.69749,0.15453
24.666667,-0.25255,0.41474,0.37339
24.683333,1.17425,-0.24535,0.18599
24.700000,1.30439,-0.12589,0.02958
24.716667,-0.09376,-0.02625,0.01598
24.733333,-0.66936,-0.34652,-0.20594
24.750000,-0.40009,-0.27197,-0.34999
24.766667,-0.22307,0.00061,-0.11633
24.783333,-0.07131,0.28444,0.16629
24.800000,0.04271,0.42444,0.20803
24.816667,0.24895,0.10892,0.14628
24.833333,0.30512,-0.20474,0.09727
24.850000,0.11091,-0.31763,-0.06941
24.866667,-0.07789,-0.18730,-0.22856
24.883333,-0.23602,0.12136,-0.16777
24.900000,-0.19704,0.17684,-0.02038
24.916667,-0.02102,0.15009,0.13705
24.933333,0.09117,0.08779,0.19021
24.950000,0.12401,-0.11008,0.03651
24.966667,0.09908,-0.16741,-0.00923
24.983333,0.03096,-0.10873,0.00340
25.000000,-0.07073,0.05134,-0.14130
25.016667,-0.05363,0.14245,-0.12202
25.033333,0.01139,0.00797,0.01853
25.050000,-0.08348,-0.02996,0.02385
25.066667,-0.12307,-0.03737,0.03212
25.083333,0.08467,-0.06013,0.08668
25.100000,0.18986,0.10651,0.11658
25.116667,0.03331,0.14542,0.04785
25.133333,-0.04939,-0.05099,-0.11110
25.150000,-0.08075,-0.10971,-0.15526
25.166667,-0.07418,-0.06305,-0.05861
25.183333,0.05857,-0.04226,0.03223
25.200000,0.04591,-0.02365,0.08173
25.216667,0.00742,-0.09879,-0.00037
25.233333,0.00351,0.09936,-0.04666
25.250000,-0.07764,0.39114,0.14835
25.266667,-0.01813,0.09827,0.11173
25.283333,-0.00799,-0.15409,-0.12156
25.300000,0.04286,-0.20908,-0.11197
25.316667,0.19383,-0.27501,-0.08196
25.333333,-0.07357,0.03871,0.05569
25.350000,-0.19111,0.08927,0.15815
25.366667,0.06043,0.00527,-0.07713
25.383333,-0.04728,0.18515,-0.04869
25.400000,-0.07850,0.04137,0.08050
25.416667,0.22838,0.02997,-0.13165
25.433333,0.29633,0.16736,-0.08530
25.450000,-0.03000,0.12955,0.18376
25.466667,-0.39030,-0.06843,0.20524
25.483333,-0.32269,-0.48153,0.00745
25.500000,-0.02536,-0.40538,-0.24916
25.516667,0.16482,-0.39035,-0.19028
25.533333,0.22390,-0.06678,0.02825
25.550000,0.25279,1.12717,0.15657
25.566667,0.30531,0.82720,0.30173
25.583333,-0.06211,-0.02871,-0.04517
25.600000,-0.51071,-0.04606,-0.46898
25.616667,-0.34187,-0.61137,-0.08952
25.633333,-0.00372,-0.68378,0.31925
25.650000,0.21961,-0.24667,0.30917
25.666667,0.17941,-0.13122,0.07330
25.683333,-0.15244,0.08698,-0.45062
25.700000,0.09218,0.25959,-0.39116
25.716667,0.50263,0.79941,0.28979
25.733333,0.01513,0.82462,0.34077
25.750000,-0.40364,-0.12381,0.11305
25.766667,-0.30111,-0.61782,0.05914
25.783333,-0.31267,-0.82319,-0.35382
25.800000,0.02523,-0.64880,-0.43277
25.816667,0.47442,0.20001,0.09460
25.833333,0.45434,0.42010,0.38282
25.850000,0.17644,0.32136,0.33202
25.866667,-0.29643,0.75162,-0.02736
25.883333,-0.38683,0.30904,-0.26730
25.900000,-0.16248,-0.54128,-0.19896
25.916667,-0.06907,-0.29371,-0.24557
25.933333,0.19165,-0.24392,0.13350
25.950000,0.10583,-0.47240,0.54238
25.966667,-0.08342,-0.20306,0.10476
25.983333,0.27138,0.46160,-0.40205
26.000000,0.19497,0.83929,-0.07252
26.016667,-0.26497,-0.44199,0.18437
26.033333,-0.33137,-0.50616,-0.45523
26.050000,-0.10569,1.10702,0.00739
26.066667,0.34256,0.09204,0.54766
26.083333,0.26889,-0.92448,-0.35197
26.100000,-0.12886,0.06797,0.23306
26.116667,0.26555,0.19304,0.69083
26.133333,0.08592,-0.14437,-0.37103
26.150000,-0.91532,-0.64267,-0.59878
26.166667,-0.54316,-0.37787,-0.54415
26.183333,0.36440,0.86870,-0.03830
26.200000,0.39836,0.46948,0.54321
26.216667,0.61509,0.52075,0.54319
26.233333,0.69003,0.66695,0.55367
26.250000,-0.20589,-1.24850,-0.22724
26.266667,-0.93148,-0.72423,-0.63265
26.283333,-0.59896,0.24127,-0.25467
26.300000,0.01428,-0.50316,-0.30190
26.316667,0.16929,0.47035,0.04941
26.333333,0.28239,0.16550,0.45732
26.350000,0.35742,-0.11373,0.28819
26.366667,0.19054,1.04640,0.21338
26.383333,0.13482,-0.30956,-0.06387
26.400000,-0.24687,-1.03459,-0.61512
26.416667,-0.66572,0.26417,-0.38994
26.433333,0.16307,0.77109,0.42801
26.450000,0.52685,0.14346,0.55298
26.466667,-0.60810,-0.55814,0.05168
26.483333,-0.16449,-0.58891,-0.46245
26.500000,0.70171,-0.32162,-0.42498
26.516667,-0.08837,0.68974,0.35090
26.533333,0.18101,0.91357,0.54431
26.550000,0.27117,-0.05612,-0.06054
26.566667,-0.73157,-1.03915,-0.39403
26.583333,-0.47395,-1.09459,-0.36782
26.600000,0.12924,1.00360,-0.09793
26.616667,0.61810,1.31260,0.33094
26.633333,0.40955,0.05311,0.43380
26.650000,-0.41459,-0.01317,0.05597
26.666667,-0.23415,-0.78141,-0.10274
26.683333,-0.00191,-0.80763,-0.06436
26.700000,0.27793,-0.28118,-0.22400
26.716667,0.16684,0.11859,-0.06878
26.733333,-0.66582,0.66987,-0.06638
26.750000,-0.20708,0.11455,-0.13873
26.766667,0.46802,0.11970,0.24622
26.783333,0.25044,0.57003,0.18297
26.800000,0.10500,0.40746,0.15823
26.816667,-0.00457,-0.54937,0.11563
26.833333,-0.06530,-0.92862,-0.30539
26.850000,-0.07209,0.23549,-0.08585
26.866667,-0.21083,-0.13252,-0.11534
26.883333,-0.32928,-0.07118,-0.12688
26.900000,-0.11251,0.51016,0.14478
26.916667,0.05578,-0.72115,-0.09463
26.933333,0.25809,-0.15485,0.25578
26.950000,0.89364,0.60721,0.25826
26.966667,0.41860,0.87118,-0.10725
26.983333,-0.66431,0.88635,0.08031
27.000000,-0.53013,-1.26660,-0.20373
27.016667,-0.34857,-0.64414,-0.26990
27.033333,-0.40082,0.20141,-0.09837
27.050000,0.11517,-1.13467,0.06987
27.066667,0.43168,0.73887,0.26832
27.083333,0.39563,0.94473,-0.01982
27.100000,0.63424,-0.82379,-0.02018
27.116667,0.41578,0.59881,0.15768
27.133333,-0.56792,0.75076,0.09508
27.150000,-1.01554,-0.51875,-0.06642
27.166667,-0.42753,-0.48055,-0.07013
27.183333,0.38826,-0.73709,-0.26547
27.200000,0.23273,-0.42824,-0.46464
27.216667,0.10356,0.86850,0.42041
27.233333,0.62848,1.22770,0.38483
27.250000,-0.02332,0.44873,-0.12764
27.266667,-0.41634,-0.66515,0.50892
27.283333,-0.06687,-1.59801,-0.31165
27.300000,-0.26687,-0.88867,-0.86305
27.316667,0.09443,1.07134,0.40044
27.333333,0.03632,1.64111,0.40477
27.350000,-0.02311,0.71022,-0.16378
27.366667,0.40221,-0.69180,-0.03149
27.383333,-0.11617,-1.26195,0.07542
27.400000,0.16561,-0.66221,0.07188
27.416667,0.33117,-0.57580,-0.35351
27.433333,-0.48663,0.56753,-0.38217
27.450000,-0.56141,2.11190,0.53241
27.466667,-0.56498,0.41767,0.72652
27.483333,0.19474,-1.21749,-0.12266
27.500000,1.00725,-0.39609,-0.61281
27.516667,0.59530,0.01231,-0.36608
27.533333,0.07600,-0.27888,0.04605
27.550000,-0.63584,-0.15683,0.23173
27.566667,-0.59671,0.20463,0.26554
27.583333,-0.10073,0.23194,0.10963
27.600000,0.05826,0.27034,-0.10981
27.616667,0.50714,0.16457,-0.09263
27.633333,0.12669,-0.45433,-0.08422
27.650000,-0.27046,-0.17964,-0.02365
27.666667,0.10473,0.48599,0.17253
27.683333,0.06147,0.31747,0.06755
27.700000,-0.12973,-0.21510,-0.21174
27.716667,-0.23961,-0.73404,-0.20757
27.733333,-0.00310,-0.32495,0.08064
27.750000,0.33669,0.44670,0.25805
27.766667,0.11546,0.31161,0.15427
27.783333,-0.01285,0.19846,-0.00392
27.800000,-0.05788,0.19649,-0.17529
27.816667,-0.20527,-0.16975,-0.23143
27.833333,-0.11754,-0.17694,-0.03891
27.850000,-0.04722,0.01012,0.10904
27.866667,0.07288,-0.01627,0.10415
27.883333,0.22666,-0.24493,0.07961
27.900000,0.07958,-0.54814,0.09049
27.916667,-0.05328,-0.02931,0.08499
27.933333,0.00360,0.89350,-0.09154
27.950000,-0.07246,0.73112,-0.33577
27.966667,-0.12773,-0.17054,-0.21412
27.983333,0.04947,-0.48057,0.20144
28.000000,0.06042,-0.26527,0.25293
28.016667,-0.01063,-0.33121,0.10048
28.033333,0.05184,-0.24631,0.06514
28.050000,-0.00210,0.15613,-0.11364
28.066667,-0.03325,0.45320,-0.13694
28.083333,-0.13110,0.46635,-0.09323
28.100000,-0.19593,-0.23426,-0.14162
28.116667,0.12462,-0.35047,0.16329
28.133333,0.37500,0.59017,0.31301
28.150000,0.28864,0.31255,0.03458
28.166667,-0.09207,-0.79732,-0.19478
28.183333,-0.37720,-0.65529,-0.22678
28.200000,-0.29142,-0.06196,-0.00276
28.216667,-0.18221,0.09849,0.11853
28.233333,0.14576,0.64896,0.03594
28.250000,0.36343,0.73121,0.05116
28.266667,0.17145,-0.09398,0.04564
28.283333,0.14762,-0.23801,0.05402
28.300000,-0.07194,-0.29988,-0.01937
28.316667,-0.41510,-0.52979,-0.24298
28.333333,-0.19116,-0.04941,-0.07216
28.350000,0.15426,0.09912,0.24733
28.366667,0.22812,0.12825,0.09202
28.383333,0.08676,0.46068,-0.09137
28.400000,-0.14372,0.25428,-0.10857
28.416667,-0.07949,-0.04339,-0.11097
28.433333,0.11579,-0.19284,0.11841
28.450000,0.01250,-0.31232,0.17432
28.466667,-0.05716,-0.17966,-0.03144
28.483333,0.04216,-0.07742,-0.07702
28.500000,-0.11477,0.00111,-0.07669
28.516667,-0.18736,0.19396,0.07732
28.533333,0.15916,0.31963,0.11257
28.550000,0.20922,0.17063,-0.13614
28.566667,0.00832,-0.12539,-0.08460
28.583333,0.12879,-0.12241,0.01099
28.600000,-0.02056,-0.05447,0.03734
28.616667,-0.31766,-0.18780,0.14390
28.633333,-0.09759,-0.06079,0.00111
28.650000,0.03713,0.20967,-0.14807
28.666667,0.01660,0.13926,-0.09343
28.683333,0.11797,-0.09802,0.09091
28.700000,-0.00278,-0.24156,0.16657
28.716667,-0.01127,-0.13962,-0.00862
28.733333,0.13882,0.16029,-0.00857
28.750000,0.03574,0.31368,-0.01435
28.766667,0.03562,0.24945,-0.09924
28.783333,0.02071,0.08414,-0.07694
28.800000,-0.21766,-0.10646,-0.20983
28.816667,-0.16817,-0.40633,0.05647
28.833333,-0.03778,-0.44946,0.34427
28.850000,-0.04345,0.01706,0.04349
28.866667,0.05441,0.13859,0.07420
28.883333,0.22287,0.06958,0.07912
28.900000,0.34221,0.27679,-0.09567
28.916667,0.11372,0.30235,-0.14991
28.933333,-0.11312,0.27993,-0.34959
28.950000,-0.26464,0.11344,-0.16973
28.966667,-0.59902,-0.45055,-0.05604
28.983333,-0.27885,-0.75377,0.27129
29.000000,0.44189,-0.06935,0.80662
29.016667,0.77398,0.45532,0.27262
29.033333,0.34484,-0.09383,-0.31952
29.050000,-0.59468,-0.05227,-0.64548
29.066667,-0.39218,0.34094,-0.49423
29.083333,0.13991,0.05042,0.30502
29.100000,-0.16073,0.05087,0.22876
29.116667,-0.05141,0.11905,0.09001
29.133333,0.26146,-0.05688,0.16438
29.150000,0.31139,-0.12804,-0.06934
29.166667,0.11968,-0.21288,0.11601
29.183333,-0.29232,-0.13680,-0.03914
29.200000,-0.29587,0.00558,-0.26075
29.216667,-0.11931,0.03291,0.02349
29.233333,0.08190,0.07450,0.00624
29.250000,0.20835,0.11516,-0.04196
29.266667,0.03804,0.08756,0.06448
29.283333,0.08309,0.07396,0.08989
29.300000,0.08438,0.08354,0.07097
29.316667,-0.10207,-0.04142,-0.06607
29.333333,-0.03425,-0.13737,-0.09486
29.350000,0.00406,-0.10709,0.06519
29.366667,-0.00344,-0.11310,0.06437
29.383333,-0.08300,-0.15277,-0.02198
29.400000,-0.29951,-0.05544,-0.00285
29.416667,-0.10396,0.24987,-0.15015
29.433333,0.30142,0.32543,-0.24150
29.450000,0.39695,0.25167,0.06936
29.466667,0.20073,0.12084,0.35561
29.483333,-0.16103,-0.44593,0.24180
29.500000,-0.28303,-0.51495,-0.02903
29.516667,-0.19485,-0.11888,-0.13882
29.533333,-0.18695,-0.12397,-0.16587
29.550000,0.08239,0.25770,-0.07325
29.566667,0.27766,0.56401,-0.01377
29.583333,0.09145,0.36498,-0.13083
29.600000,0.11011,0.61078,-0.28263
29.616667,-0.02822,0.26598,-0.31353
29.633333,-0.14320,-1.33255,0.74270
29.650000,0.03277,-2.26423,1.49531
29.666667,-0.23072,-0.78841,0.07498
29.683333,-0.09066,1.87566,-1.00842
29.700000,0.22539,2.37469,-0.93534
29.716667,0.17448,0.97661,-0.88467
29.733333,0.31900,0.37881,-0.39251
29.750000,-0.45389,-0.88810,0.52497
29.766667,-0.63681,-2.77580,1.62325
29.783333,0.44780,-1.52559,1.34488
29.800000,0.03155,0.25265,-0.28560
29.816667,0.01029,0.45961,-0.71082
29.833333,0.83914,1.64657,-0.30384
29.850000,-0.25192,1.05587,-0.41377
29.866667,-0.47516,0.47570,-1.18333
29.883333,0.64769,1.83720,-1.27490
29.900000,-0.59024,-0.97220,0.60684
29.916667,-1.70569,-3.19686,1.90098
29.933333,0.27194,-0.91186,1.09018
29.950000,2.02343,0.09265,0.57263
29.966667,0.90504,0.71684,0.27405
29.983333,-0.80241,0.86954,-1.33169
30.000000,-0.75483,-0.05784,-1.78042
30.016667,-0.27091,0.64756,-0.35599
30.033333,-0.17255,1.00780,0.35833
30.050000,0.08685,-0.02352,0.65896
30.066667,0.25045,-0.77760,0.73903
30.083333,0.26354,-0.93407,0.00646
30.100000,-0.12604,-0.59214,-0.35163
30.116667,-0.02228,0.29691,0.37309
30.133333,0.15424,0.22083,0.52655
30.150000,-0.06090,-0.33420,-0.69619
30.166667,0.76056,0.82458,-0.45889
30.183333,-0.45458,0.40874,0.14594
30.200000,-1.71328,-0.53376,-0.38636
30.216667,0.85101,1.07053,0.16764
30.233333,1.09530,0.82855,-0.14695
30.250000,-0.47965,-1.10364,0.02253
30.266667,-0.10817,-2.21669,1.49975
30.283333,-0.21658,-1.16569,0.02392
30.300000,0.07986,1.51194,-0.80375
30.316667,0.30214,1.37613,-0.05586
30.333333,-0.13032,0.83636,-0.99576
30.350000,0.15576,0.87990,-0.50387
30.366667,-0.20757,-1.08973,0.94206
30.383333,-0.13818,-1.55590,1.00736
30.400000,0.23185,-0.46602,0.32764
30.416667,-0.35170,0.35707,-0.64148
30.433333,0.12311,1.03708,-0.51389
30.450000,0.17242,0.18213,-0.16659
30.466667,-0.41957,-0.59355,-0.03422
30.483333,0.50218,0.19996,0.54311
30.500000,0.57035,0.66150,-0.24799
30.516667,-0.36328,-0.18745,-0.45802
30.533333,-0.52088,-0.94766,0.96248
30.550000,-0.29946,-0.48770,0.39007
30.566667,0.10857,0.09237,-0.67056
30.583333,0.26774,0.81522,-0.48336
30.600000,0.38965,1.15559,-0.41289
30.616667,0.10847,-0.69841,0.92531
30.633333,-0.31946,-1.03463,1.06684
30.650000,0.11405,1.16654,-1.66342
30.666667,-0.10818,0.39752,-1.14838
30.683333,-0.43643,-1.39315,1.57751
30.700000,-0.05084,-0.44317,0.87382
30.716667,0.09440,0.34500,-0.50411
30.733333,0.50386,0.24851,-0.25719
30.750000,0.09695,0.16502,0.04125
30.766667,-0.45237,-0.06841,0.02509
30.783333,0.47847,0.50794,-0.19627
30.800000,0.37331,0.78749,-0.49986
30.816667,-0.57117,-0.38913,-0.36413
30.833333,-0.33166,-0.80590,0.70707
30.850000,-0.21281,-0.56798,1.00477
30.866667,-0.26874,-0.68607,0.05671
30.883333,0.60218,0.82420,-0.50416
30.900000,0.67906,1.37247,-1.00490
30.916667,-0.52609,-0.30895,-0.37898
30.933333,-0.43376,-0.06785,0.68098
30.950000,0.33188,0.17541,0.07000
30.966667,0.20588,-0.79940,0.31822
30.983333,0.27946,-0.99910,0.81189
31.000000,0.22565,-0.42649,0.03392
31.016667,-0.17815,1.11603,0.36999
31.033333,-0.57713,1.32925,-0.42731
31.050000,-0.73972,1.10961,-2.44130
31.066667,-0.09229,-0.20847,-1.12286
31.083333,-0.15039,-3.66390,1.05277
31.100000,0.15846,-1.10964,1.48133
31.116667,1.91553,3.67355,1.58402
31.133333,1.57767,1.95281,1.29324
31.150000,-0.39086,-1.58436,-0.14607
31.166667,-2.06010,-3.06931,-2.90915
31.183333,-2.67261,-0.48201,-2.31963
31.200000,-0.36243,3.38982,1.59916
31.216667,1.91137,1.90058,1.28844
31.233333,1.61509,-1.86986,-0.85004
31.250000,1.02040,-2.59945,0.01495
31.266667,0.88281,-0.60533,1.30251
31.283333,-0.53252,1.54358,1.04698
31.300000,-2.62038,1.70792,-0.75319
31.316667,-1.86607,0.19954,-1.70017
31.333333,0.38729,-0.07177,-0.46885
31.350000,0.99880,0.00147,0.68423
31.366667,1.34712,-1.56483,0.92624
31.383333,1.22717,-0.74347,0.12611
31.400000,0.14996,0.45637,-0.83456
31.416667,-0.13453,0.02337,-0.01830
31.433333,-1.03894,1.26853,0.92599
31.450000,-1.90779,0.12508,0.14402
31.466667,0.15005,-1.63952,-1.03189
31.483333,0.90710,0.19273,-0.83636
31.500000,-0.17476,1.68889,0.69460
31.516667,0.70886,1.38343,0.90671
31.533333,0.45930,-0.95297,-0.31093
31.550000,-0.19670,-2.18764,-0.22534
31.566667,0.37302,-0.79879,0.22659
31.583333,-0.24254,-0.15649,0.03659
31.600000,-0.55843,0.55318,0.06894
31.616667,-0.36937,1.03480,-0.18537
31.633333,0.21499,1.39772,-0.33527
31.650000,0.11266,1.45431,-0.26877
31.666667,-1.17140,-0.87371,0.02730
31.683333,0.58420,-2.19673,0.76336
31.700000,1.57323,-1.57387,-0.18161
31.716667,-0.38644,0.37417,-0.65451
31.733333,0.00354,2.67638,1.12798
31.750000,-0.01950,0.65741,0.45508
31.766667,-0.89690,-1.88197,-1.11210
31.783333,0.13765,-1.12329,-0.47100
31.800000,0.29961,-0.30439,-0.01998
31.816667,0.07653,0.89164,0.49983
31.833333,0.04959,1.12018,0.47315
31.850000,-0.44777,0.11086,-0.32246
31.866667,-0.10387,0.96440,-0.23142
31.883333,0.03221,1.08729,-0.05980
31.900000,0.19114,-1.12626,0.36783
31.916667,0.54458,-2.56395,0.01510
31.933333,-0.13489,-1.31728,-0.49290
31.950000,-0.23103,0.44999,0.51841
31.966667,-0.00084,0.58353,0.05296
31.983333,0.26007,1.36479,-0.49190
32.000000,0.61260,1.36641,0.32333
32.016667,-0.48557,-0.50402,0.16835
32.033333,-1.02089,0.21073,-0.11126
32.050000,-0.74131,1.16313,-0.74981
32.066667,-0.02043,-0.91165,-0.30406
32.083333,1.51840,-2.35814,1.41487
32.100000,1.00601,-1.40429,0.67102
32.116667,-0.25148,0.41918,-0.87055
32.133333,-0.34770,1.41782,-1.01525
32.150000,-0.07763,1.38425,-0.04718
32.166667,-0.32074,0.58942,0.62350
32.183333,-1.09388,-0.58076,0.12963
32.200000,0.02594,-0.34984,0.41473
32.216667,0.55623,0.02015,0.18529
32.233333,-0.02712,-0.76873,-0.51709
32.250000,0.88418,-0.23378,0.03856
32.266667,0.05083,0.45760,-0.01401
32.283333,-0.57756,0.08980,-0.32869
32.300000,0.65539,0.25030,-0.25822
32.316667,0.07210,-0.29949,-0.00138
32.333333,-0.52948,-0.41652,0.42520
32.350000,-0.71376,0.37623,0.02267
32.366667,-0.88439,-0.06988,0.09564
32.383333,0.65939,0.29680,0.57852
32.400000,1.37259,0.74443,-0.03161
32.416667,0.33271,-0.35603,-0.56995
32.433333,-0.50757,-0.60467,-0.36225
32.450000,-0.47316,-0.18191,0.07009
32.466667,0.16066,0.07271,0.12261
32.483333,-0.05604,0.10799,-0.04572
32.500000,-0.60012,-0.21597,0.09240
32.516667,-0.07260,-0.07506,0.14918
32.533333,0.65973,0.33650,0.01878
32.550000,0.55984,0.61174,-0.10794
32.566667,-0.24142,0.43287,0.13560
32.583333,-0.57506,-0.42779,0.27382
32.600000,-0.08826,-0.83023,-0.22895
32.616667,0.27467,-0.60927,-0.36125
32.633333,0.24285,-0.15531,-0.19818
32.650000,-0.03247,0.68143,0.10053
32.666667,-0.37158,0.82933,0.53980
32.683333,-0.06314,0.47460,0.22519
32.700000,0.44759,0.01147,-0.27217
32.716667,0.00270,-0.87979,-0.43986
32.733333,-0.18508,-0.71384,-0.19005
32.750000,0.12700,-0.08864,0.35570
32.766667,-0.32773,0.25528,0.33581
32.783333,-0.11871,0.76958,0.06451
32.800000,0.38589,0.22372,-0.25261
32.816667,-0.18050,-0.42266,-0.35313
32.833333,-0.03269,-0.17880,0.10061
32.850000,0.37599,0.25208,0.26258
32.866667,-0.01026,0.05055,0.14524
32.883333,-0.10571,-0.80178,-0.05274
32.900000,-0.16486,0.12621,-0.26689
32.916667,-0.04348,1.08375,-0.08904
32.933333,0.29851,-0.36727,0.20448
32.950000,-0.05785,-0.62212,0.26143
32.966667,-0.40974,0.46369,-0.21731
32.983333,-0.25787,0.09566,-0.38254
33.000000,-0.02577,-0.46042,0.14317
33.016667,0.42595,0.06443,0.04868
33.033333,0.82688,0.39219,0.20803
33.050000,0.13955,-0.07417,0.48816
33.066667,-0.76244,-0.11514,-0.42414
33.083333,-0.30412,0.02298,-0.45535
33.100000,0.03246,-0.11593,0.17385
33.116667,-0.11311,0.24466,0.02469
33.133333,0.17596,-0.00586,0.21923
33.150000,-0.01129,-0.54132,0.18820
33.166667,-0.02059,0.01106,-0.18755
33.183333,0.12536,0.35457,-0.20484
33.200000,-0.07385,0.43277,-0.18967
33.216667,0.44882,0.36253,0.11432
33.233333,0.33507,-0.61411,0.26464
33.250000,-0.53553,-0.88979,0.07960
33.266667,-0.48715,0.15318,-0.10515
33.283333,-0.10487,0.67680,-0.22187
33.300000,0.25606,0.20286,0.23267
33.316667,0.21768,-0.32809,0.32813
