time_hours,B_magnitude,He,Bz,E1,E2,MPS_LO
0.4583,100.436,-56.3946,74.1695,15470.1,5320.39,1.22167e+06
0.4750,100.337,-56.2848,74.1142,15583.6,5356.63,1.35413e+06
0.4917,100.202,-56.2079,74.016,15578,5341.49,1.50536e+06
0.5083,100.086,-56.1325,73.9169,15603.2,5383.55,1.26375e+06
0.5250,100.049,-56.1711,73.8303,15661.4,5349.82,1.27647e+06
0.5417,99.8953,-56.0879,73.7085,15587.2,5380.5,1.45697e+06
0.5583,99.8664,-56.0839,73.6686,15625.5,5372.76,1.48778e+06
0.5750,99.8595,-56.0841,73.637,15589.1,5402.44,1.10876e+06
0.5917,99.8199,-56.0779,73.5912,15775,5390.93,1.39836e+06
0.6083,99.7923,-56.0778,73.552,15728.3,5362.98,1.41451e+06
0.6250,99.6968,-56.0846,73.4715,15674.8,5345.25,1.35345e+06
0.6417,99.7184,-56.069,73.4752,15754.4,5357.9,1.42781e+06
0.6583,99.6843,-56.0954,73.4095,15704.2,5378.94,1.36731e+06
0.6750,99.659,-56.097,73.3691,15719.9,5372.16,1.15902e+06
0.6917,99.6858,-56.1551,73.3391,15912,5357.34,1.18445e+06
0.7083,99.6418,-56.1599,73.2782,15905.2,5383.62,1.38914e+06
0.7250,99.6342,-56.2404,73.1997,15989.9,5377.68,1.35065e+06
0.7417,99.6402,-56.378,73.0743,15916,5334.19,1.38208e+06
0.7583,99.635,-56.4753,72.9646,15994.3,5351.14,1.44312e+06
0.7750,99.619,-56.5731,72.8596,16007.1,5298.24,1.48042e+06
0.7917,99.6474,-56.5803,72.8813,16009,5321.62,1.14773e+06
0.8083,99.5891,-56.6291,72.7652,16068.6,5320.4,1.26984e+06
0.8250,99.5156,-56.6888,72.6736,16119.6,5280.51,1.33592e+06
0.8417,99.523,-56.7107,72.6485,16010.1,5287.88,1.3639e+06
0.8583,99.4691,-56.6968,72.5889,16171.3,5260.36,1.35682e+06
0.8750,99.4706,-56.7068,72.5538,16134.1,5290.37,1.25042e+06
0.8917,99.4274,-56.7851,72.4325,16191.8,5273.07,1.41506e+06
0.9083,99.3522,-56.7538,72.3486,16254.8,5290.18,1.33268e+06
0.9250,99.2944,-56.704,72.3034,16342.2,5323.16,1.3532e+06
0.9417,99.2801,-56.6843,72.2852,16375.4,5318.65,1.38075e+06
0.9583,99.1645,-56.5632,72.2343,16607.5,5368.52,1.43393e+06
0.9750,99.0487,-56.4235,72.1956,16732.5,5368.81,1.62475e+06
0.9917,98.7449,-56.2573,71.9793,16776.9,5386.69,1.49678e+06
1.0083,98.4555,-56.1814,71.7927,16516.2,5240.11,1.48342e+06
1.0250,98.3736,-56.2884,71.6052,16233.3,5075.87,1.2177e+06
1.0417,98.3587,-56.5293,71.3485,15961.9,5045.65,1.34876e+06
1.0583,98.2731,-56.4789,71.2673,16072.6,5098.98,1.36988e+06
1.0750,98.3193,-56.4957,71.3024,16342.8,5182.18,1.15779e+06
1.0917,98.3189,-56.5073,71.3006,16431.5,5238.64,1.40252e+06
1.1083,98.1677,-56.3971,71.2326,16522.3,5191.73,1.16156e+06
1.1250,98.0822,-56.383,71.1501,16401.1,5100.87,1.2882e+06
1.1417,98.075,-56.4859,71.0278,16231.4,5014.47,1.16786e+06
1.1583,98.0934,-56.7012,70.8169,16109.9,5029.49,1.37799e+06
1.1750,98.0812,-56.6778,70.7945,16359.3,5126.31,1.30096e+06
1.1917,97.9972,-56.4659,70.8883,16617.1,5186.12,1.21604e+06
1.2083,97.8401,-56.3098,70.8197,16654.3,5199.21,1.2805e+06
1.2250,97.7408,-56.361,70.6415,16543.3,5138.36,1.41654e+06
1.2417,97.7303,-56.4748,70.5177,16517.2,5102.68,1.3163e+06
1.2583,97.7173,-56.538,70.4328,16503.5,5033.65,1.42895e+06
1.2750,97.7213,-56.6048,70.3575,16363.3,5071.82,1.57519e+06
1.2917,97.6991,-56.6767,70.2564,16384.2,5069.01,1.47442e+06
1.3083,97.4323,-56.5307,70.0361,16491.8,5114.34,1.36281e+06
1.3250,97.3838,-56.5229,69.9735,16646.3,5116.22,1.64184e+06
1.3417,97.4174,-56.6082,69.9404,16484.9,5066.92,1.61312e+06
1.3583,97.3571,-56.6358,69.8263,16408.6,5010.91,1.67382e+06
1.3750,97.3515,-56.7258,69.7337,16297.2,5000.06,1.41777e+06
1.3917,97.3672,-56.7221,69.7199,16248.7,5032.57,1.51097e+06
1.4083,97.3684,-56.6882,69.7397,16320.9,5021.88,1.55032e+06
1.4250,97.3222,-56.6712,69.7051,16268.9,5079.11,1.59827e+06
1.4417,97.307,-56.6914,69.676,16319.6,5099.98,1.55632e+06
1.4583,97.3291,-56.7982,69.604,16179.7,5049.91,1.51273e+06
1.4750,97.3469,-56.9169,69.5446,16189.3,5065.12,1.56129e+06
1.4917,97.3337,-56.9217,69.5059,16109.5,5102.42,1.64325e+06
1.5083,97.3078,-56.9515,69.4181,16012.4,5117.43,1.45826e+06
1.5250,97.3563,-56.973,69.4399,16156.3,5135.44,1.51146e+06
1.5417,97.3532,-57.0239,69.4094,16081.5,5165.97,1.46035e+06
1.5583,97.3578,-57.0853,69.3635,16067.5,5180.32,1.53502e+06
1.5750,97.2989,-57.0501,69.3063,16007,5155.44,1.50294e+06
1.5917,97.3371,-57.0612,69.3122,16027.8,5201.12,1.58199e+06
1.6083,97.3193,-57.1417,69.2156,15978.6,5216.49,1.48721e+06
1.6250,97.2969,-57.2716,69.1052,16004.2,5231.29,1.58595e+06
1.6417,97.3275,-57.3603,69.0662,16027.6,5249.02,1.42684e+06
1.6583,97.3955,-57.4449,69.023,15959.5,5252.96,1.50666e+06
1.6750,97.5741,-57.4337,69.3303,16100.4,5310.26,1.5667e+06
1.6917,97.5439,-57.3591,69.4179,16036.7,5300.32,1.38316e+06
1.7083,97.3039,-57.5429,68.8777,15971.2,5276.69,1.3619e+06
1.7250,97.2075,-57.2288,69.0706,16088.7,5340.97,1.59215e+06
1.7417,97.0836,-57.2513,68.9628,15946.6,5296.21,1.30103e+06
1.7583,97.1899,-57.6437,68.6748,15497.1,5188.92,1.49979e+06
1.7750,97.1401,-57.4921,68.7527,15673.3,5285.68,1.36633e+06
1.7917,97.0395,-57.317,68.8213,15950.2,5324.57,1.2813e+06
1.8083,97.0563,-57.4337,68.7531,15812.1,5281.9,1.49266e+06
1.8250,97.0297,-57.7694,68.4003,15529.3,5256.21,1.30314e+06
1.8417,97.0124,-57.7972,68.3531,15519.8,5223.3,1.40741e+06
1.8583,97.0417,-57.7352,68.4655,15748.7,5244.87,1.50993e+06
1.8750,97.0523,-57.8371,68.3664,15684.2,5200.75,1.37152e+06
1.8917,97.1076,-57.8952,68.3674,15568.5,5253.56,1.4537e+06
1.9083,97.1262,-57.9138,68.3839,15633.4,5301.67,1.46709e+06
1.9250,97.0455,-57.8715,68.3395,15727.9,5321.77,1.45961e+06
1.9417,96.982,-57.8975,68.2645,15615.2,5299.22,1.51226e+06
1.9583,96.9226,-57.8411,68.2139,15593.3,5222.6,1.32691e+06
1.9750,96.7928,-57.8181,68.0653,15401,5162.94,1.4901e+06
1.9917,96.7435,-57.8444,67.9839,15495.6,5138.43,1.42875e+06
2.0083,96.5736,-57.8208,67.8136,15548.2,5170.65,1.35149e+06
2.0250,96.4485,-57.8667,67.6274,15427.3,5099.65,1.48615e+06
2.0417,96.3627,-57.9721,67.4364,15332.7,5105.5,1.39106e+06
2.0583,96.1954,-57.9031,67.2928,15468.7,5148.09,1.19839e+06
2.0750,95.9186,-57.826,67.0229,15519.5,5122.54,1.29012e+06
2.0917,95.8848,-57.8673,66.9072,15470.3,5110.51,1.45777e+06
2.1083,95.8525,-57.9352,66.8157,15455.9,5075.93,1.26903e+06
2.1250,95.7685,-57.9654,66.7039,15446.1,5063.43,1.38848e+06
2.1417,95.8067,-58.0031,66.6975,15475,5068.45,1.329e+06
2.1583,95.7019,-58.0068,66.5721,15423.7,5048.7,1.53124e+06
2.1750,95.6217,-58.0527,66.439,15384.8,4987.61,1.36495e+06
2.1917,95.6245,-58.0456,66.4271,15359.4,4968.78,1.46411e+06
2.2083,95.6227,-58.1293,66.3589,15376.7,4962.96,1.40926e+06
2.2250,95.6215,-58.2602,66.242,15255.6,4948.65,1.41506e+06
2.2417,95.5741,-58.3444,66.108,15201.7,4877.85,1.36161e+06
2.2583,95.5755,-58.4431,66.0124,15138.9,4859.74,1.2924e+06
2.2750,95.5025,-58.5492,65.8219,15139.9,4842.6,1.3577e+06
2.2917,95.4696,-58.6054,65.732,15165.7,4838.9,1.27719e+06
2.3083,95.4715,-58.6495,65.6696,15231.8,4870.48,1.43399e+06
2.3250,95.3282,-58.6529,65.4886,15207.6,4889.03,1.32483e+06
2.3417,95.1129,-58.6372,65.2222,15162.8,4829.5,1.33884e+06
2.3583,95.087,-58.8481,64.9906,15204.4,4788.56,1.4037e+06
2.3750,94.9437,-58.8875,64.7615,15105.4,4788.52,1.41038e+06
2.3917,94.9997,-59.0666,64.6851,15023,4750.71,1.4377e+06
2.4083,95.0913,-59.2213,64.6717,15013.7,4782.2,1.47847e+06
2.4250,94.9404,-59.1738,64.5379,14947.9,4745.34,1.22646e+06
2.4417,94.7969,-58.9366,64.6051,15080.4,4809.28,1.45679e+06
2.4583,94.6272,-58.4394,64.9395,15353.6,4878.42,1.37342e+06
2.4750,94.7528,-58.9812,64.5842,15072.3,4798.94,1.42653e+06
2.4917,94.7328,-59.0984,64.4202,14842.3,4749.69,1.37193e+06
2.5083,94.6177,-58.6816,64.7412,15108.3,4850.09,1.40816e+06
2.5250,94.5504,-58.9357,64.4562,14870.5,4764.82,1.48131e+06
2.5417,94.6998,-59.0204,64.5415,14782,4743.81,1.37652e+06
2.5583,94.571,-58.7468,64.6503,15015.4,4862.27,1.39961e+06
2.5750,94.473,-58.7661,64.5371,14998.2,4893.45,1.37605e+06
2.5917,94.5677,-59.3345,64.1355,14688.3,4788.5,1.37448e+06
2.6083,94.5708,-59.1193,64.3751,14801.5,4839.41,1.52987e+06
2.6250,94.3811,-58.8274,64.4314,15003,4889.59,1.72485e+06
2.6417,94.2753,-58.8355,64.2808,15003.9,4872.79,1.59004e+06
2.6583,94.2809,-58.942,64.2077,14721.6,4846.98,1.43576e+06
2.6750,93.9981,-58.6133,64.186,14783,4872.76,1.76171e+06
2.6917,93.8048,-58.57,63.9614,14695.5,4897.47,1.63329e+06
2.7083,93.6673,-58.589,63.7782,14519,4856.21,1.6665e+06
2.7250,93.4041,-58.3087,63.707,14481.7,4836.15,1.62245e+06
2.7417,93.1912,-58.3243,63.4506,14463.5,4814.44,1.62207e+06
2.7583,93.084,-58.4405,63.2015,14217.4,4785.53,1.52871e+06
2.7750,92.999,-58.3648,63.1518,14076.2,4749.88,1.57306e+06
2.7917,92.5867,-58.0148,62.988,14277.7,4782.8,1.42903e+06
2.8083,92.3254,-58.1021,62.5881,14141.7,4792.01,1.53137e+06
2.8250,92.7243,-58.4055,62.795,13925.9,4716.43,1.2648e+06
2.8417,92.0848,-58.0799,62.3267,14054.3,4810.48,1.63487e+06
2.8583,92.1371,-58.3428,62.1359,14013.2,4822.29,1.61637e+06
2.8750,92.1285,-58.3893,62.0714,13965.5,4771.03,1.31512e+06
2.8917,91.8458,-58.2814,61.8373,13921.4,4753.81,1.67124e+06
2.9083,91.9247,-58.5326,61.6801,13651.4,4684.4,1.39111e+06
2.9250,91.6726,-58.4859,61.4522,13558,4677.84,1.52317e+06
2.9417,91.5395,-58.5033,61.2658,13498.6,4592.75,1.39031e+06
2.9583,91.4651,-58.5726,61.1071,13382.1,4519.61,1.48933e+06
2.9750,91.1716,-58.1817,61.1178,13347.6,4493.71,1.634e+06
2.9917,91.3931,-58.4292,61.1672,13213,4479.04,1.72441e+06
3.0083,91.195,-58.4044,60.9334,13139.6,4487.6,1.44065e+06
3.0250,91.0048,-58.261,60.8319,13205.3,4483.4,1.61693e+06
3.0417,90.9954,-58.437,60.6427,13130.4,4480.08,1.74774e+06
3.0583,90.9602,-58.4188,60.6378,13111.5,4531.17,1.64703e+06
3.0750,90.8938,-58.2074,60.7555,13155.8,4510.75,1.55875e+06
3.0917,90.9376,-58.4864,60.5481,13031.7,4423.85,1.69687e+06
3.1083,90.9191,-58.5067,60.5171,12945.5,4384.18,1.38627e+06
3.1250,90.8082,-58.4853,60.4055,12978.9,4362.26,1.54406e+06
3.1417,90.5496,-58.264,60.304,13005.8,4409.92,1.48191e+06
3.1583,90.5785,-58.4914,60.1323,12958.3,4328.26,1.59007e+06
3.1750,90.6961,-58.5428,60.2386,12769.6,4324.9,1.37394e+06
3.1917,89.8079,-58.0059,59.6287,12912.3,4388.28,1.40892e+06
3.2083,89.9279,-58.096,59.6856,12836.3,4369.44,1.36633e+06
3.2250,90.0459,-58.1832,59.7694,12772.3,4318.04,1.40482e+06
3.2417,89.8037,-57.9401,59.6825,12763.5,4318.4,1.45444e+06
3.2583,89.3356,-57.6236,59.4035,12720.3,4339.33,1.4173e+06
3.2750,89.4281,-57.6295,59.5157,12724.3,4365.96,1.41381e+06
3.2917,88.5677,-57.1488,58.8981,12685.1,4321.9,1.27234e+06
3.3083,88.5009,-57.1897,58.7935,12719.1,4314.66,1.19627e+06
3.3250,88.1977,-57.0861,58.5273,12535.7,4281.56,1.11274e+06
3.3417,86.9017,-56.3271,57.6007,12232.2,4192.84,1.30188e+06
3.3583,86.4813,-56.1242,57.2749,12264.6,4236.87,1.15645e+06
3.3750,86.1296,-55.6729,57.2581,12244.1,4274.86,1.13171e+06
3.3917,87.1085,-56.6758,57.5841,12113.5,4247.31,1.12307e+06
3.4083,86.0719,-56.1435,56.7751,11966.6,4190.29,1.0463e+06
3.4250,85.9564,-55.73,57.0318,12041.1,4219.04,1.15231e+06
3.4417,86.4067,-55.7399,57.6113,12121.7,4240.5,3.24612e+06
3.4583,87.0333,-55.9189,58.2448,12113.5,4248.38,7.24876e+06
3.4750,86.0658,-55.2378,57.651,11959.6,4228.32,1.69849e+07
3.4917,86.3761,-55.3392,57.9728,11933.8,4230.07,6.85661e+06
3.5083,86.3672,-54.998,58.2908,12132,4318.48,1.78608e+07
3.5250,86.7764,-54.8181,58.9728,12182.4,4302.48,2.71228e+07
3.5417,87.4057,-54.9275,59.6595,12128,4262.13,2.2349e+07
3.5583,86.9429,-54.3926,59.5742,12009.7,4254.88,2.30666e+07
3.5750,87.7781,-55.0636,59.9901,11849.8,4184.78,2.57785e+07
3.5917,88.2746,-55.1393,60.5535,11760.1,4202.77,2.84835e+07
3.6083,88.0497,-55.1213,60.2727,11741,4211.43,2.72423e+07
3.6250,88.2326,-55.5771,60.0709,11653.6,4212.35,2.74239e+07
3.6417,86.9338,-54.5758,59.3542,11437,4114.16,2.6719e+07
3.6583,87.0118,-54.1457,59.8681,11306.1,4161.84,2.44018e+07
3.6750,87.5619,-54.6724,60.1067,11133.4,4074.92,2.56496e+07
3.6917,86.6759,-54.0905,59.5488,11030,4074.32,2.49546e+07
3.7083,86.1595,-53.776,59.171,10922,3983.76,2.26356e+07
3.7250,87.809,-55.0946,60.027,10735.7,3935.04,2.35552e+07
3.7417,86.2658,-53.6784,59.3883,10646,3901.12,2.36894e+07
3.7583,86.6432,-53.4256,60.0852,10718.1,3957.6,2.27747e+07
3.7750,86.7369,-53.3711,60.2573,10699.9,3921.34,2.10921e+07
3.7917,86.8209,-53.4754,60.2545,10732.1,3923.3,1.99982e+07
3.8083,87.1099,-53.5614,60.5306,10712.5,3941.15,2.06483e+07
3.8250,86.243,-52.5369,60.3629,10786.4,3968.06,1.86612e+07
3.8417,85.938,-52.9101,59.6508,10690.2,3975.92,1.85363e+07
3.8583,86.1537,-53.5702,59.3242,10607.1,3944.62,1.81394e+07
3.8750,86.307,-53.4272,59.6432,10685,3957.09,1.74349e+07
3.8917,87.2314,-53.8158,60.4525,10892.7,4126.58,1.74937e+07
3.9083,86.5739,-53.3074,60.0795,10926.6,4141.75,1.91156e+07
3.9250,86.2283,-52.7791,60.0943,11213.3,4241.62,2.09367e+07
3.9417,87.2491,-53.6231,60.5988,11452.1,4340.29,2.23969e+07
3.9583,86.7819,-53.649,59.9968,11424.5,4327.32,2.18062e+07
3.9750,87.2976,-54.1393,60.1876,11500.9,4354.39,2.20927e+07
3.9917,87.0621,-53.9359,60.0769,11694.3,4387.01,2.06296e+07
4.0083,87.1784,-54.4346,59.7776,11698.5,4339.72,2.05371e+07
4.0250,86.9195,-54.5008,59.3852,11646.7,4336.23,2.0281e+07
4.0417,86.9718,-54.3644,59.5912,11702,4341.47,1.98303e+07
4.0583,87.345,-54.6041,59.8497,11759.2,4367.59,1.99129e+07
4.0750,87.42,-54.9445,59.6304,11713.9,4359.54,1.93173e+07
4.0917,86.811,-54.2287,59.5055,11846.2,4387.78,1.85943e+07
4.1083,87.2907,-54.2766,60.068,11956.4,4439.9,1.89546e+07
4.1250,86.5201,-54.3066,59.0466,11789.1,4350.63,1.85135e+07
4.1417,86.5299,-54.3334,59.0673,11684,4342.81,1.96852e+07
4.1583,87.4415,-54.8905,59.7227,11784.6,4377.52,1.97262e+07
4.1750,87.488,-54.8447,59.8017,11849.9,4402.17,1.90879e+07
4.1917,87.4064,-55.2251,59.3309,11672.7,4384.49,1.87842e+07
4.2083,87.1945,-55.049,59.2416,11576.9,4333.27,1.89235e+07
4.2250,87.9272,-55.2828,59.9583,11689.6,4390.82,1.94783e+07
4.2417,87.9879,-55.2633,60.0543,11630.7,4365.84,1.89137e+07
4.2583,88.2301,-54.834,60.749,11764,4387.09,1.88474e+07
4.2750,89.2898,-55.3639,61.5906,11897.5,4398.99,1.92232e+07
4.2917,89.5419,-56.2831,61.0436,11752.8,4305.26,1.80012e+07
4.3083,89.1945,-56.1716,60.7264,11735.3,4326.04,1.81966e+07
4.3250,90.0299,-56.234,61.7278,11815.4,4409.38,1.85771e+07
4.3417,89.7139,-56.1241,61.4479,11843.1,4382.07,1.84178e+07
4.3583,89.6172,-56.3475,61.1161,11854.6,4372.11,1.86459e+07
4.3750,89.8992,-56.1542,61.6246,12000.7,4453.23,1.91273e+07
4.3917,89.9686,-55.941,61.921,12092.3,4492.8,1.88012e+07
4.4083,89.7722,-55.7564,61.8495,12341.6,4489.97,1.75174e+07
4.4250,90.1612,-56.1423,61.9694,12306.8,4467.89,1.78451e+07
4.4417,90.6834,-56.6402,62.1682,12317.6,4520.43,1.78734e+07
4.4583,90.4081,-56.8052,61.6847,12249.2,4477.71,1.73883e+07
4.4750,89.2753,-56.0239,60.9848,12216.6,4384.83,1.74905e+07
4.4917,89.2629,-56.1487,60.8519,12277,4406.61,1.73742e+07
4.5083,89.721,-56.5204,61.0801,12396.4,4452.37,1.864e+07
4.5250,89.8236,-56.4649,61.2611,12543.8,4496.82,1.79244e+07
4.5417,90.0203,-56.3513,61.6157,12679.6,4526.24,1.80458e+07
4.5583,89.5932,-56.3355,61.0836,12740.6,4546.72,1.69646e+07
4.5750,89.5009,-56.0956,61.1913,12849.6,4609.57,1.75165e+07
4.5917,90.1133,-56.2945,61.7857,13031.7,4616.47,1.83091e+07
4.6083,90.6672,-56.8504,61.9639,13115.9,4651.25,1.86214e+07
4.6250,90.7092,-57.0121,61.8609,13301.1,4648.03,1.88635e+07
4.6417,90.5663,-56.9811,61.7056,13407.4,4692.54,1.90774e+07
4.6583,90.6576,-57.0928,61.713,13664.5,4762.83,1.91951e+07
4.6750,90.7371,-57.2865,61.629,13872.5,4819.84,1.9389e+07
4.6917,90.9435,-57.6032,61.5889,13982.4,4828.37,1.93121e+07
4.7083,90.8969,-57.5531,61.5797,14045.6,4867.85,1.92502e+07
4.7250,90.8777,-57.8202,61.3048,14132.1,4829.67,1.90568e+07
4.7417,90.9179,-57.6329,61.5322,14299.3,4858.97,1.86821e+07
4.7583,91.5063,-58.1708,61.7622,14484.7,4890.41,1.86538e+07
4.7750,91.3456,-58.1694,61.5711,14459.9,4912.96,1.78554e+07
4.7917,90.8549,-57.8958,61.1985,14542.7,4833.62,1.72585e+07
4.8083,90.6544,-57.866,60.9635,14649,4826.63,1.75046e+07
4.8250,90.9695,-58.3076,60.9436,14613.2,4767.33,1.74143e+07
4.8417,90.3907,-58.2297,60.2718,14569.6,4743.21,1.80673e+07
4.8583,90.0873,-58.076,60.0281,14570.3,4653.23,1.74315e+07
4.8750,90.4364,-58.4229,60.1402,14500.3,4625.19,1.7435e+07
4.8917,90.6901,-58.4487,60.4395,14603.5,4621.01,1.80995e+07
4.9083,91.223,-58.8208,60.7661,14514.4,4565.48,1.82483e+07
4.9250,91.3585,-58.868,60.8935,14456.7,4506.29,1.82949e+07
4.9417,91.1343,-58.51,60.9488,14583.3,4465.18,1.84121e+07
4.9583,91.4143,-58.6668,61.1571,14517,4392.47,1.86517e+07
4.9750,91.5022,-58.7577,61.1798,14504.5,4314.7,1.79656e+07
4.9917,91.4413,-58.5736,61.2771,14532.1,4291.79,1.7866e+07
5.0083,91.6069,-58.5195,61.5402,14386.1,4237.88,1.81942e+07
5.0250,91.763,-58.6887,61.5763,14189.1,4174.42,1.79191e+07
5.0417,91.8656,-58.7371,61.6592,14018.2,4123.33,1.84532e+07
5.0583,91.6203,-58.4588,61.609,13921.1,4074.76,1.76834e+07
5.0750,90.8913,-58.1148,60.9996,13812.8,4086.72,1.78465e+07
5.0917,91.3463,-58.5042,61.2064,13761.9,4051.24,1.76323e+07
5.1083,91.0037,-58.296,60.9643,13687.3,3992.36,1.70017e+07
5.1250,90.6773,-58.247,60.5881,13538.6,3950.93,1.67728e+07
5.1417,90.5463,-58.3085,60.356,13527.9,3942.58,1.66058e+07
5.1583,90.6948,-58.184,60.6668,13483,4009.01,1.67794e+07
5.1750,90.7733,-58.2506,60.7002,13469.5,4006.27,1.7308e+07
5.1917,90.7227,-58.3433,60.5408,13369.2,3971.41,1.67383e+07
5.2083,90.7219,-58.4461,60.4373,13314.5,3956.78,1.61765e+07
5.2250,91.187,-58.7014,60.7895,13264.1,4006.84,1.62546e+07
5.2417,91.4261,-58.7228,61.0743,13175,3979.2,1.749e+07
5.2583,90.7285,-58.3646,60.517,13104,3973.8,1.68795e+07
5.2750,90.6621,-58.3829,60.409,13039.9,3972.59,1.71169e+07
5.2917,90.7696,-58.4227,60.5074,13063.5,4000.59,1.61357e+07
5.3083,90.8066,-58.4839,60.4939,12994.9,4009.81,1.6676e+07
5.3250,91.0108,-58.606,60.6368,12812.9,4001.04,1.63634e+07
5.3417,91.2409,-58.7262,60.8132,12705.9,4004.6,1.58447e+07
5.3583,91.0521,-58.6754,60.6156,12583.4,4037.65,1.5618e+07
5.3750,91.3708,-58.6546,61.0445,12482.7,4053.59,1.51808e+07
5.3917,91.5078,-58.6591,61.2131,12396.9,4064.01,1.51936e+07
5.4083,91.6822,-58.7554,61.3411,12309.5,4097.01,1.50279e+07
5.4250,91.7347,-58.8013,61.3595,12196.2,4085.32,1.53202e+07
5.4417,91.7292,-58.6288,61.5165,12035.4,4118.54,1.52243e+07
5.4583,91.6736,-58.5891,61.4766,11899.6,4122.6,1.47423e+07
5.4750,91.7163,-58.6245,61.4916,11689.5,4158.71,1.47814e+07
5.4917,91.511,-58.3752,61.4656,11458,4092.35,1.4799e+07
5.5083,91.7332,-58.4799,61.6477,11385.8,4154.86,1.46098e+07
5.5250,91.7672,-58.2714,61.8869,11214.7,4206.36,1.45199e+07
5.5417,91.8906,-58.3921,61.9248,11153.9,4192.37,1.45045e+07
5.5583,92.1034,-58.5767,62.0185,11065.7,4184.66,1.40808e+07
5.5750,92.2219,-58.5642,62.1786,10902.2,4237.05,1.37979e+07
5.5917,92.4539,-58.8319,62.2156,10885.2,4247.38,1.39336e+07
5.6083,92.4516,-58.9306,62.1127,10822.6,4265.09,1.3781e+07
5.6250,92.2623,-58.8016,61.9874,10783.2,4267.85,1.38052e+07
5.6417,92.3937,-58.9427,62.0141,10758.5,4269.93,1.44354e+07
5.6583,92.4486,-58.9909,62.036,10730.8,4306.34,1.40777e+07
5.6750,92.2948,-58.9427,61.8821,10631.6,4314.51,1.36478e+07
5.6917,92.0355,-58.7373,61.7447,10614.1,4345.79,1.40416e+07
5.7083,92.1701,-58.8022,61.8499,10579.8,4343.72,1.40562e+07
5.7250,92.3388,-58.8113,62.0541,10498.9,4340.54,1.45847e+07
5.7417,92.0182,-58.3605,62.0732,10489.6,4367.31,1.38647e+07
5.7583,92.3787,-58.5495,62.3503,10431,4410.41,1.36789e+07
5.7750,92.5815,-58.6679,62.495,10377.8,4383.81,1.40816e+07
5.7917,92.7456,-58.8092,62.565,10314.3,4447.16,1.39018e+07
5.8083,92.7341,-58.7417,62.6106,10282.5,4448.31,1.33604e+07
5.8250,92.7993,-58.7442,62.6876,10350.7,4436.73,1.41253e+07
5.8417,92.8113,-58.7342,62.7048,10342.6,4505.92,1.42382e+07
5.8583,92.8437,-58.6187,62.8538,10368.6,4505.15,1.37349e+07
5.8750,92.9866,-58.5511,63.0969,10360.4,4515.94,1.38389e+07
5.8917,93.3147,-58.6484,63.4179,10362.3,4504.46,1.38197e+07
5.9083,93.5861,-58.6942,63.7129,10465.4,4544.8,1.49267e+07
5.9250,93.6545,-58.7478,63.7483,10459.4,4586.48,1.45912e+07
5.9417,93.7192,-58.7461,63.8293,10529.9,4599.94,1.56634e+07
5.9583,93.8658,-58.7759,63.9781,10652.6,4615.02,1.53216e+07
5.9750,93.8448,-58.7355,63.9818,10629.8,4602.99,1.52126e+07
5.9917,93.8863,-58.7411,64.0247,10688.3,4605.94,1.61947e+07
6.0083,93.9127,-58.7811,64.0156,10680.8,4619.69,1.56583e+07
6.0250,93.9643,-58.887,63.9717,10748.8,4589.7,1.56891e+07
